link,title,director0,director1,director2,attr0,attr1,attr2,genre0,genre1,genre2,genre3,region0,region1,region2,lang0,lang1,lang2,ReleaseDate,rd0,rd1,rd2,rd3,rd4,rd5,rd6,rd7,rd8,rd9
https://movie.douban.com/subject/1780330/,致命魔术 The Prestige,克里斯托弗·诺,unknown,unknown,休·杰克曼,克里斯蒂安·贝尔,迈克尔·凯恩,剧情,悬疑,惊悚,unknown,英国,美国,unknown,unknown,unknown,unknown,2006,"['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['盗梦空间', 'https://movie.douban.com/subject/3541415/?from=subject-page']","['蝴蝶效应', 'https://movie.douban.com/subject/1292343/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['穆赫兰道', 'https://movie.douban.com/subject/1292217/?from=subject-page']","['源代码', 'https://movie.douban.com/subject/3075287/?from=subject-page']","['致命ID', 'https://movie.douban.com/subject/1297192/?from=subject-page']","['利刃出鞘', 'https://movie.douban.com/subject/30318116/?from=subject-page']"
https://movie.douban.com/subject/1300299/,杀人回忆 살인의 추억,奉俊,unknown,unknown,宋康昊,金相庆,金雷夏,剧情,动作,悬疑,惊悚,韩国,unknown,unknown,unknown,unknown,unknown,2003,"['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['恐怖直播', 'https://movie.douban.com/subject/21360417/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['七宗罪', 'https://movie.douban.com/subject/1292223/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['致命ID', 'https://movie.douban.com/subject/1297192/?from=subject-page']","['猫鼠游戏', 'https://movie.douban.com/subject/1305487/?from=subject-page']","['沉默的羔羊', 'https://movie.douban.com/subject/1293544/?from=subject-page']","['追击者', 'https://movie.douban.com/subject/3006309/?from=subject-page']"
https://movie.douban.com/subject/1297630/,第六感 The Sixth Sense,M·奈特·沙马,unknown,unknown,布鲁斯·威利斯,海利·乔·奥斯蒙,托妮·科莱特,剧情,悬疑,惊悚,unknown,美国,unknown,unknown,unknown,unknown,unknown,1999,"['恐怖游轮', 'https://movie.douban.com/subject/3011051/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['致命ID', 'https://movie.douban.com/subject/1297192/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['小岛惊魂', 'https://movie.douban.com/subject/1301459/?from=subject-page']","['万能钥匙', 'https://movie.douban.com/subject/1418752/?from=subject-page']","['闪灵', 'https://movie.douban.com/subject/1292225/?from=subject-page']","['沉默的羔羊', 'https://movie.douban.com/subject/1293544/?from=subject-page']","['蝴蝶效应', 'https://movie.douban.com/subject/1292343/?from=subject-page']","['穆赫兰道', 'https://movie.douban.com/subject/1292217/?from=subject-page']"
https://movie.douban.com/subject/1300374/,绿里奇迹 The Green Mile,弗兰克·德拉邦,unknown,unknown,汤姆·汉克斯,大卫·摩斯,迈克·克拉克·邓肯,剧情,悬疑,犯罪,奇幻,美国,unknown,unknown,unknown,unknown,unknown,1999,"['加勒比海盗', 'https://movie.douban.com/subject/1298070/?from=subject-page']","['哈利·波特与密室', 'https://movie.douban.com/subject/1296996/?from=subject-page']","['大鱼', 'https://movie.douban.com/subject/1291545/?from=subject-page']","['指环王1：护戒使者', 'https://movie.douban.com/subject/1291571/?from=subject-page']","['霍比特人1：意外之旅', 'https://movie.douban.com/subject/1966182/?from=subject-page']","['少年派的奇幻漂流', 'https://movie.douban.com/subject/1929463/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']","['本杰明·巴顿奇事', 'https://movie.douban.com/subject/1485260/?from=subject-page']","['倩女幽魂', 'https://movie.douban.com/subject/1297447/?from=subject-page']","['青蛇', 'https://movie.douban.com/subject/1303394/?from=subject-page']"
https://movie.douban.com/subject/1397546/,追随 Following,克里斯托弗·诺,unknown,unknown,杰里米·西奥伯德,亚历克斯·霍,露西·拉塞尔,悬疑,惊悚,犯罪,unknown,英国,unknown,unknown,unknown,unknown,unknown,1998,"['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['大卫·戈尔的一生', 'https://movie.douban.com/subject/1305725/?from=subject-page']","['穆赫兰道', 'https://movie.douban.com/subject/1292217/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['一级恐惧', 'https://movie.douban.com/subject/1296217/?from=subject-page']","['惊魂记', 'https://movie.douban.com/subject/1293181/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']"
https://movie.douban.com/subject/26580232/,看不见的客人 Contratiempo,奥里奥尔·保,unknown,unknown,马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多,剧情,悬疑,惊悚,犯罪,西班牙,unknown,unknown,unknown,unknown,unknown,2016,"['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['利刃出鞘', 'https://movie.douban.com/subject/30318116/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']","['网络谜踪', 'https://movie.douban.com/subject/27615441/?from=subject-page']","['误杀', 'https://movie.douban.com/subject/30176393/?from=subject-page']","['消失的爱人', 'https://movie.douban.com/subject/21318488/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']","['七宗罪', 'https://movie.douban.com/subject/1292223/?from=subject-page']"
https://movie.douban.com/subject/1292223/,七宗罪 Se7en,大卫·芬,unknown,unknown,摩根·弗里曼,布拉德·皮特,凯文·史派西,剧情,悬疑,惊悚,犯罪,美国,unknown,unknown,unknown,unknown,unknown,1995,"['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['沉默的羔羊', 'https://movie.douban.com/subject/1293544/?from=subject-page']","['致命ID', 'https://movie.douban.com/subject/1297192/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']","['搏击俱乐部', 'https://movie.douban.com/subject/1292000/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['恐怖游轮', 'https://movie.douban.com/subject/3011051/?from=subject-page']","['猫鼠游戏', 'https://movie.douban.com/subject/1305487/?from=subject-page']"
https://movie.douban.com/subject/1297192/,致命ID Identity,詹姆斯·曼高,unknown,unknown,约翰·库萨克,雷·利奥塔,阿曼达·皮特,剧情,悬疑,惊悚,unknown,美国,unknown,unknown,unknown,unknown,unknown,2003,"['恐怖游轮', 'https://movie.douban.com/subject/3011051/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['七宗罪', 'https://movie.douban.com/subject/1292223/?from=subject-page']","['沉默的羔羊', 'https://movie.douban.com/subject/1293544/?from=subject-page']","['万能钥匙', 'https://movie.douban.com/subject/1418752/?from=subject-page']","['第六感', 'https://movie.douban.com/subject/1297630/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['蝴蝶效应', 'https://movie.douban.com/subject/1292343/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']"
https://movie.douban.com/subject/4268598/,告白,中岛哲,unknown,unknown,松隆子,冈田将生,木村佳乃,剧情,悬疑,unknown,unknown,日本,unknown,unknown,unknown,unknown,unknown,2010,"['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['致命ID', 'https://movie.douban.com/subject/1297192/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['恐怖游轮', 'https://movie.douban.com/subject/3011051/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']","['七宗罪', 'https://movie.douban.com/subject/1292223/?from=subject-page']","['沉默的羔羊', 'https://movie.douban.com/subject/1293544/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['嫌疑人X的献身', 'https://movie.douban.com/subject/2369845/?from=subject-page']"
https://movie.douban.com/subject/1309055/,哈利·波特与火焰杯 Harry Potter and the Goblet of Fire,迈克·内威,unknown,unknown,丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,悬疑,奇幻,冒险,unknown,英国,美国,unknown,unknown,unknown,unknown,2005,"['哈利·波特与密室', 'https://movie.douban.com/subject/1296996/?from=subject-page']","['神奇动物在哪里', 'https://movie.douban.com/subject/25726614/?from=subject-page']","['加勒比海盗', 'https://movie.douban.com/subject/1298070/?from=subject-page']","['霍比特人1：意外之旅', 'https://movie.douban.com/subject/1966182/?from=subject-page']","['指环王1：护戒使者', 'https://movie.douban.com/subject/1291571/?from=subject-page']","['查理和巧克力工厂', 'https://movie.douban.com/subject/1309101/?from=subject-page']","['少年派的奇幻漂流', 'https://movie.douban.com/subject/1929463/?from=subject-page']","['奇异博士', 'https://movie.douban.com/subject/3025375/?from=subject-page']","['头号玩家', 'https://movie.douban.com/subject/4920389/?from=subject-page']","['倩女幽魂', 'https://movie.douban.com/subject/1297447/?from=subject-page']"
https://movie.douban.com/subject/1417598/,电锯惊魂 Saw,温子,unknown,unknown,雷·沃纳尔,加利·艾尔维斯,丹尼·格洛弗,悬疑,惊悚,恐怖,unknown,美国,unknown,unknown,unknown,unknown,unknown,2004,"['电锯惊魂2', 'https://movie.douban.com/subject/1309045/?from=subject-page']","['恐怖游轮', 'https://movie.douban.com/subject/3011051/?from=subject-page']","['死神来了', 'https://movie.douban.com/subject/1300300/?from=subject-page']","['闪灵', 'https://movie.douban.com/subject/1292225/?from=subject-page']","['死寂', 'https://movie.douban.com/subject/1895120/?from=subject-page']","['致命ID', 'https://movie.douban.com/subject/1297192/?from=subject-page']","['招魂', 'https://movie.douban.com/subject/3804629/?from=subject-page']","['万能钥匙', 'https://movie.douban.com/subject/1418752/?from=subject-page']","['沉默的羔羊', 'https://movie.douban.com/subject/1293544/?from=subject-page']","['孤儿怨', 'https://movie.douban.com/subject/3011308/?from=subject-page']"
https://movie.douban.com/subject/1578507/,谍影重重3 The Bourne Ultimatum,保罗·格林格拉,unknown,unknown,马特·达蒙,朱丽娅·斯蒂尔斯,大卫·斯特雷泽恩,动作,悬疑,惊悚,unknown,美国,德国,法国,unknown,unknown,unknown,2007,"['谍影重重2', 'https://movie.douban.com/subject/1308767/?from=subject-page']","['勇闯夺命岛', 'https://movie.douban.com/subject/1292728/?from=subject-page']","['碟中谍', 'https://movie.douban.com/subject/1292484/?from=subject-page']","['飓风营救', 'https://movie.douban.com/subject/2124586/?from=subject-page']","['变脸', 'https://movie.douban.com/subject/1292659/?from=subject-page']","['速度与激情5', 'https://movie.douban.com/subject/4286017/?from=subject-page']","['终结者2：审判日', 'https://movie.douban.com/subject/1291844/?from=subject-page']","['黑客帝国3：矩阵革命', 'https://movie.douban.com/subject/1302467/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']"
https://movie.douban.com/subject/1291879/,罗生门 羅生門,黑泽,unknown,unknown,三船敏郎,京町子,森雅之,剧情,悬疑,犯罪,unknown,日本,unknown,unknown,unknown,unknown,unknown,1950,"['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['后窗', 'https://movie.douban.com/subject/1299080/?from=subject-page']","['穆赫兰道', 'https://movie.douban.com/subject/1292217/?from=subject-page']","['惊魂记', 'https://movie.douban.com/subject/1293181/?from=subject-page']","['追随', 'https://movie.douban.com/subject/1397546/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['西北偏北', 'https://movie.douban.com/subject/1295872/?from=subject-page']","['十二怒汉', 'https://movie.douban.com/subject/1293182/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']"
https://movie.douban.com/subject/1301231/,电话谋杀案 Dial M for Murder,阿尔弗雷德·希区柯,unknown,unknown,雷·米兰德,格蕾丝·凯利,罗伯特·卡明斯,悬疑,惊悚,犯罪,unknown,美国,unknown,unknown,unknown,unknown,unknown,1954,"['后窗', 'https://movie.douban.com/subject/1299080/?from=subject-page']","['西北偏北', 'https://movie.douban.com/subject/1295872/?from=subject-page']","['夺魂索', 'https://movie.douban.com/subject/1301230/?from=subject-page']","['爱德华大夫', 'https://movie.douban.com/subject/1293973/?from=subject-page']","['迷魂记', 'https://movie.douban.com/subject/1297294/?from=subject-page']","['贵妇失踪记', 'https://movie.douban.com/subject/1292760/?from=subject-page']","['火车怪客', 'https://movie.douban.com/subject/1298505/?from=subject-page']","['惊魂记', 'https://movie.douban.com/subject/1293181/?from=subject-page']","['三十九级台阶', 'https://movie.douban.com/subject/1298412/?from=subject-page']","['深闺疑云', 'https://movie.douban.com/subject/1295568/?from=subject-page']"
https://movie.douban.com/subject/10583098/,十二怒汉（电视版） Studio One: Twelve Angry Men,富兰克林·沙夫,unknown,unknown,罗伯特·卡明斯,法兰奇·汤恩,爱德华·阿诺德,剧情,悬疑,犯罪,unknown,美国,unknown,unknown,unknown,unknown,unknown,1954,"['控方证人', 'https://movie.douban.com/subject/5294851/?from=subject-page']","['十二怒汉', 'https://movie.douban.com/subject/1293182/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['追随', 'https://movie.douban.com/subject/1397546/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['大卫·戈尔的一生', 'https://movie.douban.com/subject/1305725/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']","['一级恐惧', 'https://movie.douban.com/subject/1296217/?from=subject-page']"
https://movie.douban.com/subject/25804790/,神探夏洛克：最后的誓言 Sherlock: His Last Vow,尼克·赫,unknown,unknown,本尼迪克特·康伯巴奇,马丁·弗瑞曼,鲁珀特·格雷夫斯,剧情,悬疑,犯罪,unknown,英国,unknown,unknown,unknown,unknown,unknown,2014,"['神探夏洛克：可恶的新娘', 'https://movie.douban.com/subject/25920885/?from=subject-page']","['大侦探福尔摩斯2：诡影游戏', 'https://movie.douban.com/subject/4051753/?from=subject-page']","['利刃出鞘', 'https://movie.douban.com/subject/30318116/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']","['网络谜踪', 'https://movie.douban.com/subject/27615441/?from=subject-page']","['惊天魔盗团', 'https://movie.douban.com/subject/6517421/?from=subject-page']"
https://movie.douban.com/subject/21318488/,消失的爱人 Gone Girl,大卫·芬,unknown,unknown,本·阿弗莱克,裴淳华,尼尔·帕特里克·哈里斯,剧情,悬疑,惊悚,犯罪,美国,unknown,unknown,unknown,unknown,unknown,2014,"['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['致命ID', 'https://movie.douban.com/subject/1297192/?from=subject-page']","['七宗罪', 'https://movie.douban.com/subject/1292223/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['恐怖游轮', 'https://movie.douban.com/subject/3011051/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']","['沉默的羔羊', 'https://movie.douban.com/subject/1293544/?from=subject-page']","['利刃出鞘', 'https://movie.douban.com/subject/30318116/?from=subject-page']"
https://movie.douban.com/subject/25917973/,心迷宫,忻钰,unknown,unknown,霍卫民,王笑天,罗芸,剧情,悬疑,犯罪,unknown,中国大陆,unknown,unknown,unknown,unknown,unknown,2014,"['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['暴裂无声', 'https://movie.douban.com/subject/26647117/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['利刃出鞘', 'https://movie.douban.com/subject/30318116/?from=subject-page']","['恐怖直播', 'https://movie.douban.com/subject/21360417/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['追随', 'https://movie.douban.com/subject/1397546/?from=subject-page']","['网络谜踪', 'https://movie.douban.com/subject/27615441/?from=subject-page']"
