link,title,director0,director1,director2,attr0,attr1,attr2,genre0,genre1,genre2,genre3,region0,region1,region2,lang0,lang1,lang2,ReleaseDate,rd0,rd1,rd2,rd3,rd4,rd5,rd6,rd7,rd8,rd9
https://movie.douban.com/subject/1302100/,尼罗河上的惨案 Death on the Nile,约翰·吉勒,unknown,unknown,彼得·乌斯蒂诺夫,简·伯金,洛伊丝·奇利斯,剧情,悬疑,犯罪,unknown,英国,unknown,unknown,unknown,unknown,unknown,1978,"['阳光下的罪恶', 'https://movie.douban.com/subject/1300266/?from=subject-page']","['东方快车谋杀案', 'https://movie.douban.com/subject/1292699/?from=subject-page']","['尼罗河上的惨案', 'https://movie.douban.com/subject/1427034/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['电话谋杀案', 'https://movie.douban.com/subject/1301231/?from=subject-page']","['啤酒谋杀案', 'https://movie.douban.com/subject/1427038/?from=subject-page']","['后窗', 'https://movie.douban.com/subject/1299080/?from=subject-page']","['爱德华大夫', 'https://movie.douban.com/subject/1293973/?from=subject-page']","['西北偏北', 'https://movie.douban.com/subject/1295872/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']"
https://movie.douban.com/subject/1292699/,东方快车谋杀案 Murder on the Orient Express,西德尼·吕美,unknown,unknown,阿尔伯特·芬尼,劳伦·白考尔,马丁·鲍尔萨姆,剧情,悬疑,犯罪,unknown,英国,unknown,unknown,unknown,unknown,unknown,1974,"['尼罗河上的惨案', 'https://movie.douban.com/subject/1302100/?from=subject-page']","['阳光下的罪恶', 'https://movie.douban.com/subject/1300266/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['电话谋杀案', 'https://movie.douban.com/subject/1301231/?from=subject-page']","['后窗', 'https://movie.douban.com/subject/1299080/?from=subject-page']","['西北偏北', 'https://movie.douban.com/subject/1295872/?from=subject-page']","['东方快车谋杀案', 'https://movie.douban.com/subject/4179012/?from=subject-page']","['爱德华大夫', 'https://movie.douban.com/subject/1293973/?from=subject-page']","['啤酒谋杀案', 'https://movie.douban.com/subject/1427038/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']"
https://movie.douban.com/subject/26952704/,巴斯特·斯克鲁格斯的歌谣 The Ballad of Buster Scruggs,伊桑·科,unknown,unknown,哈利·米尔林,佐伊·卡赞,连姆·尼森,剧情,喜剧,爱情,悬疑,美国,unknown,unknown,unknown,unknown,unknown,2018,"['大佛普拉斯', 'https://movie.douban.com/subject/27059130/?from=subject-page']","['荒蛮故事', 'https://movie.douban.com/subject/24750126/?from=subject-page']","['同学麦娜丝', 'https://movie.douban.com/subject/34902639/?from=subject-page']","['两杆大烟枪', 'https://movie.douban.com/subject/1293350/?from=subject-page']","['谋杀绿脚趾', 'https://movie.douban.com/subject/1300044/?from=subject-page']","['杰出公民', 'https://movie.douban.com/subject/26844922/?from=subject-page']","['八恶人', 'https://movie.douban.com/subject/25787888/?from=subject-page']","['偷拐抢骗', 'https://movie.douban.com/subject/1301171/?from=subject-page']","['方形', 'https://movie.douban.com/subject/26610229/?from=subject-page']","['绅士们', 'https://movie.douban.com/subject/30211998/?from=subject-page']"
https://movie.douban.com/subject/1292217/,穆赫兰道 Mulholland Dr.,大卫·林,unknown,unknown,娜奥米·沃茨,劳拉·哈灵,安·米勒,剧情,悬疑,惊悚,unknown,法国,美国,unknown,unknown,unknown,unknown,2001,"['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']","['恐怖游轮', 'https://movie.douban.com/subject/3011051/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['追随', 'https://movie.douban.com/subject/1397546/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['惊魂记', 'https://movie.douban.com/subject/1293181/?from=subject-page']","['蝴蝶效应', 'https://movie.douban.com/subject/1292343/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']"
https://movie.douban.com/subject/1293434/,王牌对王牌 The Negotiator,F·加里·格,unknown,unknown,塞缪尔·杰克逊,凯文·史派西,大卫·摩斯,剧情,动作,悬疑,惊悚,美国,德国,unknown,unknown,unknown,unknown,1998,"['洛城机密', 'https://movie.douban.com/subject/1292348/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['火柴人', 'https://movie.douban.com/subject/1307542/?from=subject-page']","['一级恐惧', 'https://movie.douban.com/subject/1296217/?from=subject-page']","['大卫·戈尔的一生', 'https://movie.douban.com/subject/1305725/?from=subject-page']","['局内人', 'https://movie.douban.com/subject/1441801/?from=subject-page']","['守法公民', 'https://movie.douban.com/subject/3009161/?from=subject-page']","['十一罗汉', 'https://movie.douban.com/subject/1301578/?from=subject-page']","['空中监狱', 'https://movie.douban.com/subject/1300618/?from=subject-page']","['追随', 'https://movie.douban.com/subject/1397546/?from=subject-page']"
https://movie.douban.com/subject/2369845/,嫌疑人X的献身 容疑者Xの献身,西谷,unknown,unknown,福山雅治,柴崎幸,堤真一,剧情,悬疑,犯罪,unknown,日本,unknown,unknown,unknown,unknown,unknown,2008,"['盛夏的方程式', 'https://movie.douban.com/subject/19961072/?from=subject-page']","['如月疑云', 'https://movie.douban.com/subject/2361826/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['神探伽利略XX 内海薰最后的案...', 'https://movie.douban.com/subject/24719853/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['金色梦乡', 'https://movie.douban.com/subject/3660428/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']"
https://movie.douban.com/subject/1292230/,刺杀肯尼迪 JFK,奥利佛·斯,unknown,unknown,凯文·科斯特纳,茜茜·斯派塞克,汤米·李·琼斯,剧情,悬疑,惊悚,传记,美国,法国,unknown,unknown,unknown,unknown,1991,"['芝加哥七君子审判', 'https://movie.douban.com/subject/2609258/?from=subject-page']","['华盛顿邮报', 'https://movie.douban.com/subject/26990609/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['追随', 'https://movie.douban.com/subject/1397546/?from=subject-page']","['唐人街', 'https://movie.douban.com/subject/1293889/?from=subject-page']","['西北偏北', 'https://movie.douban.com/subject/1295872/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['间谍之桥', 'https://movie.douban.com/subject/25908051/?from=subject-page']","['洛城机密', 'https://movie.douban.com/subject/1292348/?from=subject-page']","['慕尼黑', 'https://movie.douban.com/subject/1438338/?from=subject-page']"
https://movie.douban.com/subject/4935242/,焦土之城 Incendies,丹尼斯·维伦纽,unknown,unknown,卢巴纳·阿兹巴尔,梅丽莎·德索蒙斯-波林,马克西姆·高德特,剧情,悬疑,战争,unknown,加拿大,法国,unknown,unknown,unknown,unknown,2010,"['1917', 'https://movie.douban.com/subject/30252495/?from=subject-page']","['全金属外壳', 'https://movie.douban.com/subject/1300055/?from=subject-page']","['光荣之路', 'https://movie.douban.com/subject/1292969/?from=subject-page']","['波斯语课', 'https://movie.douban.com/subject/30466931/?from=subject-page']","['从海底出击', 'https://movie.douban.com/subject/1293909/?from=subject-page']","['西线无战事', 'https://movie.douban.com/subject/3042261/?from=subject-page']","['黑皮书', 'https://movie.douban.com/subject/1858802/?from=subject-page']","['暴雨将至', 'https://movie.douban.com/subject/1303036/?from=subject-page']","['地下', 'https://movie.douban.com/subject/1292206/?from=subject-page']","['无主之地', 'https://movie.douban.com/subject/1306303/?from=subject-page']"
https://movie.douban.com/subject/7059671/,最佳出价 La migliore offerta,朱塞佩·托纳多,unknown,unknown,杰弗里·拉什,吉姆·斯特吉斯,西尔维娅·侯克斯,剧情,爱情,悬疑,unknown,意大利,unknown,unknown,unknown,unknown,unknown,2013,"['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['利刃出鞘', 'https://movie.douban.com/subject/30318116/?from=subject-page']","['大卫·戈尔的一生', 'https://movie.douban.com/subject/1305725/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['追随', 'https://movie.douban.com/subject/1397546/?from=subject-page']","['消失的爱人', 'https://movie.douban.com/subject/21318488/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']","['网络谜踪', 'https://movie.douban.com/subject/27615441/?from=subject-page']"
https://movie.douban.com/subject/1292450/,暗花,游达,unknown,unknown,刘青云,梁朝伟,邵美琪,剧情,动作,悬疑,犯罪,中国香港,unknown,unknown,unknown,unknown,unknown,1998,"['黑社会', 'https://movie.douban.com/subject/1309220/?from=subject-page']","['枪火', 'https://movie.douban.com/subject/1300741/?from=subject-page']","['放·逐', 'https://movie.douban.com/subject/1790577/?from=subject-page']","['黑金', 'https://movie.douban.com/subject/1292962/?from=subject-page']","['一个字头的诞生', 'https://movie.douban.com/subject/1307372/?from=subject-page']","['跛豪', 'https://movie.douban.com/subject/1296272/?from=subject-page']","['机动部队', 'https://movie.douban.com/subject/1302434/?from=subject-page']","['真心英雄', 'https://movie.douban.com/subject/1293202/?from=subject-page']","['神探', 'https://movie.douban.com/subject/2027938/?from=subject-page']","['喋血街头', 'https://movie.douban.com/subject/1295344/?from=subject-page']"
https://movie.douban.com/subject/2028666/,换子疑云 Changeling,克林特·伊斯特伍,unknown,unknown,安吉丽娜·朱莉,盖特林·格里菲斯,米歇尔·冈,剧情,悬疑,惊悚,unknown,美国,unknown,unknown,unknown,unknown,unknown,2008,"['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['大卫·戈尔的一生', 'https://movie.douban.com/subject/1305725/?from=subject-page']","['一级恐惧', 'https://movie.douban.com/subject/1296217/?from=subject-page']","['追随', 'https://movie.douban.com/subject/1397546/?from=subject-page']","['穆赫兰道', 'https://movie.douban.com/subject/1292217/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['龙纹身的女孩', 'https://movie.douban.com/subject/4206357/?from=subject-page']","['洛城机密', 'https://movie.douban.com/subject/1292348/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']"
https://movie.douban.com/subject/1297991/,杀死一只知更鸟 To Kill a Mockingbird,罗伯特·马利,unknown,unknown,格利高里·派克,约翰·梅根纳,弗兰克·奥弗顿,剧情,悬疑,犯罪,unknown,美国,unknown,unknown,unknown,unknown,unknown,1962,"['西北偏北', 'https://movie.douban.com/subject/1295872/?from=subject-page']","['电话谋杀案', 'https://movie.douban.com/subject/1301231/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['双重赔偿', 'https://movie.douban.com/subject/1293226/?from=subject-page']","['唐人街', 'https://movie.douban.com/subject/1293889/?from=subject-page']","['后窗', 'https://movie.douban.com/subject/1299080/?from=subject-page']","['尼罗河上的惨案', 'https://movie.douban.com/subject/1302100/?from=subject-page']","['东方快车谋杀案', 'https://movie.douban.com/subject/1292699/?from=subject-page']","['爱德华大夫', 'https://movie.douban.com/subject/1293973/?from=subject-page']","['M就是凶手', 'https://movie.douban.com/subject/1293381/?from=subject-page']"
https://movie.douban.com/subject/1298909/,魔鬼代言人 The Devil's Advocate,泰勒·海克福,unknown,unknown,基努·里维斯,阿尔·帕西诺,查理兹·塞隆,剧情,悬疑,惊悚,unknown,美国,德国,unknown,unknown,unknown,unknown,1997,"['闪灵', 'https://movie.douban.com/subject/1292225/?from=subject-page']","['小岛惊魂', 'https://movie.douban.com/subject/1301459/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['一级恐惧', 'https://movie.douban.com/subject/1296217/?from=subject-page']","['惊魂记', 'https://movie.douban.com/subject/1293181/?from=subject-page']","['致命ID', 'https://movie.douban.com/subject/1297192/?from=subject-page']","['第六感', 'https://movie.douban.com/subject/1297630/?from=subject-page']","['沉默的羔羊', 'https://movie.douban.com/subject/1293544/?from=subject-page']","['康斯坦丁', 'https://movie.douban.com/subject/1309021/?from=subject-page']"
https://movie.douban.com/subject/24719063/,烈日灼心,曹保,unknown,unknown,邓超,段奕宏,郭涛,剧情,悬疑,犯罪,unknown,中国大陆,unknown,unknown,unknown,unknown,unknown,2015,"['误杀', 'https://movie.douban.com/subject/30176393/?from=subject-page']","['追凶者也', 'https://movie.douban.com/subject/26284621/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['猫鼠游戏', 'https://movie.douban.com/subject/1305487/?from=subject-page']","['全民目击', 'https://movie.douban.com/subject/11510624/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']","['解救吾先生', 'https://movie.douban.com/subject/25798448/?from=subject-page']","['无双', 'https://movie.douban.com/subject/26425063/?from=subject-page']","['催眠大师', 'https://movie.douban.com/subject/24743711/?from=subject-page']","['心迷宫', 'https://movie.douban.com/subject/25917973/?from=subject-page']"
https://movie.douban.com/subject/1298759/,狗镇 Dogville,拉斯·冯·提,unknown,unknown,妮可·基德曼,哈里特·安德森,劳伦·白考尔,剧情,悬疑,惊悚,unknown,丹麦,瑞典,挪威,unknown,unknown,unknown,2003,"['穆赫兰道', 'https://movie.douban.com/subject/1292217/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['追随', 'https://movie.douban.com/subject/1397546/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['后窗', 'https://movie.douban.com/subject/1299080/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['致命魔术', 'https://movie.douban.com/subject/1780330/?from=subject-page']","['惊魂记', 'https://movie.douban.com/subject/1293181/?from=subject-page']","['大卫·戈尔的一生', 'https://movie.douban.com/subject/1305725/?from=subject-page']"
https://movie.douban.com/subject/1294183/,黑洞频率 Frequency,格里高利·霍布里,unknown,unknown,丹尼斯·奎德,吉姆·卡维泽,肖恩·多伊尔,科幻,悬疑,犯罪,unknown,美国,unknown,unknown,unknown,unknown,unknown,2000,"['超时空接触', 'https://movie.douban.com/subject/1295647/?from=subject-page']","['异次元骇客', 'https://movie.douban.com/subject/1300282/?from=subject-page']","['十二猴子', 'https://movie.douban.com/subject/1298744/?from=subject-page']","['K星异客', 'https://movie.douban.com/subject/1306607/?from=subject-page']","['这个男人来自地球', 'https://movie.douban.com/subject/2300586/?from=subject-page']","['月球', 'https://movie.douban.com/subject/3073124/?from=subject-page']","['源代码', 'https://movie.douban.com/subject/3075287/?from=subject-page']","['时空线索', 'https://movie.douban.com/subject/1789283/?from=subject-page']","['前目的地', 'https://movie.douban.com/subject/20278505/?from=subject-page']","['回到未来', 'https://movie.douban.com/subject/1300555/?from=subject-page']"
https://movie.douban.com/subject/1292547/,卡里加里博士的小屋 Das Cabinet des Dr. Caligari,罗伯特·维,unknown,unknown,维尔纳·克劳斯,康拉德·韦特,弗里德里希·费赫尔,悬疑,恐怖,犯罪,unknown,德国,unknown,unknown,unknown,unknown,unknown,1920,"['诺斯费拉图', 'https://movie.douban.com/subject/1296791/?from=subject-page']","['罗斯玛丽的婴儿', 'https://movie.douban.com/subject/1293852/?from=subject-page']","['怪谈', 'https://movie.douban.com/subject/1303083/?from=subject-page']","['闪灵', 'https://movie.douban.com/subject/1292225/?from=subject-page']","['怪房客', 'https://movie.douban.com/subject/1297399/?from=subject-page']","['惊魂记', 'https://movie.douban.com/subject/1293181/?from=subject-page']","['群鸟', 'https://movie.douban.com/subject/1310175/?from=subject-page']","['着魔', 'https://movie.douban.com/subject/1297203/?from=subject-page']","['橡皮头', 'https://movie.douban.com/subject/1293925/?from=subject-page']","['迷魂记', 'https://movie.douban.com/subject/1297294/?from=subject-page']"
https://movie.douban.com/subject/1308865/,老男孩 올드보이,朴赞,unknown,unknown,崔岷植,刘智泰,姜惠贞,剧情,动作,悬疑,惊悚,韩国,unknown,unknown,unknown,unknown,unknown,2003,"['黄海', 'https://movie.douban.com/subject/3743114/?from=subject-page']","['我要复仇', 'https://movie.douban.com/subject/1304026/?from=subject-page']","['搏击俱乐部', 'https://movie.douban.com/subject/1292000/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']","['亲切的金子', 'https://movie.douban.com/subject/1412579/?from=subject-page']","['追击者', 'https://movie.douban.com/subject/3006309/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['穆赫兰道', 'https://movie.douban.com/subject/1292217/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']"
https://movie.douban.com/subject/1295647/,超时空接触 Contact,罗伯特·泽米吉,unknown,unknown,吉娜·马隆,大卫·摩斯,朱迪·福斯特,剧情,科幻,悬疑,惊悚,美国,unknown,unknown,unknown,unknown,unknown,1997,"['这个男人来自地球', 'https://movie.douban.com/subject/2300586/?from=subject-page']","['K星异客', 'https://movie.douban.com/subject/1306607/?from=subject-page']","['异次元骇客', 'https://movie.douban.com/subject/1300282/?from=subject-page']","['火星任务', 'https://movie.douban.com/subject/1303447/?from=subject-page']","['深渊', 'https://movie.douban.com/subject/1299560/?from=subject-page']","['2001太空漫游', 'https://movie.douban.com/subject/1292226/?from=subject-page']","['十二猴子', 'https://movie.douban.com/subject/1298744/?from=subject-page']","['回到未来', 'https://movie.douban.com/subject/1300555/?from=subject-page']","['月球', 'https://movie.douban.com/subject/3073124/?from=subject-page']","['第九区', 'https://movie.douban.com/subject/3006772/?from=subject-page']"
https://movie.douban.com/subject/1300282/,异次元骇客 The Thirteenth Floor,约瑟夫·鲁斯纳,unknown,unknown,克雷格·比尔克,阿明·缪勒-斯塔尔,格瑞辰·摩尔,科幻,悬疑,惊悚,unknown,美国,德国,unknown,unknown,unknown,unknown,1999,"['超时空接触', 'https://movie.douban.com/subject/1295647/?from=subject-page']","['十二猴子', 'https://movie.douban.com/subject/1298744/?from=subject-page']","['K星异客', 'https://movie.douban.com/subject/1306607/?from=subject-page']","['移魂都市', 'https://movie.douban.com/subject/1292332/?from=subject-page']","['这个男人来自地球', 'https://movie.douban.com/subject/2300586/?from=subject-page']","['黑洞频率', 'https://movie.douban.com/subject/1294183/?from=subject-page']","['月球', 'https://movie.douban.com/subject/3073124/?from=subject-page']","['前目的地', 'https://movie.douban.com/subject/20278505/?from=subject-page']","['千钧一发', 'https://movie.douban.com/subject/1300117/?from=subject-page']","['少数派报告', 'https://movie.douban.com/subject/1297689/?from=subject-page']"
https://movie.douban.com/subject/1292049/,蓝白红三部曲之白 Trois couleurs: Blanc,克日什托夫·基耶斯洛夫斯,unknown,unknown,泽比纽·扎马洲斯基,朱莉·德尔佩,扬努斯·加约斯,剧情,喜剧,爱情,悬疑,法国,波兰,瑞士,unknown,unknown,unknown,1994,"['蓝白红三部曲之蓝', 'https://movie.douban.com/subject/1292048/?from=subject-page']","['两生花', 'https://movie.douban.com/subject/1291877/?from=subject-page']","['新桥恋人', 'https://movie.douban.com/subject/1291559/?from=subject-page']","['乡愁', 'https://movie.douban.com/subject/1291556/?from=subject-page']","['永恒和一日', 'https://movie.douban.com/subject/1293455/?from=subject-page']","['对她说', 'https://movie.douban.com/subject/1292211/?from=subject-page']","['祖与占', 'https://movie.douban.com/subject/1292338/?from=subject-page']","['春天的故事', 'https://movie.douban.com/subject/1293632/?from=subject-page']","['秋天的故事', 'https://movie.douban.com/subject/1294140/?from=subject-page']","['花样年华', 'https://movie.douban.com/subject/1291557/?from=subject-page']"
https://movie.douban.com/subject/1309045/,电锯惊魂2 Saw II,达伦·林恩·鲍斯,unknown,unknown,托宾·贝尔,肖妮·史密斯,唐尼·沃尔伯格,悬疑,惊悚,恐怖,unknown,美国,加拿大,unknown,unknown,unknown,unknown,2005,"['电锯惊魂3', 'https://movie.douban.com/subject/1474189/?from=subject-page']","['死神来了', 'https://movie.douban.com/subject/1300300/?from=subject-page']","['死寂', 'https://movie.douban.com/subject/1895120/?from=subject-page']","['寂静岭', 'https://movie.douban.com/subject/1466007/?from=subject-page']","['招魂', 'https://movie.douban.com/subject/3804629/?from=subject-page']","['闪灵', 'https://movie.douban.com/subject/1292225/?from=subject-page']","['万能钥匙', 'https://movie.douban.com/subject/1418752/?from=subject-page']","['潜伏', 'https://movie.douban.com/subject/4817901/?from=subject-page']","['孤儿怨', 'https://movie.douban.com/subject/3011308/?from=subject-page']","['恐怖游轮', 'https://movie.douban.com/subject/3011051/?from=subject-page']"
https://movie.douban.com/subject/1295656/,潜行者 Сталкер,安德烈·塔可夫斯,unknown,unknown,亚历山大·凯伊达诺夫斯基,阿丽萨·弗雷因德利赫,安纳托利·索洛尼岑,剧情,科幻,悬疑,unknown,苏联,unknown,unknown,unknown,unknown,unknown,1979,"['飞向太空', 'https://movie.douban.com/subject/1300977/?from=subject-page']","['大都会', 'https://movie.douban.com/subject/1298107/?from=subject-page']","['阿尔法城', 'https://movie.douban.com/subject/1316524/?from=subject-page']","['2001太空漫游', 'https://movie.douban.com/subject/1292226/?from=subject-page']","['乡愁', 'https://movie.douban.com/subject/1291556/?from=subject-page']","['银色星球', 'https://movie.douban.com/subject/1757937/?from=subject-page']","['直到世界尽头', 'https://movie.douban.com/subject/1295897/?from=subject-page']","['错位', 'https://movie.douban.com/subject/1299687/?from=subject-page']","['银翼杀手', 'https://movie.douban.com/subject/1291839/?from=subject-page']","['妙想天开', 'https://movie.douban.com/subject/1293823/?from=subject-page']"
https://movie.douban.com/subject/30334073/,调音师 Andhadhun,斯里兰姆·拉格,unknown,unknown,阿尤斯曼·库拉纳,塔布,拉迪卡·艾普特,喜剧,悬疑,惊悚,犯罪,印度,unknown,unknown,unknown,unknown,unknown,2018,"['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['利刃出鞘', 'https://movie.douban.com/subject/30318116/?from=subject-page']","['误杀', 'https://movie.douban.com/subject/30176393/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['网络谜踪', 'https://movie.douban.com/subject/27615441/?from=subject-page']","['禁闭岛', 'https://movie.douban.com/subject/2334904/?from=subject-page']","['无双', 'https://movie.douban.com/subject/26425063/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['心迷宫', 'https://movie.douban.com/subject/25917973/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']"
https://movie.douban.com/subject/26647117/,暴裂无声,忻钰,unknown,unknown,宋洋,姜武,袁文康,剧情,悬疑,犯罪,unknown,中国大陆,unknown,unknown,unknown,unknown,unknown,2017,"['心迷宫', 'https://movie.douban.com/subject/25917973/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']","['利刃出鞘', 'https://movie.douban.com/subject/30318116/?from=subject-page']","['网络谜踪', 'https://movie.douban.com/subject/27615441/?from=subject-page']","['追凶者也', 'https://movie.douban.com/subject/26284621/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['烈日灼心', 'https://movie.douban.com/subject/24719063/?from=subject-page']","['猫鼠游戏', 'https://movie.douban.com/subject/1305487/?from=subject-page']","['无双', 'https://movie.douban.com/subject/26425063/?from=subject-page']"
https://movie.douban.com/subject/27024903/,天才枪手 ฉลาดเกมส์โกง,纳塔吾·彭皮里,unknown,unknown,茱蒂蒙·琼查容苏因,查侬·散顶腾古,依莎亚·贺苏汪,剧情,悬疑,犯罪,unknown,泰国,unknown,unknown,unknown,unknown,unknown,2017,"['猫鼠游戏', 'https://movie.douban.com/subject/1305487/?from=subject-page']","['误杀', 'https://movie.douban.com/subject/30176393/?from=subject-page']","['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['湄公河行动', 'https://movie.douban.com/subject/25815034/?from=subject-page']","['无双', 'https://movie.douban.com/subject/26425063/?from=subject-page']","['恐怖直播', 'https://movie.douban.com/subject/21360417/?from=subject-page']","['杀人回忆', 'https://movie.douban.com/subject/1300299/?from=subject-page']","['烈日灼心', 'https://movie.douban.com/subject/24719063/?from=subject-page']","['暴裂无声', 'https://movie.douban.com/subject/26647117/?from=subject-page']","['网络谜踪', 'https://movie.douban.com/subject/27615441/?from=subject-page']"
https://movie.douban.com/subject/3011308/,孤儿怨 Orphan,佐米·希尔,unknown,unknown,维拉·法米加,彼得·萨斯加德,伊莎贝拉·弗尔曼,悬疑,惊悚,恐怖,unknown,美国,加拿大,德国,unknown,unknown,unknown,2009,"['死寂', 'https://movie.douban.com/subject/1895120/?from=subject-page']","['招魂', 'https://movie.douban.com/subject/3804629/?from=subject-page']","['闪灵', 'https://movie.douban.com/subject/1292225/?from=subject-page']","['万能钥匙', 'https://movie.douban.com/subject/1418752/?from=subject-page']","['小岛惊魂', 'https://movie.douban.com/subject/1301459/?from=subject-page']","['寂静岭', 'https://movie.douban.com/subject/1466007/?from=subject-page']","['恐怖游轮', 'https://movie.douban.com/subject/3011051/?from=subject-page']","['死神来了', 'https://movie.douban.com/subject/1300300/?from=subject-page']","['潜伏', 'https://movie.douban.com/subject/4817901/?from=subject-page']","['鬼影', 'https://movie.douban.com/subject/1773217/?from=subject-page']"
https://movie.douban.com/subject/25955491/,罪恶之家 An Inspector Calls,艾斯林·沃,unknown,unknown,大卫·休里斯,米兰达·理查森,苏菲·兰朵,剧情,悬疑,unknown,unknown,英国,unknown,unknown,unknown,unknown,unknown,2015,"['看不见的客人', 'https://movie.douban.com/subject/26580232/?from=subject-page']","['追随', 'https://movie.douban.com/subject/1397546/?from=subject-page']","['非常嫌疑犯', 'https://movie.douban.com/subject/1292214/?from=subject-page']","['大卫·戈尔的一生', 'https://movie.douban.com/subject/1305725/?from=subject-page']","['控方证人', 'https://movie.douban.com/subject/1296141/?from=subject-page']","['记忆碎片', 'https://movie.douban.com/subject/1304447/?from=subject-page']","['利刃出鞘', 'https://movie.douban.com/subject/30318116/?from=subject-page']","['网络谜踪', 'https://movie.douban.com/subject/27615441/?from=subject-page']","['一级恐惧', 'https://movie.douban.com/subject/1296217/?from=subject-page']","['我是谁：没有绝对安全的系统', 'https://movie.douban.com/subject/25932086/?from=subject-page']"
