何以为家 كفرناحوم,海边的曼彻斯特,我是山姆,,,,,,,
猫鼠游戏 Catch Me If You Can,华尔街之狼,血钻,小丑,蝙蝠侠：黑暗骑士,,,,,
恋恋笔记本,,,,,,,,,
恋恋笔记本,,,,,,,,,
指环王1：护戒使者 The Lord of the Rings: The Fellowship of the Ring,指环王2：双塔奇兵,少年派的奇幻漂流,大鱼,角斗士,,,,,
美丽心灵 A Beautiful Mind,社交网络,飞行家,达拉斯买家俱乐部,,,,,,
1917,,,,,,,,,
爱乐之城,恋恋笔记本,,,,,,,,
布达佩斯大饭店,被解救的姜戈,,,,,,,,
布达佩斯大饭店,被解救的姜戈,,,,,,,,
布达佩斯大饭店,,,,,,,,,
布达佩斯大饭店,,,,,,,,,
当幸福来敲门,奇迹男孩,,,,,,,,
记忆碎片,禁闭岛,大卫·戈尔的一生,蝴蝶效应,,,,,,
断背山,,,,,,,,,
本杰明·巴顿奇事 The Curious Case of Benjamin Button,恋恋笔记本,爱乐之城,,,,,,,
记忆碎片,禁闭岛,,,,,,,,
海边的曼彻斯特,,,,,,,,,
猫鼠游戏,血钻,,,,,,,,
忠犬八公的故事,一条狗的使命,南极大冒险,多哥,,,,,,
断背山,,,,,,,,,
超脱 Detachment,布达佩斯大饭店,海边的曼彻斯特,,,,,,,
极速车王,达拉斯买家俱乐部,美丽心灵,,,,,,,
绿皮书 Green Book,,,,,,,,,
布达佩斯大饭店,,,,,,,,,
布达佩斯大饭店,,,,,,,,,
猫鼠游戏,爱尔兰人,,,,,,,,
恋恋笔记本,爱乐之城,,,,,,,,
我是山姆 I Am Sam,海边的曼彻斯特,大鱼,当幸福来敲门,,,,,,
西西里的美丽传说 Malèna,恋恋笔记本,,,,,,,,
禁闭岛 Shutter Island,记忆碎片,致命ID,蝴蝶效应,,,,,,
蝴蝶效应 The Butterfly Effect,禁闭岛,盗梦空间,记忆碎片,,,,,,
布达佩斯大饭店 The Grand Budapest Hotel,,,,,,,,,
致命ID,禁闭岛,记忆碎片,,,,,,,
致命魔术 The Prestige,记忆碎片,禁闭岛,盗梦空间,蝴蝶效应,致命ID,利刃出鞘,,,
被解救的姜戈,八恶人,,,,,,,,
猫鼠游戏,,,,,,,,,
断背山,,,,,,,,,
荒岛余生,当幸福来敲门,百万美元宝贝,,,,,,,
记忆碎片,禁闭岛,致命ID,猫鼠游戏,,,,,,
海边的曼彻斯特,,,,,,,,,
角斗士,指环王3：王者无敌,,,,,,,,
禁闭岛,致命ID,记忆碎片,小岛惊魂,万能钥匙,蝴蝶效应,,,,
