,title,director0,attr0,attr1,attr2,genre0,genre1,genre2,region0,lang0,ReleaseDate,rd0,rd1,rd2,rd3,rd4,rd5,rd6,rd7,rd8,rd9
92,黑皮书 Zwartboek,保罗·范霍,卡里斯·范·侯登,塞巴斯蒂安·科赫,汤姆·霍夫曼,剧情,惊悚,战争,荷兰,荷兰语,2006,兵临城下,伯纳德行动,从海底出击,1917,硫磺岛的来信,全金属外壳,拯救大兵瑞恩,黑鹰坠落,帝国的毁灭,钢琴家
93,碟中谍 Mission: Impossible,布莱恩·德·帕尔,汤姆·克鲁斯,强·沃特,艾曼纽·贝阿,动作,惊悚,冒险,美国,英语,1996,碟中谍3,谍影重重2,勇闯夺命岛,生死时速,007：大战皇家赌场,真实的谎言,飓风营救,速度与激情,空中监狱,变脸
94,黑社会2：以和为贵 黑社會以和為貴,杜琪,古天乐,任达华,张家辉,剧情,惊悚,犯罪,中国香港,国语,2006,黑社会,枪火,放·逐,黑金,暗花,跛豪,古惑仔之人在江湖,机动部队,五亿探长雷洛传1：雷老虎,江湖
95,我是谁：没有绝对安全的系统 Who Am I - Kein System ist sicher,巴伦·博·欧达,汤姆·希林,埃利亚斯·穆巴里克,沃坦·维尔克·默林,悬疑,惊悚,犯罪,德国,德语,2014,看不见的客人,非常嫌疑犯,记忆碎片,利刃出鞘,一级恐惧,禁闭岛,网络谜踪,致命ID,控方证人,神探
96,十二猴子 Twelve Monkeys,特瑞·吉列,布鲁斯·威利斯,玛德琳·斯托,布拉德·皮特,科幻,悬疑,惊悚,美国,英语,1995,这个男人来自地球,异次元骇客,超时空接触,K星异客,月球,源代码,第九区,2001太空漫游,少数派报告,黑客帝国
97,放·逐,杜琪,黄秋生,吴镇宇,张家辉,惊悚,犯罪,unknown,中国香港,国语,2006,枪火,黑社会,暗花,黑金,机动部队,江湖,跛豪,古惑仔之人在江湖,真心英雄,喋血街头
98,危情十日 Misery,罗伯·莱,詹姆斯·肯恩,凯西·贝茨,理查德·法恩斯沃斯,剧情,惊悚,犯罪,美国,英语,1990,罗斯玛丽的婴儿,闪灵,小岛惊魂,惊魂记,万能钥匙,无声言证,幻影凶间,魔女嘉莉,孤儿怨,恐怖游轮
99,孤胆特工 아저씨,李桢,元斌,金赛纶,坦纳永·王特拉库,剧情,动作,惊悚,韩国,韩语,2010,飓风营救,夺宝联盟,速度与激情5,柏林,碟中谍4,嫌疑人,绝密跟踪,黄海,谍影重重3,老手
100,终结者 The Terminator,詹姆斯·卡梅,阿诺·施瓦辛格,迈克尔·比恩,琳达·汉密尔顿,动作,科幻,惊悚,美国,英语,1984,终结者2：审判日,黑客帝国2：重装上阵,我，机器人,变形金刚,第五元素,侏罗纪公园,我是传奇,X战警,独立日,蜘蛛侠
101,西北偏北 North by Northwest,阿尔弗雷德·希区柯,加里·格兰特,爱娃·玛丽·森特,詹姆斯·梅森,悬疑,惊悚,冒险,美国,英语,1959,爱德华大夫,后窗,电话谋杀案,贵妇失踪记,迷魂记,三十九级台阶,深闺疑云,夺魂索,火车怪客,擒凶记
102,母亲 마더,奉俊,金惠子,元斌,晋久,剧情,悬疑,惊悚,韩国,韩语,2009,杀人回忆,追击者,蒙太奇,那家伙的声音,特工,神探,黄海,恐怖直播,燃烧,追随
103,空中监狱 Con Air,西蒙·韦斯,尼古拉斯·凯奇,约翰·库萨克,约翰·马尔科维奇,剧情,动作,惊悚,美国,英语,1997,勇闯夺命岛,生死时速,变脸,空军一号,真实的谎言,极速60秒,国家公敌,虎胆龙威4,飓风营救,断箭
104,碟中谍6：全面瓦解 Mission: Impossible - Fallout,克里斯托弗·麦奎,汤姆·克鲁斯,亨利·卡维尔,文·瑞姆斯,动作,惊悚,冒险,美国,英语,2018,碟中谍5：神秘国度,谍影重重3,速度与激情7,美国队长3,无双,王牌特工：特工学院,头号玩家,海王,复仇者联盟3：无限战争,钢铁侠
105,假面 Persona,英格玛·伯格,毕比·安德松,丽芙·乌曼,玛格丽塔·克罗克,剧情,惊悚,unknown,瑞典,瑞典语,1966,乡愁,永恒和一日,放大,红色沙漠,豺狼时刻,雾中风景,随心所欲,牺牲,呼喊与细语,甜蜜的生活
106,升级 Upgrade,雷·沃纳,罗根·马歇尔-格林,梅拉里·沃列何,哈里森·吉尔伯特森,动作,科幻,惊悚,美国,英语,2018,明日边缘,黑客帝国2：重装上阵,我，机器人,异次元骇客,机械姬,银翼杀手2049,前目的地,源代码,我是传奇,第九区
107,天才瑞普利 The Talented Mr. Ripley,安东尼·明格,马特·达蒙,格温妮斯·帕特洛,裘德·洛,剧情,惊悚,犯罪,美国,英语,1999,一级恐惧,非常嫌疑犯,洛城机密,火柴人,猫鼠游戏,大卫·戈尔的一生,追随,记忆碎片,王牌对王牌,龙纹身的女孩
108,椿三十郎,黑泽,三船敏郎,仲代达矢,小林桂树,剧情,喜剧,动作,日本,日语,1962,姿三四郎,大菩萨岭,用心棒,夺命剑,战国英豪,荒野大镖客,黄昏双镖客,侍,关山飞渡,日落黄沙
109,我是传奇 I Am Legend,弗朗西斯·劳伦,威尔·史密斯,艾莉丝·布拉加,查理·塔汉,剧情,动作,惊悚,美国,英语,2007,我，机器人,变形金刚,独立日,第九区,黑客帝国2：重装上阵,侏罗纪公园,终结者,后天,明日边缘,黑衣人
110,唐人街 Chinatown,罗曼·波兰斯,杰克·尼科尔森,费·唐纳薇,约翰·休斯顿,剧情,悬疑,惊悚,美国,英语,1974,双重赔偿,第三人,西北偏北,M就是凶手,放大,电话谋杀案,后窗,马耳他之鹰,迷魂记,洛城机密
111,铁雨 강철비,杨宇,郑雨盛,郭度沅,金甲洙,动作,惊悚,unknown,韩国,韩语,2017,军舰岛,高地战,黑鹰坠落,1917,孤独的幸存者,危机13小时,兵临城下,共同警备区,决战中途岛,灰猎犬号
112,蒙太奇 몽타주,郑根,金相庆,严正化,宋永彰,剧情,惊悚,犯罪,韩国,韩语,2013,追击者,杀人回忆,特工,不可饶恕,误杀,走到尽头,恐怖直播,目击者之追凶,黄海,看不见的客人
113,放大 Blow-Up,米开朗基罗·安东尼奥,瓦妮莎·雷德格雷夫,莎拉·米尔斯,戴维·海明斯,剧情,悬疑,惊悚,英国,英语,1966,鲸鱼马戏团,撒旦探戈,第三人,后窗,西北偏北,迷魂记,奇遇,唐人街,审判,乡村牧师日记
114,杀死比尔2 Kill Bill: Vol. 2,昆汀·塔伦蒂,乌玛·瑟曼,大卫·卡拉丁,刘家辉,动作,惊悚,犯罪,美国,英语,2004,杀死比尔,被解救的姜戈,罪恶之城,落水狗,八恶人,搏击俱乐部,疯狂的麦克斯4：狂暴之路,发条橙,谍影重重3,碟中谍
115,生死时速 Speed,扬·德·邦,基努·里维斯,桑德拉·布洛克,丹尼斯·霍珀,动作,惊悚,犯罪,美国,英语,1994,勇闯夺命岛,真实的谎言,空军一号,断箭,空中监狱,虎胆龙威,碟中谍,国家公敌,007之黄金眼,飓风营救
116,疤面煞星 Scarface,布莱恩·德·帕尔,阿尔·帕西诺,斯蒂文·鲍尔,米歇尔·菲佛,剧情,惊悚,犯罪,美国,英语,1983,情枭的黎明,忠奸人,好家伙,赌城风云,热天午后,落水狗,黑社会,教父3,盗火线,美国往事
117,潜伏2 Insidious: Chapter 2,温子,帕特里克·威尔森,罗丝·伯恩,泰·辛普金斯,惊悚,恐怖,unknown,美国,英语,2013,潜伏,招魂2,死寂,鬼影,寂静岭,幻影凶间,安娜贝尔2：诞生,无名女尸,闪灵,咒怨
118,国家公敌 Enemy of the State,托尼·斯科,威尔·史密斯,吉恩·哈克曼,强·沃特,剧情,动作,惊悚,美国,英语,1998,勇闯夺命岛,生死时速,空军一号,真实的谎言,空中监狱,虎胆龙威4,碟中谍,断箭,飓风营救,谍影重重3
119,气球 Ballon,米夏埃尔·赫尔比,弗莱德里奇·穆克,卡罗利妮·舒赫,大卫·克劳斯,剧情,惊悚,历史,德国,德语,2018,芝加哥七君子审判,1917,波斯语课,冒牌上尉,地雷区,沉默的教室,灰猎犬号,一袋弹子,最后的决斗,敦刻尔克
120,龙纹身的女孩 The Girl with the Dragon Tattoo,大卫·芬,丹尼尔·克雷格,鲁妮·玛拉,克里斯托弗·普卢默,剧情,悬疑,惊悚,美国,英语,2011,锅匠，裁缝，士兵，间谍,记忆碎片,十二宫,非常嫌疑犯,穆赫兰道,七宗罪,追随,一级恐惧,禁闭岛,大卫·戈尔的一生
121,罗拉快跑 Lola rennt,汤姆·提克,弗朗卡·波滕特,莫里兹·布雷多,赫伯特·克瑙普,动作,惊悚,犯罪,德国,德语,1998,重庆森林,花样年华,蓝白红三部曲之蓝,两小无猜,天使爱美丽,对她说,甜蜜蜜,两生花,碧海蓝天,英国病人
122,菲利普船长 Captain Phillips,保罗·格林格拉,汤姆·汉克斯,巴克德·阿巴蒂,巴哈德·阿布迪,剧情,惊悚,传记,美国,英语,2013,极速风流,猫鼠游戏,飞行家,华尔街之狼,恐袭波士顿,聚焦,间谍之桥,社交网络,精英部队2：大敌当前,老无所依
123,黑暗面 La cara oculta,安德烈斯·拜,基姆·古铁雷斯,克拉拉·拉戈,玛蒂娜·加西亚,剧情,悬疑,惊悚,哥伦比亚,西班牙语,2011,万能钥匙,恐怖游轮,小岛惊魂,禁闭岛,看不见的客人,女尸谜案,致命ID,记忆碎片,海市蜃楼,逃出绝命镇
124,未知死亡 Ghajini,A.R.目虏古多,阿米尔·汗,缇努·阿南德,阿辛,剧情,动作,爱情,印度,印地语,2008,为爱毁灭,罗马假日,未知死亡,幻影车神：魔盗激情,印度往事,谍影重重3,恋恋笔记本,泰坦尼克号,飓风营救,记忆碎片
125,警察故事,成,成龙,林青霞,张曼玉,喜剧,动作,惊悚,中国香港,国语,1985,警察故事续集,A计划,红番区,我是谁,醉拳2,快餐车,飞鹰计划,双龙会,城市猎人,龙兄虎弟
126,电锯惊魂3 Saw III,达伦·林恩·鲍斯,托宾·贝尔,肖妮·史密斯,安古斯·麦克菲登,悬疑,惊悚,恐怖,美国,英语,2006,电锯惊魂4,死神来了,死寂,寂静岭,招魂,潜伏,闪灵,万能钥匙,咒怨,孤儿怨
127,狗咬狗,郑保,陈冠希,李灿森,裴唯莹,剧情,动作,惊悚,中国香港,国语,2006,门徒,暗战,监狱风云,杀破狼,黄海,新警察故事,机动部队,毒战,黑社会2：以和为贵,放·逐
128,喋血街头 喋血街頭,吴宇,梁朝伟,张学友,李子雄,剧情,动作,惊悚,中国香港,国语,1990,喋血双雄,辣手神探,英雄本色2,枪火,黑金,黑社会,给爸爸的信,放·逐,和平饭店,监狱风云2：逃犯
129,南山的部长们 남산의 부장들,禹民,李秉宪,李星民,郭度沅,剧情,惊悚,历史,韩国,韩语,2020,芝加哥七君子审判,特工,华盛顿邮报,兹山鱼谱,教宗的承继,气球,末代皇帝,最后的决斗,间谍之桥,孟买酒店
130,门徒 門徒,尔冬,刘德华,吴彦祖,古天乐,剧情,惊悚,犯罪,中国香港,国语,2007,猫鼠游戏,窃听风云,毒战,神探,扫毒,暗战,黑社会,解救吾先生,无间道3：终极无间,新警察故事
131,异形2 Aliens,詹姆斯·卡梅,西格妮·韦弗,凯莉·赫恩,迈克尔·比恩,动作,科幻,惊悚,美国,英语,1986,异形,普罗米修斯,生化危机,终结者,侏罗纪公园2：失落的世界,死神来了,怪形,闪灵,寂静岭,黑客帝国2：重装上阵
132,虎胆龙威 Die Hard,约翰·麦克蒂尔,布鲁斯·威利斯,邦妮·比蒂丽娅,雷金纳德·维尔约翰逊,动作,惊悚,犯罪,美国,英语,1988,虎胆龙威2,生死时速,勇闯夺命岛,空军一号,真实的谎言,空中监狱,碟中谍,007之黄金眼,断箭,国家公敌
133,招魂 The Conjuring,温子,维拉·法米加,帕特里克·威尔森,莉莉·泰勒,悬疑,惊悚,恐怖,美国,英语,2013,招魂2,死寂,潜伏,闪灵,寂静岭,死神来了,鬼影,孤儿怨,小岛惊魂,咒怨
134,最终幻想7：圣子降临 ファイナルファンタジーⅦ アドベントチルドレン,野村哲,樱井孝宏,伊藤步,森久保祥太郎,动作,科幻,动画,日本,日语,2005,福音战士新剧场版：序,钢之炼金术师：香巴拉的征服者,空之境界 第一章 俯瞰风景,新世纪福音战士剧场版：死与新生,夏日大作战,苹果核战记,银魂剧场版：新译红樱篇,攻壳机动队,幽灵公主,风之谷
135,迷雾 The Mist,弗兰克·德拉邦,托马斯·简,马西娅·盖伊·哈登,劳瑞·侯登,科幻,惊悚,恐怖,美国,英语,2007,寂静岭,万能钥匙,死寂,死神来了,闪灵,小岛惊魂,恐怖游轮,招魂,幻影凶间,潜伏
136,双重赔偿 Double Indemnity,比利·怀尔,弗莱德·麦克莫瑞,芭芭拉·斯坦威克,爱德华·罗宾逊,剧情,悬疑,惊悚,美国,英语,1944,第三人,唐人街,电话谋杀案,M就是凶手,西北偏北,马耳他之鹰,日落大道,火车怪客,历劫佳人,后窗
137,星月童话 星月童話,李仁,张国荣,常盘贵子,星野有香,剧情,爱情,惊悚,中国香港,国语,1999,金枝玉叶,恋战冲绳,杀之恋,夜半歌声,左右情缘,偶然,风月,胭脂扣,红色恋人,日落巴黎
138,迫在眉梢 John Q,尼克·卡萨维,丹泽尔·华盛顿,罗伯特·杜瓦尔,安妮·海切,剧情,惊悚,犯罪,美国,英语,2002,天伦之旅,雨人,勇士,一次别离,训练日,国际市场,火柴人,我是山姆,岁月神偷,守法公民
139,局内人 내부자들,禹民,李秉宪,曹承佑,白润植,剧情,动作,惊悚,韩国,韩语,2015,黄海,特工,与犯罪的战争：坏家伙的全盛时代,新世界,老千,卑劣的街头,追击者,不当交易,王者,蒙太奇
140,康斯坦丁 Constantine,弗朗西斯·劳伦,基努·里维斯,蕾切尔·薇兹,希亚·拉博夫,动作,惊悚,奇幻,美国,英语,2005,范海辛,加勒比海盗2：聚魂棺,黑夜传说,木乃伊,霍比特人2：史矛革之战,潘神的迷宫,黑客帝国2：重装上阵,指环王1：护戒使者,生化危机,寂静岭
141,杀手 The Killing,斯坦利·库布里,斯特林·海登,柯琳·格蕾,文斯·爱德华兹,惊悚,犯罪,黑色电影,美国,英语,1956,杀手之吻,法外之徒,处女泉,天国与地狱,独行杀手,野良犬,热天午后,双重赔偿,恶汉甜梦,泥醉天使
142,大逃杀 バトル・ロワイアル,深作欣,藤原龙也,前田亚季,山本太郎,剧情,惊悚,unknown,日本,日语,2000,杀死比尔,发条橙,搏击俱乐部,罪恶之城,座头市,杀手阿一,电锯惊魂,天生杀人狂,末路狂花,出租车司机
143,大佬 Brother,北野,北野武,欧玛·艾普斯,真木藏人,剧情,惊悚,犯罪,日本,日语,2000,奏鸣曲,极恶非道,凶暴的男人,座头市,黑社会,疤面煞星,好家伙,枪火,花火,情枭的黎明
144,碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,克里斯托弗·麦奎,汤姆·克鲁斯,杰瑞米·雷纳,丽贝卡·弗格森,动作,惊悚,冒险,美国,英语,2015,碟中谍3,速度与激情6,谍影重重3,金蝉脱壳,王牌特工：特工学院,美国队长3,蚁人,钢铁侠3,X战警：天启,蝙蝠侠：侠影之谜
145,危情三日 The Next Three Days,保罗·哈吉,罗素·克劳,伊丽莎白·班克斯,泰·辛普金斯,剧情,动作,爱情,美国,英语,2010,守法公民,王牌对王牌,洛城机密,局内人,火柴人,非常嫌疑犯,囚徒,城中大盗,一级恐惧,大卫·戈尔的一生
146,大开眼戒 Eyes Wide Shut,斯坦利·库布里,汤姆·克鲁斯,妮可·基德曼,麦迪逊·埃金顿,剧情,悬疑,惊悚,英国,英语,1999,本能,白日美人,不羁夜,女性瘾者：第一部,苦月亮,洛丽塔,戏梦巴黎,性、谎言和录像带,放大,穆赫兰道
147,地心引力 Gravity,阿方索·卡,桑德拉·布洛克,乔治·克鲁尼,艾德·哈里斯,科幻,惊悚,灾难,英国,英语,2013,火星救援,明日边缘,我是传奇,星际迷航2：暗黑无界,第九区,环太平洋,X战警：逆转未来,侏罗纪公园,黑客帝国3：矩阵革命,后天
148,热血高校 クローズZERO,三池崇,小栗旬,矢部享佑,黑木美沙,动作,惊悚,unknown,日本,日语,2007,热血高校2,杀死比尔,暴力街区,疯狂的麦克斯4：狂暴之路,搏击俱乐部,被解救的姜戈,大逃杀,黄海,上帝之城,新警察故事
149,微不足道 Big Nothing,让-巴普蒂斯特·安德,大卫·休默,西蒙·佩吉,爱丽丝·伊芙,喜剧,惊悚,犯罪,英国,英语,2006,葬礼上的死亡,杀手没有假期,热血警探,七个神经病,偷拐抢骗,僵尸肖恩,捕蝇纸,两杆大烟枪,感谢你抽烟,买凶拍人
150,怒火救援 Man on Fire,托尼·斯科,丹泽尔·华盛顿,达科塔·范宁,拉达·米切尔,剧情,动作,惊悚,美国,英语,2004,飓风营救,伸冤人,勇闯夺命岛,空中监狱,国家公敌,虎胆龙威4,生死时速,偷天换日,玩命快递,谍影重重2
151,死神来了 Final Destination,黄毅,戴文·萨瓦,艾丽·拉特,科尔·史密斯,惊悚,恐怖,unknown,美国,英语,2000,死神来了2,死寂,寂静岭,招魂,咒怨,闪灵,电锯惊魂2,鬼影,万能钥匙,恐怖游轮
152,饥饿站台 El hoyo,加尔德·加兹特鲁·乌鲁蒂,伊万·马萨格,佐伦·伊格,安东尼亚·圣胡安,科幻,惊悚,unknown,西班牙,西班牙语,2019,隐形人,恐怖游轮,闪灵,招魂,电话,万能钥匙,逃出绝命镇,解除好友2：暗网,禁闭岛,致命ID
153,群鸟 The Birds,阿尔弗雷德·希区柯,罗德·泰勒,杰西卡·坦迪,苏珊娜·普莱舍特,悬疑,惊悚,灾难,美国,英语,1963,迷魂记,后窗,爱德华大夫,惊魂记,深闺疑云,贵妇失踪记,三十九级台阶,夺魂索,蝴蝶梦,火车怪客
154,恐袭波士顿 Patriots Day,彼得·博,马克·沃尔伯格,凯文·贝肯,约翰·古德曼,剧情,惊悚,历史,美国,英语,2016,孟买酒店,底特律,赴汤蹈火,猎凶风河谷,夜行者,菲利普船长,边境杀手,解救吾先生,骡子,会计刺客
155,卑劣的街头 비열한 거리,庾,赵寅成,李宝英,千虎珍,动作,惊悚,犯罪,韩国,韩语,2006,与犯罪的战争：坏家伙的全盛时代,新世界,黑社会,局内人,王者,老千,极恶非道,枪火,犯罪都市,黄海
156,不良教育 La mala educación,佩德罗·阿莫多,盖尔·加西亚·贝纳尔,费雷·马丁内兹,丹尼尔·希梅内斯·卡乔,剧情,悬疑,惊悚,西班牙,西班牙语,2004,欲望法则,时光驻留,每分钟120击,迷情站台,雾港水手,痛苦与荣耀,莫里斯,我自己的爱达荷,烈焰焚币,天鹅绒金矿
157,十一罗汉 Ocean's Eleven,史蒂文·索德伯,乔治·克鲁尼,布拉德·皮特,马特·达蒙,惊悚,犯罪,unknown,美国,英语,2001,十三罗汉,十二罗汉,偷天换日,猫鼠游戏,空中监狱,剑鱼行动,火柴人,王牌对王牌,勇闯夺命岛,变脸
158,疾速追杀3 John Wick: Chapter 3 - Parabellum,查德·斯塔赫斯,基努·里维斯,哈莉·贝瑞,劳伦斯·菲什伯恩,动作,惊悚,犯罪,美国,英语,2019,疾速追杀2,惊天营救,小人物,飓风营救,伸冤人,碟中谍5：神秘国度,安娜,壮志凌云2：独行侠,突袭,谍影重重3
159,走到尽头 끝까지 간다,金成,李善均,赵震雄,申正根,动作,惊悚,犯罪,韩国,韩语,2014,蒙太奇,特工,追击者,黄海,绝密跟踪,不可饶恕,不当交易,老千,老手,我是杀人犯
160,十三条命 Thirteen Lives,朗·霍华,维果·莫腾森,科林·法瑞尔,乔尔·埃哲顿,剧情,惊悚,传记,美国,英语,2022,勇往直前,极速车王,官方机密,坠落,浅草小子,萨利机长,倒数时刻,天才计划,国王理查德,完美风暴
161,处刑人 The Boondock Saints,特洛伊·达,威廉·达福,肖恩·派特里克·弗兰纳里,诺曼·瑞杜斯,剧情,动作,惊悚,美国,英语,1999,处刑人2,美国X档案,罪恶之城,哈里·布朗,落水狗,精英部队,天生杀人狂,出租车司机,暴力街区,怒火攻心
162,子弹列车 Bullet Train,大卫·雷,布拉德·皮特,乔伊·金,亚伦·泰勒-约翰逊,喜剧,动作,惊悚,美国,英语,2022,壮志凌云2：独行侠,狩猎,6/45,谁是超级英雄,X特遣队：全员集结,犯罪都市2,天才不能承受之重,秘密特工,疾速追杀3,小人物
163,本能 Basic Instinct,保罗·范霍,迈克尔·道格拉斯,莎朗·斯通,乔治·杜兹达扎,剧情,悬疑,惊悚,美国,英语,1992,大开眼戒,原罪,穆赫兰道,记忆碎片,禁闭岛,非常嫌疑犯,七宗罪,沉默的羔羊,白日美人,惊魂记
164,裂缝 Cracks,乔丹·斯科,伊娃·格林,朱诺·坦普尔,玛利亚·瓦沃德,剧情,惊悚,unknown,英国,英语,2009,卡罗尔,燃烧女子的肖像,阿黛尔的生活,单身男子,面子,看不见的世界,自梳,克洛伊,同心难改,打开心世界
165,冰血暴 Fargo,乔尔·科,威廉姆·H·梅西,史蒂夫·布西密,彼得·斯特曼,剧情,惊悚,犯罪,美国,英语,1996,缺席的人,老无所依,热天午后,血迷宫,唐人街,谋杀绿脚趾,洛城机密,落水狗,美国X档案,末路狂花
166,新警察故事,陈木,成龙,谢霆锋,杨采妮,剧情,动作,惊悚,中国大陆,国语,2004,杀破狼,我是谁,警察故事,精武英雄,红番区,A计划,叶问,门徒,醉拳,尖峰时刻
167,逃出绝命镇 Get Out,乔丹·皮,丹尼尔·卡卢亚,艾莉森·威廉姆斯,凯瑟琳·基纳,悬疑,惊悚,恐怖,美国,英语,2017,万能钥匙,招魂,闪灵,恐怖游轮,死寂,小岛惊魂,潜伏,孤儿怨,死神来了,解除好友2：暗网
168,续命之徒：绝命毒师电影 El Camino: A Breaking Bad Movie,文斯·吉里,亚伦·保尔,乔纳森·班克斯,马特·琼斯,剧情,惊悚,犯罪,美国,英语,2019,猫鼠游戏,老无所依,小丑,赴汤蹈火,爱尔兰人,骡子,华尔街之狼,杀人回忆,孟买酒店,绅士们
169,金矿 Gold,斯蒂芬·加,马修·麦康纳,埃德加·拉米雷兹,布莱丝·达拉斯·霍华德,剧情,惊悚,冒险,美国,英语,2016,极速车王,华尔街之狼,巴比龙,飞行家,赴汤蹈火,菲利普船长,林肯律师,恐袭波士顿,火柴人,老无所依
170,夜半歌声 夜半歌聲,于仁,张国荣,吴倩莲,黄磊,剧情,爱情,惊悚,中国香港,国语,1995,金枝玉叶,胭脂扣,恋战冲绳,偶然,星月童话,杀之恋,左右情缘,半生缘,红色恋人,风月
171,金蝉脱壳 Escape Plan,米凯尔·哈弗斯特罗,西尔维斯特·史泰龙,阿诺·施瓦辛格,吉姆·卡维泽,动作,惊悚,unknown,美国,英语,2013,速度与激情6,碟中谍3,飓风营救,机械师,敢死队3,空中营救,惊天魔盗团,猫鼠游戏,王牌特工：特工学院,美国队长3
172,电锯惊魂6 Saw VI,凯文·格劳,托宾·贝尔,科斯塔斯·曼迪勒,马克·罗斯顿,悬疑,惊悚,恐怖,美国,英语,2009,电锯惊魂5,死神来了2,死寂,寂静岭,潜伏,招魂,万能钥匙,恐怖游轮,孤儿怨,幻影凶间
173,星河战队 Starship Troopers,保罗·范霍,卡斯帕·范·迪恩,迪娜·迈耶,丹妮丝·理查兹,动作,科幻,惊悚,美国,英语,1997,终结者,第五元素,我，机器人,侏罗纪公园2：失落的世界,独立日,黑客帝国2：重装上阵,我是传奇,机器战警,变形金刚,未来水世界
174,看见恶魔 악마를 보았다,金知,李秉宪,崔岷植,金诗云,剧情,惊悚,犯罪,韩国,韩语,2010,追击者,我要复仇,黄海,金福南杀人事件始末,阿修罗,不可饶恕,亲切的金子,老千,邻居,与犯罪的战争：坏家伙的全盛时代
175,疾速追杀 John Wick,大卫·雷,基努·里维斯,迈克尔·恩奎斯特,阿尔菲·艾伦,动作,惊悚,犯罪,美国,英语,2014,疾速追杀2,伸冤人,小人物,飓风营救,碟中谍5：神秘国度,突袭2：暴徒,谍影重重2,疯狂的麦克斯4：狂暴之路,边境杀手,安娜
176,安娜 Anna,吕克·贝,萨莎·露丝,海伦·米伦,卢克·伊万斯,动作,惊悚,unknown,法国,法语,2019,惊天营救,极寒之城,飓风营救,壮志凌云2：独行侠,疾速追杀3,碟中谍6：全面瓦解,特工,利刃出鞘,子弹列车,升级
177,405谋杀案,沈耀,仲星火,徐敏,严翔,悬疑,惊悚,unknown,中国大陆,国语,1980,电话谋杀案,戴手铐的旅客,黑三角,尼罗河上的惨案,阳光下的罪恶,林中迷案,第三人,保密局的枪声,西北偏北,东方快车谋杀案
178,保镖 The Bodyguard,米克·杰克,凯文·科斯特纳,惠特尼·休斯顿,加里·凯普,剧情,动作,爱情,美国,英语,1992,人鬼情未了,天使之城,云中漫步,西雅图未眠夜,漂亮女人,诺丁山,浓情巧克力,罗马假日,电子情书,走出非洲
179,电锯惊魂4 Saw IV,达伦·林恩·鲍斯,托宾·贝尔,科斯塔斯·曼迪勒,斯科特·帕特森,悬疑,惊悚,恐怖,美国,英语,2007,电锯惊魂5,死神来了2,寂静岭,死寂,咒怨,潜伏,招魂,幻影凶间,万能钥匙,闪灵
180,红龙 Red Dragon,布莱特·拉特,安东尼·霍普金斯,爱德华·诺顿,拉尔夫·费因斯,惊悚,犯罪,unknown,美国,英语,2002,汉尼拔,少年汉尼拔,沉默的羔羊,一级恐惧,闪灵,寂静岭,致命ID,小岛惊魂,七宗罪,万能钥匙
181,神秘河 Mystic River,克林特·伊斯特伍,西恩·潘,蒂姆·罗宾斯,凯文·贝肯,剧情,悬疑,惊悚,美国,英语,2003,非常嫌疑犯,洛城机密,心理游戏,一级恐惧,换子疑云,大卫·戈尔的一生,谜一样的双眼,唐人街,追随,囚徒
182,辣手神探,吴宇,周润发,梁朝伟,毛舜筠,剧情,动作,惊悚,中国香港,国语,1992,喋血双雄,和平饭店,龙虎风云,给爸爸的信,英雄本色2,监狱风云2：逃犯,侠盗高飞,精武英雄,重案组,冲锋队之怒火街头
183,边境杀手 Sicario,丹尼斯·维伦纽,艾米莉·布朗特,本尼西奥·德尔·托罗,乔什·布洛林,剧情,惊悚,犯罪,美国,英语,2015,边境杀手2：边境战士,赴汤蹈火,猎凶风河谷,精英部队,囚徒,疾速追杀2,老无所依,伸冤人,会计刺客,黄海
184,电锯惊魂5 Saw V,大卫·海克,托宾·贝尔,科斯塔斯·曼迪勒,斯科特·帕特森,悬疑,惊悚,恐怖,美国,英语,2008,电锯惊魂4,死神来了2,寂静岭,死寂,潜伏,咒怨,招魂,幻影凶间,万能钥匙,恐怖蜡像馆
185,X战警2 X2,布莱恩·辛,帕特里克·斯图尔特,休·杰克曼,伊恩·麦克莱恩,动作,科幻,惊悚,美国,英语,2003,X战警3：背水一战,金刚狼,钢铁侠2,美国队长2,蜘蛛侠3,变形金刚,复仇者联盟,无敌浩克,黑客帝国2：重装上阵,终结者
186,X战警3：背水一战 X-Men: The Last Stand,布莱特·拉特,休·杰克曼,哈莉·贝瑞,伊恩·麦克莱恩,动作,科幻,惊悚,美国,英语,2006,X战警2,金刚狼,钢铁侠2,蜘蛛侠3,美国队长2,变形金刚,复仇者联盟2：奥创纪元,无敌浩克,超凡蜘蛛侠2,雷神2：黑暗世界
187,偷天陷阱 Entrapment,乔恩·阿米,肖恩·康纳利,凯瑟琳·泽塔-琼斯,文·瑞姆斯,动作,爱情,惊悚,美国,英语,1999,偷天换日,生死时速,勇闯夺命岛,空中监狱,空军一号,断箭,真实的谎言,剑鱼行动,国家公敌,虎胆龙威4
188,精英部队 Tropa de Elite,何塞·帕迪里,瓦格纳·马拉,卡约·胡恩奎拉,安德烈·拉米罗,剧情,动作,惊悚,巴西,葡萄牙语,2007,精英部队2：大敌当前,边境杀手,训练日,盗火线,突袭,洛城机密,飓风营救,王牌对王牌,勇闯夺命岛,赴汤蹈火
