,title,director0,attr0,attr1,attr2,genre0,genre1,genre2,region0,lang0,ReleaseDate,rd0,rd1,rd2,rd3,rd4,rd5,rd6,rd7,rd8,rd9
189,M就是凶手 M - Eine Stadt sucht einen Mörder,弗里茨·,彼得·洛,艾伦·维德曼,因格·兰德特,剧情,惊悚,犯罪,德国,德语,1931,第三人,双重赔偿,唐人街,马耳他之鹰,西北偏北,历劫佳人,扒手,独行杀手,杀手,放大
190,学校风云 學校風雲,林岭,袁洁莹,张耀扬,刘松仁,剧情,动作,惊悚,中国香港,国语,1988,三狼奇案,黑社会,跛豪,龙虎风云,黑金,省港旗兵,人民英雄,监狱风云2：逃犯,岁月风云之上海皇帝,喋血街头
191,套装 The Outfit,格拉汉姆·摩,马克·里朗斯,佐伊·达奇,迪伦·奥布莱恩,剧情,惊悚,犯罪,美国,英语,2022,杰伊·比姆,特工,黑匣子,利刃出鞘,宿敌,一个星期四,我是谁：没有绝对安全的系统,猎凶风河谷,囚徒,网络谜踪
192,电锯惊魂7 Saw 3D: The Final Chapter,凯文·格劳,托宾·贝尔,科斯塔斯·曼迪勒,贝茜·拉塞尔,悬疑,惊悚,恐怖,美国,英语,2010,电锯惊魂5,死神来了2,寂静岭,死寂,潜伏,招魂2,咒怨,幻影凶间,万能钥匙,恐怖游轮
193,伸冤人 The Equalizer,安东尼·福奎,丹泽尔·华盛顿,马尔顿·索克斯,科洛·莫瑞兹,动作,惊悚,犯罪,美国,英语,2014,伸冤人2,疾速追杀2,怒火救援,飓风营救,豪勇七蛟龙,惊天营救,生死狙击,会计刺客,小人物,死亡飞车
194,007：大战皇家赌场 Casino Royale,马丁·坎贝,丹尼尔·克雷格,伊娃·格林,麦斯·米科尔森,剧情,动作,惊悚,英国,英语,2006,007：大破量子危机,碟中谍3,虎胆龙威4,谍影重重3,勇闯夺命岛,飓风营救,玩命快递,速度与激情4,偷天换日,生死狙击
195,兽兵卫忍风帖 獣兵衛忍風帖,川尻善,山寺宏一,筱原惠美,青野武,动作,动画,惊悚,日本,日语,1993,妖兽都市,吸血鬼猎人D,人狼,回忆三部曲,迷宫物语,午夜之眼,阿基拉,星际牛仔：天国之门,红线,异邦人：无皇刃谭
196,火车怪客 Strangers on a Train,阿尔弗雷德·希区柯,法利·格兰杰,罗伯特·沃克,露丝·罗曼,惊悚,犯罪,黑色电影,美国,英语,1951,贵妇失踪记,擒凶记,三十九级台阶,夺魂索,深闺疑云,辣手摧花,狂凶记,爱德华大夫,西北偏北,电话谋杀案
197,移魂都市 Dark City,亚历克斯·普罗亚,卢夫斯·塞维尔,威廉·赫特,基弗·萨瑟兰,科幻,悬疑,惊悚,澳大利亚,英语,1998,异次元骇客,超时空接触,十二猴子,K星异客,深渊,这个男人来自地球,月球,少数派报告,黑洞频率,火星任务
198,突袭 The Raid,加雷斯·埃文,伊科·乌艾斯,乔·塔斯利姆,唐尼·阿兰西亚,动作,惊悚,犯罪,印度尼西亚,印尼语,2011,突袭2：暴徒,疾速追杀2,暴力街区,飓风营救,拳霸,杀破狼,伸冤人,精英部队,导火线,勇闯夺命岛
199,窃听风云 竊聽風雲,麦兆,刘青云,古天乐,吴彦祖,剧情,动作,惊悚,中国香港,国语,2009,窃听风云2,门徒,寒战,暗战,毒战,无间道3：终极无间,扫毒,枪王之王,新警察故事,神探
200,不可饶恕 용서는 없다,金亨,薛景求,韩惠轸,柳昇范,惊悚,unknown,unknown,韩国,韩语,2010,蒙太奇,那家伙的声音,追击者,七天,杀人者的记忆法,我是杀人犯,邻居,委托人,走到尽头,孩子们
201,虎胆龙威3 Die Hard: With a Vengeance,约翰·麦克蒂尔,布鲁斯·威利斯,杰瑞米·艾恩斯,塞缪尔·杰克逊,动作,惊悚,冒险,美国,英语,1995,虎胆龙威2,空军一号,生死时速,断箭,007之黄金眼,勇闯夺命岛,空中监狱,真实的谎言,碟中谍3,玩命快递2
202,海市蜃楼 Durante la tormenta,奥里奥尔·保,阿德里亚娜·乌加特,奇诺·达林,阿尔瓦罗·莫奇,科幻,悬疑,惊悚,西班牙,西班牙语,2018,看不见的客人,利刃出鞘,网络谜踪,禁闭岛,恐怖游轮,致命魔术,记忆碎片,彗星来的那一夜,蝴蝶效应,密室逃生
203,伊甸湖 Eden Lake,詹姆斯·瓦特金,凯利·蕾莉,迈克尔·法斯宾德,塔拉·艾利斯,惊悚,unknown,unknown,英国,英语,2008,黑暗侵袭,寂静岭,死寂,潜伏,鬼影,幻影凶间,孤儿怨,招魂,死亡录像,万能钥匙
204,危机13小时 13 Hours: The Secret Soldiers of Benghazi,迈克尔·,詹姆斯·戴尔,约翰·卡拉辛斯基,马克斯·马蒂尼,剧情,动作,惊悚,美国,英语,2016,孤独的幸存者,黑鹰坠落,勇者行动,前哨,狂怒,拆弹部队,兵临城下,美国狙击手,猎杀U-571,决战中途岛
205,碟中谍3 Mission: Impossible III,J·J·艾布拉姆,汤姆·克鲁斯,菲利普·塞默·霍夫曼,文·瑞姆斯,动作,惊悚,冒险,美国,英语,2006,碟中谍2,007：大战皇家赌场,速度与激情4,谍影重重3,虎胆龙威4,玩命快递,飓风营救,终结者3,黑客帝国2：重装上阵,金刚狼
206,人狼,冲浦启,藤木义胜,武藤寿美,木下浩之,剧情,动画,惊悚,日本,日语,1999,回忆三部曲,机动警察剧场版2,空中杀手,攻壳机动队2：无罪,阿基拉,星际牛仔：天国之门,最后的吸血鬼,迷宫物语,王立宇宙军：欧尼亚米斯之翼,大都会
207,鬼影 ชัตเตอร์ กดติดวิญญาณ,班庄·比辛达拿,阿南达·爱华灵咸,娜特慧兰·塔美,阿西塔·西卡玛娜,悬疑,惊悚,恐怖,泰国,泰语,2004,死神的十字路口,厉鬼将映,咒怨,死寂,鬼乱5,潜伏,午夜凶铃,招魂,恶魔的艺术2：邪降,寂静岭
208,深渊 The Abyss,詹姆斯·卡梅,艾德·哈里斯,玛丽·伊丽莎白·马斯特兰托尼奥,迈克尔·比恩,剧情,科幻,惊悚,美国,英语,1989,超时空接触,火星任务,第三类接触,异次元骇客,这个男人来自地球,K星异客,移魂都市,全面回忆,第五元素,异形
209,不朽的园丁 The Constant Gardener,费尔南多·梅里尔,拉尔夫·费因斯,蕾切尔·薇兹,哈勃·孔黛,剧情,悬疑,惊悚,英国,英语,2005,锅匠，裁缝，士兵，间谍,走出非洲,高斯福庄园,影子写手,英国病人,爱到尽头,神秘河,谜一样的双眼,面纱,奥斯卡与露辛达
210,心理游戏 The Game,大卫·芬,迈克尔·道格拉斯,西恩·潘,黛博拉·卡拉·安格,剧情,动作,悬疑,美国,英语,1997,生死停留,记忆碎片,非常嫌疑犯,穆赫兰道,一级恐惧,机械师,十二宫,万能钥匙,禁闭岛,小岛惊魂
211,新上海滩 新上海灘,潘文,张国荣,刘德华,宁静,动作,惊悚,犯罪,中国香港,国语,1996,英雄本色2,江湖,龙在边缘,古惑仔之人在江湖,黑金,五亿探长雷洛传1：雷老虎,蓝江传之反飞组风云,喋血街头,97古惑仔战无不胜,旺角卡门
212,危情时速 Unstoppable,托尼·斯科,丹泽尔·华盛顿,克里斯·派恩,罗莎里奥·道森,动作,惊悚,unknown,美国,英语,2010,飓风营救,生死时速,勇闯夺命岛,虎胆龙威4,完美风暴,国家公敌,怒火救援,惊天危机,碟中谍4,世界末日
213,杀人者的记忆法 살인자의 기억법,元新,薛景求,金南佶,金雪炫,剧情,悬疑,惊悚,韩国,韩语,2017,蒙太奇,不可饶恕,特工,记忆之夜,追击者,目击者之追凶,那家伙的声音,杀人回忆,邻居,电话
214,时空线索 Deja Vu,托尼·斯科,丹泽尔·华盛顿,宝拉·巴顿,方·基默,动作,科幻,惊悚,美国,英语,2006,超时空接触,异次元骇客,少数派报告,黑洞频率,十二猴子,我，机器人,预见未来,K星异客,记忆裂痕,火星任务
215,天龙特攻队 The A-Team,乔·卡纳,连姆·尼森,布莱德利·库珀,沙尔托·科普雷,动作,惊悚,冒险,美国,英语,2010,赤焰战场,虎胆龙威4,飓风营救,玩命快递2,极限特工,生死狙击,敢死队,勇闯夺命岛,通缉令,碟中谍3
216,电话 콜,李聪,朴信惠,全钟瑞,金成铃,剧情,悬疑,惊悚,韩国,韩语,2020,隐形人,恐怖游轮,万能钥匙,逃出绝命镇,解除好友2：暗网,记忆之夜,致命感应,招魂,孤儿怨,饥饿站台
217,独行杀手 Le samouraï,让-皮埃尔·梅尔维,阿兰·德龙,弗朗索瓦·佩里埃,娜塔莉·德龙,剧情,悬疑,惊悚,法国,法语,1967,红圈,扒手,怒海沉尸,大黎明,男人的争斗,杀手,法外之徒,通往绞刑架的电梯,眼线,钱
218,空中营救 Non-Stop,佐米·希尔,连姆·尼森,朱丽安·摩尔,斯科特·麦克纳里,动作,悬疑,惊悚,英国,英语,2014,飓风营救,金蝉脱壳,谍影重重3,碟中谍3,惊天危机,生死狙击,不明身份,速度与激情6,通勤营救,空中监狱
219,吾栖之肤 La piel que habito,佩德罗·阿莫多,安东尼奥·班德拉斯,埃伦娜·安纳亚,玛丽萨·帕雷德斯,剧情,悬疑,惊悚,西班牙,西班牙语,2011,穆赫兰道,龙纹身的女孩,万能钥匙,小岛惊魂,恐怖游轮,记忆碎片,惊魂记,孤儿怨,禁闭岛,黑暗面
220,死囚越狱 Un Condamné à mort s'est échappé,罗伯特·布列,弗朗索瓦·莱特瑞尔,查尔斯·勒克莱恩,莫里斯·贝尔布洛克,剧情,惊悚,战争,法国,法语,1956,大幻影,影子部队,伊万的童年,罗马，不设防的城市,德意志零年,恐惧的代价,战火,尤里西斯的凝视,光荣之路,再见，孩子们
221,偷天换日 The Italian Job,F·加里·格,马克·沃尔伯格,查理兹·塞隆,爱德华·诺顿,动作,惊悚,犯罪,美国,英语,2003,玩命快递,偷天陷阱,空中监狱,十一罗汉,极速60秒,剑鱼行动,虎胆龙威4,勇闯夺命岛,生死时速,十三罗汉
222,21克 21 Grams,亚历杭德罗·冈萨雷斯·伊纳里,西恩·潘,娜奥米·沃茨,本尼西奥·德尔·托罗,剧情,惊悚,犯罪,美国,英语,2003,第25小时,老无所依,洛城机密,非常嫌疑犯,神秘河,冰血暴,火柴人,美国X档案,七宗罪,天才瑞普利
223,惊曝内幕 The Insider,迈克尔·,阿尔·帕西诺,罗素·克劳,克里斯托弗·普卢默,剧情,惊悚,传记,美国,英语,1999,死亡医生,飞行家,极速风流,社交网络,林肯,铁拳男人,对话尼克松,愤怒的公牛,飓风,无语问苍天
224,慕尼黑 Munich,史蒂文·斯皮尔伯,艾瑞克·巴纳,丹尼尔·克雷格,塞伦·希德,剧情,动作,惊悚,美国,英语,2005,刺杀肯尼迪,父辈的旗帜,间谍之桥,帝国的毁灭,猎杀本·拉登,硫磺岛的来信,黑鹰坠落,伯纳德行动,兵临城下,华盛顿邮报
225,第一滴血2 Rambo: First Blood Part II,乔治·P·科斯马图,西尔维斯特·史泰龙,理查德·克里纳,史蒂文·伯克夫,动作,惊悚,冒险,美国,英语,1985,第一滴血3,虎胆龙威2,敢死队,007之黄金眼,碟中谍2,勇闯夺命岛,真实的谎言,玩命快递,精武英雄,魔鬼司令
226,前程似锦的女孩 Promising Young Woman,埃默拉尔德·芬内,凯瑞·穆里根,博·伯翰,爱丽森·布里,剧情,惊悚,犯罪,英国,英语,2020,悲惨世界,末路狂花,套装,玉面情魔,芝加哥,孟买酒店,隐形人,钛,无辜者,小丑
227,诈欺游戏 电影版 ライアーゲーム　ザ・ファイナルステージ,松山博,户田惠梨香,松田翔太,铃木浩介,剧情,惊悚,unknown,日本,日语,2010,诈欺游戏 -再生-,嫌疑人X的献身,如月疑云,盛夏的方程式,上锁的房间SP,乌鸦的拇指,SPEC：天,推理要在晚餐后 电影版,神探伽利略XX 内海薰最后的案...,白雪公主杀人事件
228,刑房 Grindhouse,罗伯特·罗德里格,库尔特·拉塞尔,罗莎里奥·道森,罗丝·麦高恩,动作,惊悚,恐怖,美国,英语,2007,杀出个黎明,恐怖星球,金刚不坏,驱魔人,活死人黎明,闪灵,死亡录像,僵尸,黑暗侵袭,怪形
229,意外,郑保,古天乐,任贤齐,冯淬帆,悬疑,惊悚,unknown,中国香港,国语,2009,神探,窃听风云,门徒,跟踪,大追捕,风声,夺命金,追击者,非常嫌疑犯,全民目击
230,机器战警 RoboCop,保罗·范霍,彼得·威勒,南茜·艾伦,丹·奥赫里奇,剧情,动作,科幻,美国,英语,1987,机器战警2,终结者,星河战队,全面回忆,铁血战士,第五元素,第六日,我，机器人,霹雳五号,未来水世界
231,潘多拉 판도라,朴正,金南佶,金珠贤,郑镇荣,动作,惊悚,灾难,韩国,韩语,2016,摩天楼,隧道,流感,铁线虫入侵,白头山,2012,深海浩劫,后天,海云台,勇往直前
232,三十九级台阶 The 39 Steps,阿尔弗雷德·希区柯,罗伯特·多纳特,玛德琳·卡洛,露西·曼海姆,悬疑,惊悚,犯罪,英国,英语,1935,贵妇失踪记,深闺疑云,擒凶记,爱德华大夫,辣手摧花,火车怪客,艳贼,西北偏北,美人计,捉贼记
233,未来水世界 Waterworld,凯文·雷诺,凯文·科斯特纳,珍妮·特里普里霍恩,蒂娜·米乔里诺,动作,科幻,惊悚,美国,英语,1995,第五元素,我，机器人,终结者,决战猩球,星河战队,逃出克隆岛,第六日,超时空接触,侏罗纪公园2：失落的世界,我是传奇
234,生死停留 Stay,马克·福斯,伊万·麦克格雷格,瑞恩·高斯林,娜奥米·沃茨,剧情,悬疑,惊悚,美国,英语,2005,心理游戏,穆赫兰道,记忆碎片,万能钥匙,机械师,小岛惊魂,死亡幻觉,非常嫌疑犯,禁闭岛,恐怖游轮
235,终结者3 Terminator 3: Rise of the Machines,乔纳森·莫斯,阿诺·施瓦辛格,尼克·斯塔尔,克莱尔·丹妮丝,动作,科幻,惊悚,美国,英语,2003,终结者,黑客帝国2：重装上阵,我，机器人,侏罗纪公园2：失落的世界,变形金刚,X战警3：背水一战,蜘蛛侠3,金刚狼,黑衣人2,我是传奇
236,钢琴教师 La pianiste,迈克尔·哈内,伊莎贝尔·于佩尔,安妮·吉拉尔多,伯努瓦·马吉梅尔,剧情,爱情,惊悚,奥地利,德语,2001,白日美人,女性瘾者：第一部,性、谎言和录像带,活色生香,苦月亮,大开眼戒,巴黎最后的探戈,烈火情人,教室别恋,捆着我，绑着我
237,邻居 이웃사람,金,金允珍,金赛纶,马东锡,剧情,惊悚,unknown,韩国,韩语,2012,不可饶恕,七天,那家伙的声音,蒙太奇,追击者,我是杀人犯,孩子们,杀人者的记忆法,盲证,委托人
238,胜者为王 勝者為王,刘伟,郑伊健,陈小春,舒淇,惊悚,犯罪,unknown,中国香港,国语,2000,98古惑仔之龙争虎斗,97古惑仔战无不胜,古惑仔2之猛龙过江,友情岁月山鸡故事,九龙冰室,黑社会,五亿探长雷洛传1：雷老虎,英雄本色2,黑金,江湖
239,记住 Remember,阿托姆·伊戈,克里斯托弗·普卢默,迪恩·诺里斯,马丁·兰道,剧情,惊悚,unknown,加拿大,英语,2015,地雷区,气球,焦土之城,1917,波斯语课,一袋弹子,罪恶之家,黑皮书,第十二个人,冒牌上尉
240,死亡游戏 Game of Death,罗伯特·高洛,李小龙,考林·加普,洪金宝,剧情,动作,惊悚,中国香港,国语,1978,唐山大兄,龙争虎斗,猛龙过江,精武门,死亡的游戏,给爸爸的信,醉拳,蛇形刁手,红番区,中南海保镖
241,意外空间 El Incidente,伊萨克·厄兹,胡伯托·巴斯托,Erick Trinidad Camacho,Santiago Mendoza Cortes,科幻,惊悚,unknown,墨西哥,西班牙语,2014,鬼打墙,时空罪恶,前目的地,海市蜃楼,万能钥匙,异次元骇客,恐怖游轮,彗星来的那一夜,小岛惊魂,饥饿站台
242,银行大劫案 The Bank Job,罗杰·唐纳,杰森·斯坦森,萨弗蓉·布罗斯,斯蒂芬·坎贝尔·莫尔,剧情,惊悚,犯罪,英国,英语,2008,偷天换日,局内人,城中大盗,十一罗汉,借刀杀人,十三罗汉,玩命快递2,剑鱼行动,乱战,守法公民
243,无间道 無間道,刘伟,刘德华,梁朝伟,黄秋生,剧情,惊悚,犯罪,中国香港,国语,2002,无间道2,英雄本色,猫鼠游戏,教父,美国往事,新世界,无双,暗战,纵横四海,低俗小说
244,红辣椒 パプリカ,今,林原惠美,江守彻,堀胜之祐,科幻,动画,悬疑,日本,日语,2006,千年女优,未麻的部屋,东京教父,幽灵公主,天空之城,大闹天宫,风之谷,攻壳机动队,哈尔的移动城堡,回忆三部曲
245,黑镜：圣诞特别篇 Black Mirror: White Christmas,卡尔·蒂贝,乔恩·哈姆,拉菲·斯波,奥娜·卓别林,剧情,科幻,惊悚,英国,英语,2014,这个男人来自地球,唐顿庄园：2011圣诞特别篇,月球,黑客帝国,降临,2001太空漫游,彗星来的那一夜,源代码,银翼杀手2049,机械姬
246,沉默的羔羊 The Silence of the Lambs,乔纳森·戴,朱迪·福斯特,安东尼·霍普金斯,斯科特·格伦,剧情,惊悚,犯罪,美国,英语,1991,七宗罪,致命ID,恐怖游轮,禁闭岛,汉尼拔,闪灵,记忆碎片,杀人回忆,第六感,电锯惊魂
247,2001太空漫游 2001: A Space Odyssey,斯坦利·库布里,凯尔·杜拉,加里·洛克伍德,威廉姆·西尔维斯特,科幻,惊悚,冒险,英国,英语,1968,大都会,银翼杀手,这个男人来自地球,黑客帝国,超时空接触,回到未来,E.T.外星人,月球,第九区,终结者2：审判日
248,七宗罪 Se7en,大卫·芬,摩根·弗里曼,布拉德·皮特,凯文·史派西,剧情,悬疑,惊悚,美国,英语,1995,记忆碎片,禁闭岛,沉默的羔羊,致命ID,看不见的客人,杀人回忆,搏击俱乐部,非常嫌疑犯,恐怖游轮,猫鼠游戏
249,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,克里斯托弗·诺,克里斯蒂安·贝尔,汤姆·哈迪,安妮·海瑟薇,剧情,动作,科幻,美国,英语,2012,蝙蝠侠：侠影之谜,黑客帝国3：矩阵革命,钢铁侠,终结者2：审判日,复仇者联盟,美国队长2,变形金刚,X战警：逆转未来,阿凡达,盗梦空间
250,狗镇 Dogville,拉斯·冯·提,妮可·基德曼,哈里特·安德森,劳伦·白考尔,剧情,悬疑,惊悚,丹麦,丹麦语,2003,穆赫兰道,记忆碎片,追随,控方证人,后窗,禁闭岛,非常嫌疑犯,致命魔术,惊魂记,大卫·戈尔的一生
251,老男孩 올드보이,朴赞,崔岷植,刘智泰,姜惠贞,剧情,动作,悬疑,韩国,韩语,2003,黄海,我要复仇,搏击俱乐部,杀人回忆,亲切的金子,追击者,记忆碎片,非常嫌疑犯,穆赫兰道,禁闭岛
