,title,director0,attr0,attr1,attr2,genre0,genre1,genre2,region0,lang0,ReleaseDate,rd0,rd1,rd2,rd3,rd4,rd5,rd6,rd7,rd8,rd9
93,英雄本色2,吴宇,狄龙,张国荣,周润发,剧情,动作,犯罪,中国香港,国语,1987,英雄本色3：夕阳之歌,喋血双雄,古惑仔之人在江湖,新上海滩,精武英雄,赌神2,监狱风云,纵横四海,黑社会,无间道2
94,王牌对王牌 The Negotiator,F·加里·格,塞缪尔·杰克逊,凯文·史派西,大卫·摩斯,剧情,动作,悬疑,美国,英语,1998,洛城机密,非常嫌疑犯,火柴人,一级恐惧,大卫·戈尔的一生,局内人,守法公民,十一罗汉,空中监狱,追随
95,西部往事 C'era una volta il West,赛尔乔·莱昂,亨利·方达,查尔斯·布朗森,克劳迪娅·卡汀娜,剧情,犯罪,西部,意大利,意大利语,1968,黄昏双镖客,杀手,荒野大镖客,不可饶恕,热天午后,虎豹小霸王,老无所依,黄金三镖客,骗中骗,赌城风云
96,好家伙 GoodFellas,马丁·斯科塞,罗伯特·德尼罗,雷·利奥塔,乔·佩西,剧情,传记,犯罪,美国,英语,1990,赌城风云,疤面煞星,情枭的黎明,忠奸人,美国往事,落水狗,黑社会,爱尔兰人,教父3,盗火线
97,追击者 추격자,罗泓,河正宇,金允石,徐英姬,剧情,惊悚,犯罪,韩国,韩语,2008,黄海,杀人回忆,蒙太奇,恐怖直播,不可饶恕,特工,我要复仇,走到尽头,神探,非常嫌疑犯
98,监狱风云 監獄風雲,林岭,周润发,梁家辉,何家驹,剧情,动作,犯罪,中国香港,国语,1987,监狱风云2：逃犯,英雄本色2,喋血双雄,黑社会,精武英雄,黑金,枪火,古惑仔3之只手遮天,门徒,赌神2
99,嫌疑人X的献身 容疑者Xの献身,西谷,福山雅治,柴崎幸,堤真一,剧情,悬疑,犯罪,日本,日语,2008,盛夏的方程式,如月疑云,记忆碎片,看不见的客人,神探伽利略XX 内海薰最后的案...,控方证人,金色梦乡,禁闭岛,致命魔术,非常嫌疑犯
100,落水狗 Reservoir Dogs,昆汀·塔伦蒂,哈威·凯特尔,蒂姆·罗斯,迈克尔·马德森,惊悚,犯罪,unknown,美国,英语,1992,低俗小说,八恶人,好家伙,出租车司机,疤面煞星,上帝之城,美国X档案,末路狂花,偷拐抢骗,热天午后
101,罪恶之城 Sin City,弗兰克·米,杰西卡·阿尔芭,布鲁斯·威利斯,克里夫·欧文,动作,惊悚,犯罪,美国,英语,2005,美国X档案,杀死比尔,罪恶之城2,落水狗,天生杀人狂,搏击俱乐部,上帝之城,空中监狱,发条橙,出租车司机
102,美国X档案 American History X,托尼·凯,爱德华·诺顿,爱德华·福隆,比佛莉·德安姬罗,剧情,犯罪,unknown,美国,英语,1998,第25小时,出租车司机,罪恶之城,洛城机密,落水狗,上帝之城,热天午后,老无所依,搏击俱乐部,一级恐惧
103,暗花,游达,刘青云,梁朝伟,邵美琪,剧情,动作,悬疑,中国香港,国语,1998,黑社会,枪火,放·逐,黑金,一个字头的诞生,跛豪,机动部队,真心英雄,神探,喋血街头
104,烈日灼心,曹保,邓超,段奕宏,郭涛,剧情,悬疑,犯罪,中国大陆,国语,2015,误杀,追凶者也,看不见的客人,猫鼠游戏,全民目击,杀人回忆,解救吾先生,无双,催眠大师,心迷宫
105,无人区,宁,徐峥,黄渤,余男,剧情,犯罪,西部,中国大陆,国语,2013,疯狂的石头,猫鼠游戏,两杆大烟枪,让子弹飞,荒蛮故事,低俗小说,驴得水,被解救的姜戈,心迷宫,大佛普拉斯
106,杀死一只知更鸟 To Kill a Mockingbird,罗伯特·马利,格利高里·派克,约翰·梅根纳,弗兰克·奥弗顿,剧情,悬疑,犯罪,美国,英语,1962,西北偏北,电话谋杀案,控方证人,双重赔偿,唐人街,后窗,尼罗河上的惨案,东方快车谋杀案,爱德华大夫,M就是凶手
107,杀死比尔 Kill Bill: Vol. 1,昆汀·塔伦蒂,乌玛·瑟曼,刘玉玲,薇薇卡·福克斯,动作,惊悚,犯罪,美国,英语,2003,杀死比尔2,被解救的姜戈,罪恶之城,搏击俱乐部,落水狗,疯狂的麦克斯4：狂暴之路,八恶人,发条橙,谍影重重3,低俗小说
108,情枭的黎明 Carlito's Way,布莱恩·德·帕尔,阿尔·帕西诺,西恩·潘,佩内洛普·安·米勒,剧情,惊悚,犯罪,美国,英语,1993,疤面煞星,忠奸人,赌城风云,好家伙,热天午后,铁面无私,盗火线,美国黑帮,教父3,布朗克斯的故事
109,青之炎 青の炎,蜷川幸,二宫和也,松浦亚弥,秋吉久美子,剧情,爱情,犯罪,日本,日语,2003,白金数据,恶人,脑男,检察方的罪人,即使这样也不是我做的,愚行录,杀人回忆,牯岭街少年杀人事件,怒,庸才
110,老无所依 No Country for Old Men,伊桑·科,汤米·李·琼斯,哈维尔·巴登,乔什·布洛林,剧情,惊悚,犯罪,美国,英语,2007,冰血暴,猫鼠游戏,沉默的羔羊,洛城机密,七宗罪,杀人回忆,非常嫌疑犯,落水狗,不可饶恕,闪灵
111,黑洞频率 Frequency,格里高利·霍布里,丹尼斯·奎德,吉姆·卡维泽,肖恩·多伊尔,科幻,悬疑,犯罪,美国,英语,2000,超时空接触,异次元骇客,十二猴子,K星异客,这个男人来自地球,月球,源代码,时空线索,前目的地,回到未来
112,飓风营救 Taken,皮埃尔·莫瑞,连姆·尼森,玛姬·格蕾斯,法米克·詹森,剧情,动作,惊悚,法国,法语,2008,勇闯夺命岛,飓风营救2,谍影重重3,碟中谍4,空中监狱,速度与激情5,生死狙击,变脸,暴力街区,金蝉脱壳
113,恶童 鉄コン筋クリート,迈克尔·艾里亚,二宫和也,苍井优,伊势谷友介,动作,动画,犯罪,日本,日语,2006,心理游戏,夏日大作战,猫汤,天才嘉年华,疯狂约会美丽都,回忆三部曲,千年女优,百变狸猫,捉迷藏,东京教父
114,绅士们 The Gentlemen,盖·里,马修·麦康纳,查理·汉纳姆,休·格兰特,喜剧,动作,犯罪,英国,英语,2019,偷拐抢骗,两杆大烟枪,爱尔兰人,巴斯特·斯克鲁格斯的歌谣,小人物,好莱坞往事,八恶人,低俗小说,荒蛮故事,猫鼠游戏
115,汉尼拔 Hannibal,雷德利·斯科,安东尼·霍普金斯,朱丽安·摩尔,加里·奥德曼,惊悚,犯罪,unknown,英国,英语,2001,红龙,少年汉尼拔,沉默的羔羊,闪灵,寂静岭,恐怖游轮,致命ID,死神来了,小岛惊魂,万能钥匙
116,卡里加里博士的小屋 Das Cabinet des Dr. Caligari,罗伯特·维,维尔纳·克劳斯,康拉德·韦特,弗里德里希·费赫尔,悬疑,恐怖,犯罪,德国,德语,1920,诺斯费拉图,罗斯玛丽的婴儿,怪谈,闪灵,怪房客,惊魂记,群鸟,着魔,橡皮头,迷魂记
117,夜行者 Nightcrawler,丹·吉尔罗,杰克·吉伦哈尔,里兹·阿迈德,蕾妮·罗素,剧情,惊悚,犯罪,美国,英语,2014,囚徒,老无所依,非常嫌疑犯,一级恐惧,洛城机密,我是谁：没有绝对安全的系统,追随,杀人回忆,追击者,龙纹身的女孩
118,少年的你,曾国,周冬雨,易烊千玺,尹昉,剧情,爱情,犯罪,中国大陆,国语,2019,罗马假日,泰坦尼克号,花束般的恋爱,天才枪手,爱在黎明破晓前,初恋这件小事,我的少女时代,爱乐之城,爱情神话,重庆森林
119,椿三十郎,黑泽,三船敏郎,仲代达矢,小林桂树,剧情,喜剧,动作,日本,日语,1962,姿三四郎,大菩萨岭,用心棒,夺命剑,战国英豪,荒野大镖客,黄昏双镖客,侍,关山飞渡,日落黄沙
120,调音师 Andhadhun,斯里兰姆·拉格,阿尤斯曼·库拉纳,塔布,拉迪卡·艾普特,喜剧,悬疑,惊悚,印度,印地语,2018,看不见的客人,利刃出鞘,误杀,控方证人,网络谜踪,禁闭岛,无双,记忆碎片,心迷宫,杀人回忆
121,暴裂无声,忻钰,宋洋,姜武,袁文康,剧情,悬疑,犯罪,中国大陆,国语,2017,心迷宫,看不见的客人,杀人回忆,利刃出鞘,网络谜踪,追凶者也,控方证人,烈日灼心,猫鼠游戏,无双
122,天才枪手 ฉลาดเกมส์โกง,纳塔吾·彭皮里,茱蒂蒙·琼查容苏因,查侬·散顶腾古,依莎亚·贺苏汪,剧情,悬疑,犯罪,泰国,泰语,2017,猫鼠游戏,误杀,看不见的客人,湄公河行动,无双,恐怖直播,杀人回忆,烈日灼心,暴裂无声,网络谜踪
123,猛龙过江 猛龍過江,李小,李小龙,苗可秀,查克·诺瑞斯,剧情,喜剧,动作,中国香港,国语,1972,精武门,龙争虎斗,唐山大兄,死亡游戏,给爸爸的信,醉拳,红番区,中南海保镖,A计划,我是谁
124,跛豪,潘文,吕良伟,郑则仕,叶童,剧情,传记,犯罪,中国香港,国语,1991,黑社会,五亿探长雷洛传1：雷老虎,岁月风云之上海皇帝,黑金,上海皇帝之雄霸天下,枪火,放·逐,暗花,古惑仔之人在江湖,喋血街头
125,无间道3：终极无间 無間道III 終極無間,刘伟,梁朝伟,刘德华,黎明,剧情,惊悚,犯罪,中国大陆,国语,2003,无间道2,暗战,黑社会,门徒,英雄本色,窃听风云,寒战,枪火,教父3,新警察故事
126,回家的路 집으로 가는 길,方银,全度妍,高修,姜智宇,剧情,家庭,犯罪,韩国,韩语,2013,国际市场,如父如子,万箭穿心,82年生的金智英,许三观,母亲,阳光普照,亲爱的,季春奶奶,世上最美的离别
127,危情十日 Misery,罗伯·莱,詹姆斯·肯恩,凯西·贝茨,理查德·法恩斯沃斯,剧情,惊悚,犯罪,美国,英语,1990,罗斯玛丽的婴儿,闪灵,小岛惊魂,惊魂记,万能钥匙,无声言证,幻影凶间,魔女嘉莉,孤儿怨,恐怖游轮
128,水牛城66 Buffalo '66,文森特·加,文森特·加洛,克里斯蒂娜·里奇,本·戈扎那,剧情,喜剧,爱情,美国,英语,1998,祖与占,德州巴黎,卡比利亚之夜,对她说,坏血,大路,天堂陌影,新桥恋人,安妮·霍尔,堕落天使
129,目击者之追凶 目擊者,程伟,庄凯勋,许玮甯,柯佳嬿,悬疑,惊悚,犯罪,中国台湾,国语,2017,看不见的客人,特工,网络谜踪,神探,蒙太奇,利刃出鞘,杀人回忆,心迷宫,我是谁：没有绝对安全的系统,非常嫌疑犯
130,买凶拍人 買兇拍人,彭浩,葛民辉,张达明,詹瑞文,喜剧,动作,犯罪,中国香港,国语,2001,大丈夫,疯狂的赛车,一个字头的诞生,青春梦工场,偷拐抢骗,两杆大烟枪,国产凌凌漆,大腕,有话好好说,金鸡
131,黑社会2：以和为贵 黑社會以和為貴,杜琪,古天乐,任达华,张家辉,剧情,惊悚,犯罪,中国香港,国语,2006,黑社会,枪火,放·逐,黑金,暗花,跛豪,古惑仔之人在江湖,机动部队,五亿探长雷洛传1：雷老虎,江湖
132,母亲 마더,奉俊,金惠子,元斌,晋久,剧情,悬疑,惊悚,韩国,韩语,2009,杀人回忆,追击者,蒙太奇,那家伙的声音,特工,神探,黄海,恐怖直播,燃烧,追随
133,我是谁：没有绝对安全的系统 Who Am I - Kein System ist sicher,巴伦·博·欧达,汤姆·希林,埃利亚斯·穆巴里克,沃坦·维尔克·默林,悬疑,惊悚,犯罪,德国,德语,2014,看不见的客人,非常嫌疑犯,记忆碎片,利刃出鞘,一级恐惧,禁闭岛,网络谜踪,致命ID,控方证人,神探
134,放·逐,杜琪,黄秋生,吴镇宇,张家辉,惊悚,犯罪,unknown,中国香港,国语,2006,枪火,黑社会,暗花,黑金,机动部队,江湖,跛豪,古惑仔之人在江湖,真心英雄,喋血街头
135,一个字头的诞生 一個字頭的誕生,韦家,刘青云,吴镇宇,李若彤,喜剧,动作,犯罪,中国香港,国语,1997,江湖告急,买凶拍人,黑社会,暗花,枪火,放·逐,旺角揸Fit人,两个只能活一个,大丈夫,偷拐抢骗
136,处女泉 Jungfrukällan,英格玛·伯格,马克斯·冯·叙多夫,贝吉塔·瓦尔堡,古内尔·林德布洛姆,剧情,犯罪,unknown,瑞典,瑞典语,1960,法外之徒,扒手,杀手,钱,精疲力尽,雌雄大盗,狂人皮埃罗,天国与地狱,杀人短片,偷自行车的人
137,精疲力尽 À bout de souffle,让-吕克·戈达,珍·茜宝,让-保罗·贝尔蒙多,达尼埃尔·布朗热,剧情,爱情,犯罪,法国,法语,1960,祖与占,法外之徒,狂人皮埃罗,卡比利亚之夜,随心所欲,大路,蚀,去年在马里昂巴德,扒手,春天的故事
138,孤胆特工 아저씨,李桢,元斌,金赛纶,坦纳永·王特拉库,剧情,动作,惊悚,韩国,韩语,2010,飓风营救,夺宝联盟,速度与激情5,柏林,碟中谍4,嫌疑人,绝密跟踪,黄海,谍影重重3,老手
139,杀死比尔整个血腥事件 Kill Bill: The Whole Bloody Affair,昆汀·塔伦蒂,乌玛·瑟曼,迈克尔·鲍文,大卫·卡拉丁,动作,犯罪,unknown,美国,英语,2011,杀死比尔2,八恶人,被解救的姜戈,落水狗,罪恶之城,金刚不坏,危险关系,无耻混蛋,低俗小说,疾速追杀
140,热血警探 Hot Fuzz,埃德加·赖,西蒙·佩吉,尼克·弗罗斯特,马丁·弗瑞曼,喜剧,悬疑,犯罪,英国,英语,2007,僵尸肖恩,世界尽头,偷拐抢骗,宿醉,杀手没有假期,微不足道,葬礼上的死亡,两杆大烟枪,疯狂的石头,秘密特工
141,空中监狱 Con Air,西蒙·韦斯,尼古拉斯·凯奇,约翰·库萨克,约翰·马尔科维奇,剧情,动作,惊悚,美国,英语,1997,勇闯夺命岛,生死时速,变脸,空军一号,真实的谎言,极速60秒,国家公敌,虎胆龙威4,飓风营救,断箭
142,唐人街 Chinatown,罗曼·波兰斯,杰克·尼科尔森,费·唐纳薇,约翰·休斯顿,剧情,悬疑,惊悚,美国,英语,1974,双重赔偿,第三人,西北偏北,M就是凶手,放大,电话谋杀案,后窗,马耳他之鹰,迷魂记,洛城机密
143,机动部队 PTU,杜琪,任达华,邵美琪,林雪,剧情,犯罪,unknown,中国香港,国语,2003,黑社会,非常突然,暗战,枪火,放·逐,跟踪,暗花,大事件,无间道2,黑金
144,天才瑞普利 The Talented Mr. Ripley,安东尼·明格,马特·达蒙,格温妮斯·帕特洛,裘德·洛,剧情,惊悚,犯罪,美国,英语,1999,一级恐惧,非常嫌疑犯,洛城机密,火柴人,猫鼠游戏,大卫·戈尔的一生,追随,记忆碎片,王牌对王牌,龙纹身的女孩
145,天下无贼,冯小,刘德华,刘若英,王宝强,剧情,动作,犯罪,中国大陆,国语,2004,九品芝麻官,食神,国产凌凌漆,鹿鼎记,逃学威龙,唐伯虎点秋香,手机,少林足球,功夫,射雕英雄传之东成西就
146,火柴人 Matchstick Men,雷德利·斯科,尼古拉斯·凯奇,山姆·洛克威尔,艾莉森·洛曼,剧情,喜剧,犯罪,美国,英语,2003,非常嫌疑犯,王牌对王牌,洛城机密,猫鼠游戏,一级恐惧,天才瑞普利,大卫·戈尔的一生,十一罗汉,老无所依,七宗罪
147,利刃出鞘 Knives Out,莱恩·约翰,丹尼尔·克雷格,安娜·德·阿玛斯,克里斯·埃文斯,剧情,喜剧,悬疑,美国,英语,2019,看不见的客人,误杀,网络谜踪,控方证人,记忆碎片,禁闭岛,致命魔术,调音师,悬崖之上,海市蜃楼
148,枪王 鎗王,罗志,张国荣,方中信,黄卓玲,动作,犯罪,unknown,中国香港,国语,2000,英雄本色2,门徒,暗战,纵横四海,监狱风云2：逃犯,喋血双雄,给爸爸的信,新上海滩,辣手神探,精武英雄
149,李米的猜想,曹保,周迅,邓超,张涵予,剧情,爱情,犯罪,中国大陆,国语,2008,如果·爱,重庆森林,苏州河,花样年华,甜蜜蜜,胭脂扣,爱在黎明破晓前,2046,堕落天使,志明与春娇
150,疤面煞星 Scarface,布莱恩·德·帕尔,阿尔·帕西诺,斯蒂文·鲍尔,米歇尔·菲佛,剧情,惊悚,犯罪,美国,英语,1983,情枭的黎明,忠奸人,好家伙,赌城风云,热天午后,落水狗,黑社会,教父3,盗火线,美国往事
151,蒙太奇 몽타주,郑根,金相庆,严正化,宋永彰,剧情,惊悚,犯罪,韩国,韩语,2013,追击者,杀人回忆,特工,不可饶恕,误杀,走到尽头,恐怖直播,目击者之追凶,黄海,看不见的客人
152,华尔街之狼 The Wolf of Wall Street,马丁·斯科塞,莱昂纳多·迪卡普里奥,乔纳·希尔,玛格特·罗比,剧情,传记,犯罪,美国,英语,2013,猫鼠游戏,飞行家,极速车王,社交网络,为奴十二年,大空头,爱尔兰人,达拉斯买家俱乐部,老无所依,波西米亚狂想曲
153,生死时速 Speed,扬·德·邦,基努·里维斯,桑德拉·布洛克,丹尼斯·霍珀,动作,惊悚,犯罪,美国,英语,1994,勇闯夺命岛,真实的谎言,空军一号,断箭,空中监狱,虎胆龙威,碟中谍,国家公敌,007之黄金眼,飓风营救
154,理查德·朱维尔的哀歌 Richard Jewell,克林特·伊斯特伍,保罗·沃尔特·豪泽,山姆·洛克威尔,凯西·贝茨,剧情,传记,犯罪,美国,英语,2019,极速车王,悲惨世界,爱尔兰人,教宗的承继,聚焦,社交网络,华盛顿邮报,波西米亚狂想曲,骡子,官方机密
155,杀死比尔2 Kill Bill: Vol. 2,昆汀·塔伦蒂,乌玛·瑟曼,大卫·卡拉丁,刘家辉,动作,惊悚,犯罪,美国,英语,2004,杀死比尔,被解救的姜戈,罪恶之城,落水狗,八恶人,搏击俱乐部,疯狂的麦克斯4：狂暴之路,发条橙,谍影重重3,碟中谍
156,修女也疯狂 Sister Act,埃米利·阿朵里,乌比·戈德堡,玛吉·史密斯,凯茜·纳基麦,喜剧,音乐,犯罪,美国,英语,1992,修女也疯狂2,小鬼当家,射雕英雄传之东成西就,上帝也疯狂,出水芙蓉,冒牌天神,变相怪杰,101真狗,甲方乙方,不见不散
157,迷恋荷尔蒙 Soldier's Girl,弗兰克·皮尔,特洛伊·格雷提,李·佩斯,安德鲁·布劳尔,剧情,爱情,同性,美国,英语,2003,迷情站台,莫里斯,平常的心,每分钟120击,自由坠落,烈焰焚币,暗之光,单身男子,上帝之国,欲盖弄潮
158,双重赔偿 Double Indemnity,比利·怀尔,弗莱德·麦克莫瑞,芭芭拉·斯坦威克,爱德华·罗宾逊,剧情,悬疑,惊悚,美国,英语,1944,第三人,唐人街,电话谋杀案,M就是凶手,西北偏北,马耳他之鹰,日落大道,火车怪客,历劫佳人,后窗
159,龙纹身的女孩 The Girl with the Dragon Tattoo,大卫·芬,丹尼尔·克雷格,鲁妮·玛拉,克里斯托弗·普卢默,剧情,悬疑,惊悚,美国,英语,2011,锅匠，裁缝，士兵，间谍,记忆碎片,十二宫,非常嫌疑犯,穆赫兰道,七宗罪,追随,一级恐惧,禁闭岛,大卫·戈尔的一生
160,罗拉快跑 Lola rennt,汤姆·提克,弗朗卡·波滕特,莫里兹·布雷多,赫伯特·克瑙普,动作,惊悚,犯罪,德国,德语,1998,重庆森林,花样年华,蓝白红三部曲之蓝,两小无猜,天使爱美丽,对她说,甜蜜蜜,两生花,碧海蓝天,英国病人
161,杀手 The Killing,斯坦利·库布里,斯特林·海登,柯琳·格蕾,文斯·爱德华兹,惊悚,犯罪,黑色电影,美国,英语,1956,杀手之吻,法外之徒,处女泉,天国与地狱,独行杀手,野良犬,热天午后,双重赔偿,恶汉甜梦,泥醉天使
162,暗杀 암살,崔东,全智贤,李政宰,河正宇,剧情,动作,历史,韩国,韩语,2015,铁雨,军舰岛,柏林,敦刻尔克,智取威虎山,夺宝联盟,血战钢锯岭,1917,兵临城下,集结号
163,你丫闭嘴！ Tais-toi!,弗朗西斯·韦贝,热拉尔·德帕迪约,让·雷诺,理查德·贝里,喜剧,犯罪,unknown,法国,法语,2003,上帝也疯狂,射雕英雄传之东成西就,九品芝麻官,小鬼当家,食神,国产凌凌漆,唐伯虎点秋香,冒牌天神,憨豆的黄金周,甲方乙方
164,警察故事,成,成龙,林青霞,张曼玉,喜剧,动作,惊悚,中国香港,国语,1985,警察故事续集,A计划,红番区,我是谁,醉拳2,快餐车,飞鹰计划,双龙会,城市猎人,龙兄虎弟
165,喋血街头 喋血街頭,吴宇,梁朝伟,张学友,李子雄,剧情,动作,惊悚,中国香港,国语,1990,喋血双雄,辣手神探,英雄本色2,枪火,黑金,黑社会,给爸爸的信,放·逐,和平饭店,监狱风云2：逃犯
166,谜一样的双眼 El secreto de sus ojos,胡安·何塞·坎帕内利,里卡多·达林,索蕾达·维拉米尔,巴勃罗·拉戈,剧情,爱情,悬疑,阿根廷,西班牙语,2009,非常嫌疑犯,追随,大卫·戈尔的一生,洛城机密,记忆碎片,一级恐惧,影子写手,穆赫兰道,龙纹身的女孩,囚徒
167,赛末点 Match Point,伍迪·艾,乔纳森·莱斯·梅耶斯,斯嘉丽·约翰逊,马修·古迪,剧情,爱情,悬疑,英国,英语,2005,午夜巴塞罗那,曼哈顿,爱在日落黄昏时,安妮·霍尔,偷心,诺丁山,当哈利遇到莎莉,面纱,和莎莫的500天,甜蜜蜜
168,狗咬狗,郑保,陈冠希,李灿森,裴唯莹,剧情,动作,惊悚,中国香港,国语,2006,门徒,暗战,监狱风云,杀破狼,黄海,新警察故事,机动部队,毒战,黑社会2：以和为贵,放·逐
169,午夜狂奔 Midnight Run,马丁·布莱斯,罗伯特·德尼罗,查尔斯·格罗丁,亚非特·科托,喜剧,动作,犯罪,美国,英语,1988,骗中骗,纸月亮,热天午后,地球之夜,热情如火,喜剧之王,满城风雨,福尔摩斯二世,杀手,你逃我也逃
170,无双 無雙,庄文,周润发,郭富城,张静初,剧情,动作,悬疑,中国大陆,国语,2018,看不见的客人,误杀,利刃出鞘,猫鼠游戏,网络谜踪,烈日灼心,调音师,湄公河行动,暴裂无声,杀人回忆
171,迫在眉梢 John Q,尼克·卡萨维,丹泽尔·华盛顿,罗伯特·杜瓦尔,安妮·海切,剧情,惊悚,犯罪,美国,英语,2002,天伦之旅,雨人,勇士,一次别离,训练日,国际市场,火柴人,我是山姆,岁月神偷,守法公民
172,虎胆龙威 Die Hard,约翰·麦克蒂尔,布鲁斯·威利斯,邦妮·比蒂丽娅,雷金纳德·维尔约翰逊,动作,惊悚,犯罪,美国,英语,1988,虎胆龙威2,生死时速,勇闯夺命岛,空军一号,真实的谎言,空中监狱,碟中谍,007之黄金眼,断箭,国家公敌
173,小鬼当家2 Home Alone 2: Lost in New York,克里斯·哥伦,麦考利·卡尔金,乔·佩西,丹尼尔·斯特恩,喜剧,家庭,犯罪,美国,英语,1992,小鬼当家,逃学威龙,食神,九品芝麻官,整蛊专家,百变星君,鹿鼎记,笑林小子,憨豆特工,冒牌天神
174,湄公河行动,林超,张涵予,彭于晏,孙淳,剧情,动作,犯罪,中国大陆,国语,2016,猫鼠游戏,速度与激情7,解救吾先生,无双,红海行动,碟中谍6：全面瓦解,误杀,战狼2,烈日灼心,惊天魔盗团
175,香港制造 香港製造,陈,李灿森,严栩慈,李栋全,剧情,爱情,犯罪,中国香港,国语,1997,去年烟花特别多,细路祥,榴莲飘飘,香港有个荷里活,海上花,悲情城市,本命年,小武,一一,三峡好人
176,杀手没有假期 In Bruges,马丁·麦克唐,科林·法瑞尔,布莱丹·格里森,克蕾曼丝·波西,剧情,喜剧,犯罪,英国,英语,2008,七个神经病,偷拐抢骗,葬礼上的死亡,两杆大烟枪,阅后即焚,微不足道,热血警探,谋杀绿脚趾,热天午后,巴斯特·斯克鲁格斯的歌谣
177,"盗梦特攻队 Ruben Brandt, a gyüjtö",米洛拉德·科斯蒂,伊万·卡马拉斯,加布里瑞拉·哈默里,佐兰·马克兰兹,动画,犯罪,unknown,匈牙利,匈牙利语,2018,我失去了身体,红辣椒,心理游戏,东京教父,未麻的部屋,千年女优,回忆三部曲,天书奇谭,心灵奇旅,反叛的童谣
178,喊·山,杨,郎月婷,王紫逸,成泰燊,剧情,爱情,犯罪,中国大陆,国语,2015,喊山,李米的猜想,百鸟朝凤,推拿,白日焰火,江湖儿女,泰坦尼克号,当男人恋爱时,追凶者也,红高粱
179,门徒 門徒,尔冬,刘德华,吴彦祖,古天乐,剧情,惊悚,犯罪,中国香港,国语,2007,猫鼠游戏,窃听风云,毒战,神探,扫毒,暗战,黑社会,解救吾先生,无间道3：终极无间,新警察故事
180,大佬 Brother,北野,北野武,欧玛·艾普斯,真木藏人,剧情,惊悚,犯罪,日本,日语,2000,奏鸣曲,极恶非道,凶暴的男人,座头市,黑社会,疤面煞星,好家伙,枪火,花火,情枭的黎明
181,龙争虎斗 Enter the Dragon,罗伯特·高洛,李小龙,石坚,茅瑛,动作,犯罪,unknown,美国,英语,1973,唐山大兄,猛龙过江,精武门,死亡游戏,给爸爸的信,醉拳,红番区,蛇形刁手,中南海保镖,A计划续集
182,暴力街区 Banlieue 13,皮埃尔·莫瑞,塞瑞尔·拉菲利,大卫·贝利,Tony D'Amario,动作,犯罪,unknown,法国,法语,2004,暴力街区13：终极,玩命快递,飓风营救,空中监狱,勇闯夺命岛,虎胆龙威4,极限特工,死亡飞车,速度与激情4,碟中谍3
183,燃烧 버닝,李沧,刘亚仁,史蒂文·元,全钟瑞,剧情,悬疑,犯罪,韩国,韩语,2018,特工,杀人回忆,看不见的客人,控方证人,利刃出鞘,网络谜踪,禁闭岛,血观音,暴裂无声,心迷宫
184,局内人 내부자들,禹民,李秉宪,曹承佑,白润植,剧情,动作,惊悚,韩国,韩语,2015,黄海,特工,与犯罪的战争：坏家伙的全盛时代,新世界,老千,卑劣的街头,追击者,不当交易,王者,蒙太奇
185,囚徒 Prisoners,丹尼斯·维伦纽,休·杰克曼,杰克·吉伦哈尔,维奥拉·戴维斯,剧情,悬疑,犯罪,美国,英语,2013,夜行者,非常嫌疑犯,一级恐惧,十二宫,追随,大卫·戈尔的一生,宿敌,龙纹身的女孩,洛城机密,记忆碎片
186,自由作家 Freedom Writers,理查德·拉·格拉文,希拉里·斯万克,帕特里克·德姆西,斯科特·格伦,剧情,传记,犯罪,美国,英语,2007,永不妥协,光荣之路,光辉岁月,追梦赤子心,百万美元宝贝,自闭历程,蒙娜丽莎的微笑,激辩风云,隐藏人物,世上最快的印第安摩托
187,阳光下的罪恶 Evil Under the Sun,盖伊·汉弥尔,彼得·乌斯蒂诺夫,玛吉·史密斯,科林·布莱克利,悬疑,犯罪,unknown,英国,英语,1982,尼罗河上的惨案,东方快车谋杀案,阳光下的罪恶,啤酒谋杀案,ABC谋杀案,电话谋杀案,悬崖山庄奇案,爱德华大夫,控方证人,死亡约会
188,狂人皮埃罗 Pierrot le fou,让-吕克·戈达,让-保罗·贝尔蒙多,安娜·卡里娜,贾泽拉·加瓦尼,剧情,爱情,犯罪,法国,法语,1965,精疲力尽,法外之徒,祖与占,女人就是女人,随心所欲,卡比利亚之夜,蚀,扒手,春天的故事,秋天的故事
189,法外之徒 Bande à part,让-吕克·戈达,安娜·卡里娜,达妮埃尔·吉拉尔,路易莎·科尔佩恩,剧情,犯罪,unknown,法国,法语,1964,扒手,处女泉,钱,杀手,精疲力尽,狂人皮埃罗,通往绞刑架的电梯,独行杀手,射杀钢琴师,冷酷祭典
190,赌城风云 Casino,马丁·斯科塞,罗伯特·德尼罗,莎朗·斯通,乔·佩西,剧情,传记,犯罪,美国,英语,1995,好家伙,情枭的黎明,疤面煞星,忠奸人,穷街陋巷,美国黑帮,铁面无私,黑社会,盗火线,爱尔兰人
191,流浪者之歌 Дом за вешање,埃米尔·库斯图里,达沃尔·杜伊莫维奇,博拉·托德洛维奇,Ljubica Adzovic,剧情,喜剧,犯罪,意大利,意大利语,1988,黑猫白猫,自由的幻影,玩乐时间,我的舅舅,资产阶级的审慎魅力,地球之夜,给我承诺,西力传,浮云世事,生命是个奇迹
