,genre0,genre1,director0,ReleaseDate,region0
0,动画,奇幻,宫崎,1986,日本
1,喜剧,动画,彼得·,2009,美国
2,动画,短片,虞哲,1981,中国大陆
3,剧情,悬疑,比利·怀尔,1957,美国
4,动画,短片,特,1960,中国大陆
5,动画,短片,Michael Reicher,2008,德国
6,动画,短片,特,1960,中国大陆
7,纪录片,短片,路易斯·卢米埃,unknown,法国
8,剧情,unknown,陈凯,2002,西班牙
9,动作,短片,埃德温·鲍,1903,美国
10,纪录片,传记,维姆·文德,2014,法国
11,动画,短片,彭擎,2017,中国大陆
12,动画,短片,钱家,1981,中国大陆
13,动画,短片,约翰·拉塞,1986,美国
14,喜剧,动画,马克∙安德鲁,2005,美国
15,动画,短片,托默克·巴金斯,2004,波兰
16,纪录片,unknown,克里斯·马,1983,法国
17,动画,短片,曲建,1981,中国大陆
18,动画,短片,杨·史云梅,unknown,捷克斯洛伐克
19,动画,短片,万古,1959,中国大陆
20,动画,短片,拉夫·埃格尔斯,2000,美国
21,剧情,动画,Dony Permed,2006,美国
22,喜剧,动画,亚罗·切,2013,美国
23,动画,短片,杨·史云梅,1965,奥地利
24,动画,奇幻,王树,1979,中国大陆
25,动画,短片,虞哲,1955,中国大陆
26,动画,短片,特,1988,中国大陆
27,动画,短片,拉夫·埃格尔斯,2000,美国
28,喜剧,爱情,阿涅斯·瓦尔,unknown,法国
29,动画,短片,拉夫·埃格尔斯,2000,美国
30,动画,短片,彭擎,2017,中国大陆
31,剧情,动画,迈克尔·度德威,2001,英国
32,爱情,科幻,Bruce Brani,unknown,美国
33,动画,短片,徐景,1980,中国大陆
34,剧情,爱情,克里斯·马,1962,法国
35,动画,短片,曲建,1981,中国大陆
36,动画,短片,万古,1959,中国大陆
37,动画,短片,胡进,1984,中国大陆
38,动画,短片,史提夫·卡,2020,英国
39,剧情,动画,亚历山大·彼德洛,2006,俄罗斯
40,动画,短片,布鲁诺·肖法,2016,美国
41,剧情,动画,虞雅,2010,中国台湾
42,喜剧,动画,卡洛斯·沙尔丹,2002,美国
43,喜剧,动画,希尔万·肖,2003,法国
44,喜剧,科幻,吴坤,2014,韩国
45,动画,短片,万古,1959,中国大陆
46,动画,短片,克里斯·雷纳,2006,美国
47,短片,unknown,丹尼斯·维伦纽,2008,加拿大
48,动画,惊悚,今,1997,日本
49,纪录片,unknown,Mary Dor,2014,美国
50,剧情,短片,马特·柯克,2013,英国
51,喜剧,动画,史蒂夫·马蒂,2010,美国
52,剧情,喜剧,马克·韦,2009,美国
53,剧情,unknown,瓦迪姆·佩尔,2020,俄罗斯
54,喜剧,动画,彼得·洛伊,2000,英国
55,纪录片,短片,路易斯·卢米埃,unknown,法国
56,动画,短片,约翰·拉塞,2006,美国
57,爱情,短片,汤姆·提克,2004,法国
58,动画,短片,詹,1982,中国大陆
