,genre0,genre1,director0,ReleaseDate,region0
68,动作,科幻,加文·胡,2009,美国
69,剧情,悬疑,柯蒂斯·汉,1997,美国
70,悬疑,奇幻,迈克·内威,2005,英国
71,动作,科幻,詹姆斯·卡梅,1984,美国
72,动作,惊悚,罗伯特·罗德里格,2014,美国
73,剧情,爱情,王家,1988,中国香港
74,剧情,战争,史蒂文·斯皮尔伯,1998,美国
75,惊悚,犯罪,杜琪,2006,中国香港
76,剧情,动作,陈嘉,1994,中国香港
77,剧情,动作,大卫·芬,1999,美国
78,剧情,传记,马丁·斯科塞,1995,美国
79,动作,科幻,道格·里,2014,美国
80,剧情,喜剧,雷德利·斯科,2003,美国
81,动作,西部,赛尔乔·莱昂,1964,意大利
82,动作,悬疑,保罗·格林格拉,2007,美国
83,动作,科幻,安东尼·罗,2014,美国
84,喜剧,动作,刘观,1992,中国香港
85,剧情,动作,徐,1991,中国香港
86,喜剧,动画,卡洛斯·沙尔丹,2006,美国
87,动作,科幻,亚历克斯·普罗亚,2004,美国
88,剧情,传记,马丁·斯科塞,2019,美国
89,动作,科幻,詹姆斯·卡梅,1984,美国
90,动作,科幻,乔斯·韦,2012,美国
91,剧情,动作,陈嘉,1994,中国香港
92,惊悚,恐怖,黄毅,2000,美国
93,动作,科幻,安东尼·罗,2014,美国
94,剧情,unknown,瓦迪姆·佩尔,2020,俄罗斯
95,动作,科幻,迈克尔·,2007,美国
96,动画,unknown,胡进,2008,中国大陆
97,喜剧,动画,布拉德·伯,2007,美国
98,剧情,动作,王家,1994,中国香港
99,动作,犯罪,温子,2015,美国
100,喜剧,动作,李力,1994,中国香港
101,动作,科幻,詹姆斯·卡梅,1984,美国
102,动作,科幻,乔恩·费,2008,美国
103,喜剧,动作,韦家,1997,中国香港
104,喜剧,动作,李力,1994,中国香港
105,喜剧,动作,陈嘉,1991,中国香港
106,喜剧,动作,李力,1996,中国香港
107,剧情,动作,陈嘉,1994,中国香港
108,喜剧,动作,元,1990,中国香港
109,科幻,动画,林太,2001,日本
110,动作,科幻,乔斯·韦,2012,美国
111,动作,科幻,詹姆斯·卡梅,1984,美国
112,动作,犯罪,林诣,2011,美国
113,剧情,动作,弗朗西斯·劳伦,2007,美国
114,动作,科幻,亚历克斯·普罗亚,2004,美国
115,喜剧,古装,杜琪,1992,中国香港
116,剧情,科幻,前田真,2003,美国
117,动作,科幻,吴宇,1997,美国
118,动作,科幻,詹姆斯·卡梅,1984,美国
119,剧情,喜剧,莱恩·约翰,2019,美国
120,动作,unknown,罗,1971,中国香港
