,genre0,genre1,director0,ReleaseDate,region0
0,动画,短片,徐景,1980,中国大陆
1,剧情,喜剧,Santiago Grass,2008,阿根廷
2,动画,短片,特,1960,中国大陆
3,剧情,悬疑,克里斯托弗·史密,2009,英国
4,剧情,动画,克里斯托弗·劳恩斯,1989,西德
5,剧情,喜剧,Santiago Grass,2008,阿根廷
6,喜剧,科幻,安格斯·麦克莱,2008,美国
7,纪录片,短片,路易斯·卢米埃,1895,法国
8,喜剧,短片,路易斯·卢米埃,1895,法国
9,剧情,科幻,弗里茨·,1927,德国
10,纪录片,unknown,罗恩·弗里,1992,美国
11,动画,短片,杜鹏,2015,美国
12,动画,短片,徐景,1980,中国大陆
13,动画,短片,拉夫·埃格尔斯,2000,美国
14,剧情,喜剧,Santiago Grass,2008,阿根廷
15,剧情,动画,加藤久仁生,2008,日本
16,纪录片,unknown,阿涅斯·瓦尔,2000,法国
17,动画,短片,靳,1955,中国大陆
18,动画,短片,杨·史云梅,1992,英国
19,动画,短片,林文,1980,中国大陆
20,剧情,喜剧,Santiago Grass,2008,阿根廷
21,剧情,动画,加藤久仁生,2008,日本
22,剧情,喜剧,Santiago Grass,2008,阿根廷
23,喜剧,动画,杨·史云梅,1989,英国
24,动画,短片,林文,1980,中国大陆
25,动画,短片,周克,1981,中国大陆
26,动画,短片,特,1963,中国大陆
27,动画,短片,特,1960,中国大陆
28,剧情,科幻,弗里茨·,1927,德国
29,动画,短片,Michael Reicher,2008,德国
30,动画,短片,陈,2018,中国大陆
31,剧情,喜剧,Santiago Grass,2008,阿根廷
32,剧情,短片,斯派克·琼,2010,美国
33,动作,动画,迈克尔·艾里亚,2006,日本
34,短片,unknown,梅雅·黛,1943,美国
35,动画,短片,周克,1981,中国大陆
36,动画,短片,特,1960,中国大陆
37,动画,短片,周克,1981,中国大陆
38,喜剧,动画,徐景,1986,中国大陆
39,剧情,动画,加藤久仁生,2008,日本
40,喜剧,动画,凯尔·巴尔,2010,美国
41,喜剧,动画,Doug Sweetlan,2008,美国
42,喜剧,动画,Doug Sweetlan,2008,美国
43,动画,unknown,福岛敦,2007,日本
44,剧情,科幻,罗伯特·泽米吉,1997,美国
45,剧情,动画,特,1956,中国大陆
46,动画,短片,拉夫·埃格尔斯,2000,美国
47,剧情,短片,詹姆斯·W·格里菲,2013,英国
48,动画,短片,新海,2007,日本
49,纪录片,unknown,骆,2011,中国大陆
50,剧情,短片,克里斯·奥弗,2017,英国
51,喜剧,动画,Doug Sweetlan,2008,美国
52,剧情,动作,李,2013,中国大陆
53,剧情,unknown,沃尔夫冈·穆尔恩贝,2016,德国
54,喜剧,动画,尼克·帕,1995,英国
55,纪录片,短片,奥古斯特·卢米埃,1896,法国
56,喜剧,动画,Doug Sweetlan,2008,美国
57,短片,unknown,詹姆斯·W·格里菲,2011,英国
58,动画,短片,刘蕙,1982,中国大陆
59,剧情,同性,亚德里安·谢尔高,2007,英国
60,纪录片,短片,路易斯·卢米埃,1895,法国
61,喜剧,动画,Doug Sweetlan,2008,美国
62,剧情,短片,肖,2011,中国大陆
63,纪录片,unknown,杰夫·奥洛威斯,2020,美国
64,动画,短片,万古,1959,中国大陆
65,动画,短片,马克斯·波,2017,法国
66,爱情,动画,宫崎,1979,日本
67,喜剧,短片,陈凯,2002,中国大陆
68,喜剧,短片,爱德华·克莱,1922,美国
69,喜剧,动画,Doug Sweetlan,2008,美国
70,动画,短片,简·皮克,1997,美国
71,喜剧,爱情,莎伦·马奎,2016,英国
72,短片,奇幻,路易斯·布努埃,1929,法国
73,动画,短片,钱家,1981,中国大陆
74,喜剧,短片,Guy Thy,2007,比利时
75,动画,短片,Steve Hickne,2011,美国
76,动画,短片,凯文·诺尔,2021,美国
77,剧情,动画,罗伯特·近,2014,美国
78,动画,短片,万古,1959,中国大陆
79,喜剧,动画,尤金·法德仁科,unknown,加拿大
80,纪录片,unknown,张以,2004,中国大陆
81,纪录片,音乐,Billy DiCicc,1993,美国
82,短片,unknown,Jonathan Alri,2020,法国
83,动画,短片,虞哲,1955,中国大陆
84,动画,短片,万古,1959,中国大陆
85,动作,科幻,大友克,1988,日本
86,动画,短片,帕特里克·奥斯,2014,美国
87,喜剧,动画,嘉里·瑞德斯托,2007,美国
88,动画,短片,Jacob Fre,2015,德国
89,剧情,动画,克里斯托弗·劳恩斯,1989,西德
90,喜剧,动画,尼克·帕,1995,英国
91,喜剧,动作,内森·格雷,2012,美国
92,剧情,动画,加布里埃尔·奥索里奥·巴尔加,2014,智利
93,剧情,动画,新海,unknown,日本
94,动作,爱情,何伟,2010,中国大陆
95,短片,unknown,朱莉·戈蒂,2018,法国
96,剧情,喜剧,纳卢拜·库,2021,泰国
97,动画,短片,彭擎,2016,中国大陆
98,动画,短片,万古,1959,中国大陆
99,动画,短片,万古,1959,中国大陆
100,喜剧,短片,爱德华·克莱,1922,美国
101,动画,短片,加藤久仁生,unknown,日本
102,动画,短片,王若,2013,中国大陆
103,动画,短片,大森贵,2017,日本
104,动画,短片,万古,1959,中国大陆
105,动画,短片,萨比格尼·瑞比克金斯,1981,波兰
106,动画,短片,马克斯·波,2017,法国
107,动画,短片,万古,1959,中国大陆
108,动画,短片,万古,1959,中国大陆
109,短片,unknown,梅雅·黛,1943,美国
110,动画,短片,陆俊,2007,中国大陆
111,喜剧,动画,凯尔·巴尔,2010,美国
112,纪录片,音乐,Billy DiCicc,1993,美国
113,动画,短片,unknown,unknown,美国
114,动作,动画,unknown,unknown,中国大陆
115,动画,短片,托默克·巴金斯,2004,波兰
116,短片,unknown,路易斯·勒·普林,1888,英国
117,动画,短片,Neil Coslet,2003,英国
118,动画,短片,Galen T. Ch,2008,美国
119,喜剧,动画,尤金·法德仁科,unknown,加拿大
120,动画,短片,康斯坦汀·布朗,2014,俄罗斯
121,喜剧,动画,尤金·法德仁科,unknown,加拿大
122,喜剧,动画,约瑟夫·巴伯,1944,美国
123,动画,短片,万古,1959,中国大陆
124,动画,短片,李智勇(Vincent,unknown,中国大陆
125,喜剧,动画,法布里斯·朱伯,2013,美国
126,纪录片,unknown,关本,2009,中国台湾
127,喜剧,动画,Chuck Jone,1959,美国
128,剧情,喜剧,渡边信一,2001,日本
129,动画,短片,戴夫·穆林,2017,美国
130,喜剧,动画,胡雄,1983,中国大陆
131,剧情,动画,菲利普·亨,2008,英国
132,动画,短片,彭擎,2017,中国大陆
133,动画,短片,刘蕙,1982,中国大陆
134,剧情,科幻,理查德·沙因克,2007,美国
