,genre0,genre1,director0,ReleaseDate,region0
0,剧情,动画,加藤久仁生,2008,日本
1,动画,短片,加藤久仁生,2003,日本
2,动画,短片,唐,1982,中国大陆
3,剧情,悬疑,马丁·斯科塞,2010,美国
4,剧情,动画,杰赫米·克拉,2008,法国
5,剧情,动画,克里斯托弗·劳恩斯,1989,西德
6,喜剧,动画,Doug Sweetlan,2008,美国
7,喜剧,短片,路易斯·卢米埃,1895,法国
8,短片,奇幻,路易斯·布努埃,1929,法国
9,纪录片,短片,奥古斯特·卢米埃,1896,法国
10,剧情,纪录片,凯文·麦克唐,2011,英国
11,动画,短片,大森贵,2017,日本
12,动画,短片,特,1960,中国大陆
13,喜剧,动画,嘉里·瑞德斯托,2007,美国
14,剧情,动画,加藤久仁生,2008,日本
15,剧情,动画,克里斯托弗·劳恩斯,1989,西德
16,纪录片,unknown,罗伯特·弗拉哈,1922,美国
17,剧情,动画,钱家,1981,中国大陆
18,喜剧,动画,杨·史云梅,1989,英国
19,动画,短片,特,1960,中国大陆
20,剧情,动画,克里斯托弗·劳恩斯,1989,西德
21,剧情,动画,迈克尔·度德威,2001,英国
22,动画,短片,帕特里克·奥斯,2014,美国
23,喜剧,动画,杨·史云梅,1990,捷克斯洛伐克
24,剧情,动画,钱家,1981,中国大陆
25,动画,短片,靳,1955,中国大陆
26,动画,短片,徐景,1980,中国大陆
27,动画,短片,托默克·巴金斯,2004,波兰
28,短片,奇幻,路易斯·布努埃,1929,法国
29,剧情,动画,安德鲁·鲁赫,2010,澳大利亚
30,动画,短片,大森贵,2017,日本
31,剧情,动画,加藤久仁生,2008,日本
32,短片,unknown,詹姆斯·W·格里菲,2011,英国
33,剧情,动画,加藤久仁生,2008,日本
34,短片,奇幻,路易斯·布努埃,1929,法国
35,动画,短片,万古,1961,中国大陆
36,动画,短片,靳,1955,中国大陆
37,动画,短片,钱家,1981,中国大陆
38,动画,短片,马克·贝,unknown,英国
39,剧情,动画,克里斯托弗·劳恩斯,1989,西德
40,喜剧,动画,法布里斯·朱伯,2013,美国
41,动画,短片,Neil Coslet,2003,英国
42,喜剧,动画,嘉里·瑞德斯托,2007,美国
43,喜剧,动画,汤浅政,2004,日本
44,剧情,科幻,理查德·沙因克,2007,美国
45,动画,短片,特,1988,中国大陆
