,genre0,genre1,director0,ReleaseDate,region0
103,动画,短片,特,1960,中国大陆
104,动画,短片,刘蕙,1982,中国大陆
105,动画,短片,Neil Coslet,2003,英国
106,动画,短片,泰迪·牛,2010,美国
107,动画,短片,虞哲,1955,中国大陆
108,动画,短片,詹,1982,中国大陆
109,剧情,喜剧,黄信,2020,中国台湾
110,动作,动画,李,2010,中国大陆
111,喜剧,动画,布鲁诺·肖法,2017,美国
112,unknown,unknown,Don Mische,1983,美国
113,喜剧,动画,威廉·汉,1951,美国
114,动画,短片,陈,2018,中国大陆
115,动画,短片,克里斯·雷纳,2006,美国
116,纪录片,短片,路易斯·卢米埃,1895,法国
117,喜剧,动画,马克∙安德鲁,2005,美国
118,喜剧,动画,Doug Sweetlan,2008,美国
119,剧情,动画,克里斯托弗·劳恩斯,1989,西德
120,动画,短片,Péter Vác,2012,匈牙利
121,喜剧,动画,比尔·普莱姆,1997,美国
122,喜剧,动画,约瑟夫·巴伯,1955,美国
123,喜剧,动画,王柏,1981,中国大陆
124,动画,短片,拉夫·埃格尔斯,2000,美国
125,剧情,动画,菲利普·亨,2008,英国
126,纪录片,unknown,泽娜·布里斯,2005,美国
127,喜剧,动画,伯特·吉列,1933,美国
128,剧情,科幻,庵野秀,2021,日本
129,动画,短片,兰茜,2016,美国
130,动画,短片,方润,1979,中国大陆
131,喜剧,动画,Doug Sweetlan,2008,美国
132,剧情,动画,万籁,1961,中国大陆
133,动画,短片,万古,1959,中国大陆
134,喜剧,爱情,约翰·凯,2012,美国
135,动画,短片,约翰·拉塞,1986,美国
136,喜剧,动画,凯尔·巴尔,2015,美国
137,喜剧,短片,查理·卓别,1921,美国
138,喜剧,动画,蒂莫西·锐科,2012,英国
139,爱情,短片,盖伊·沙勒,unknown,美国
140,短片,同性,罗伯托·佩雷兹·托雷,2016,西班牙
141,纪录片,短片,路易斯·勒·普林,1887,英国
142,喜剧,动画,Nicholas Filipp,2010,美国
143,动画,短片,特,1960,中国大陆
