,genre0,genre1,director0,ReleaseDate,region0
0,喜剧,动画,约翰·拉塞,1995,美国
1,动画,奇幻,宫崎,1997,日本
2,喜剧,动画,徐景,1986,中国大陆
3,剧情,悬疑,M·奈特·沙马,1999,美国
4,剧情,动画,菲利普·亨,2008,英国
5,剧情,动画,Dony Permed,2006,美国
6,动画,短片,克里斯·雷纳,2006,美国
7,短片,unknown,乔治·阿尔培特·史密,1900,英国
8,剧情,短片,肖恩·克里斯汀,2012,美国
9,短片,unknown,雷内·克莱,1924,法国
10,纪录片,unknown,Sergei Miroshnichenk,1991,英国
11,剧情,动画,阿纳西奥斯·瓦卡利,2014,美国
12,动画,短片,刘蕙,1982,中国大陆
13,喜剧,动画,彼得·,2009,美国
14,剧情,动画,Dony Permed,2006,美国
15,喜剧,动画,杨·史云梅,1983,捷克斯洛伐克
16,纪录片,历史,克洛德·朗兹,1985,法国
17,动画,短片,刘蕙,1982,中国大陆
18,动画,短片,杨·史云梅,1967,捷克斯洛伐克
19,动画,短片,曲建,1981,中国大陆
20,喜剧,动画,彼得·,2009,美国
21,动画,短片,Michael Reicher,2008,德国
22,喜剧,科幻,安格斯·麦克莱,2008,美国
23,动画,短片,杨·史云梅,1964,捷克斯洛伐克
24,动画,短片,万古,1959,中国大陆
25,剧情,动画,钱家,1981,中国大陆
26,剧情,动画,钱家,1981,中国大陆
27,动画,短片,李,2009,中国大陆
28,剧情,科幻,让-吕克·戈达,1965,法国
29,剧情,动画,克里斯托弗·劳恩斯,1989,西德
30,动画,奇幻,王树,1983,中国大陆
31,喜剧,科幻,安格斯·麦克莱,2008,美国
32,爱情,短片,汤姆·提克,2004,法国
33,喜剧,动画,张松,1962,中国大陆
34,剧情,unknown,陈凯,2002,西班牙
35,剧情,动画,钱家,1981,中国大陆
36,动画,短片,刘蕙,1982,中国大陆
37,动画,短片,阎善,1980,中国大陆
38,动画,短片,马克斯·波,2017,法国
39,动画,短片,简·皮克,1997,美国
40,爱情,动画,萨施卡·昂塞尔,2013,美国
41,动画,短片,Michael Reicher,2008,德国
42,喜剧,科幻,安格斯·麦克莱,2008,美国
43,剧情,喜剧,今,2003,日本
44,剧情,科幻,丹尼斯·维伦纽,2016,美国
45,动画,短片,虞哲,1981,中国大陆
46,喜剧,动画,卡洛斯·沙尔丹,2002,美国
47,剧情,短片,约亨·亚历山大·弗雷丹,2007,德国
48,科幻,动画,今,2006,日本
49,纪录片,unknown,陈为,2007,中国大陆
50,剧情,短片,杰瑞米·康,2018,加拿大
51,动画,短片,约翰·拉塞,1986,美国
52,剧情,爱情,王家,1994,中国香港
53,剧情,战争,史蒂文·斯皮尔伯,1998,美国
54,喜剧,动画,希尔万·肖,2003,法国
55,纪录片,短片,路易斯·卢米埃,1895,法国
56,动画,短片,彼特·道格,2002,美国
57,爱情,短片,Chris Vincz,2006,英国
58,动画,短片,曲建,1981,中国大陆
59,爱情,短片,Juan Chapp,2008,阿根廷
60,短片,unknown,路易斯·勒·普林,1888,法国
61,喜剧,动画,史蒂夫·马蒂,2010,美国
62,剧情,冒险,杜家,2011,中国大陆
63,剧情,传记,柯蒂斯·汉,2011,美国
64,动画,短片,万古,1958,中国大陆
65,纪录片,短片,奥古斯特·卢米埃,1896,法国
66,剧情,爱情,望月智,1993,日本
67,短片,unknown,朱莉·戈蒂,2018,法国
68,喜剧,恐怖,爱德华·克莱,1921,美国
69,动画,短片,彼特·道格,2002,美国
70,动画,短片,布拉德·伯,2005,美国
71,剧情,爱情,达米恩·查泽,2016,美国
72,短片,奇幻,谢尔曼·杜拉,1928,法国
73,动画,短片,曲建,1981,中国大陆
74,爱情,短片,胡安乔·希门尼斯·佩,2016,西班牙
75,喜剧,动作,埃里克·达尼,2008,美国
76,动画,短片,泰迪·牛,2010,美国
77,动画,短片,杜鹏,2015,美国
78,动画,短片,刘蕙,1982,中国大陆
79,喜剧,动画,Doug Sweetlan,2008,美国
80,纪录片,西部,彭,2000,中国大陆
81,纪录片,音乐,斯派克·,2012,美国
82,剧情,喜剧,韦斯·安德,2021,美国
83,动画,短片,尤,1964,中国大陆
84,动画,短片,詹,1982,中国大陆
85,剧情,喜剧,今,2003,日本
86,喜剧,爱情,约翰·凯,2012,美国
87,动画,短片,彼特·道格,2002,美国
88,动画,短片,弗雷德里克·萨灵·特勒尔斯-史密,2015,丹麦
89,喜剧,动画,杨·史云梅,1983,捷克斯洛伐克
90,喜剧,动画,嘉里·瑞德斯托,2007,美国
91,喜剧,爱情,加里·特洛斯达,1991,美国
92,剧情,动画,罗伯特·近,2014,美国
93,动画,短片,中泽一,unknown,日本
94,动画,短片,瑞安·杰里米·伍德沃,2010,美国
95,动画,短片,布鲁诺·科莱,2019,法国
96,短片,同性,严何,2021,韩国
97,喜剧,动画,方昱,2016,中国大陆
98,动画,短片,虞哲,1955,中国大陆
99,动画,短片,万古,1961,中国大陆
100,喜剧,动作,巴斯特·基,1924,美国
101,喜剧,动画,尤金·法德仁科,unknown,加拿大
102,剧情,动画,菲利普·亨,2008,英国
