,genre0,genre1,director0,ReleaseDate,region0
43,剧情,犯罪,尹钟,2012,韩国
44,剧情,战争,斯坦利·库布里,1987,英国
45,动作,科幻,扎克·施奈,2013,美国
46,动作,惊悚,扬·德·邦,1994,美国
47,喜剧,动作,马修·沃,2014,英国
48,剧情,奇幻,李,2012,美国
49,西部,unknown,赛尔乔·莱昂,1965,意大利
50,剧情,动作,克里斯托弗·诺,2012,美国
51,喜剧,动作,元,1990,中国香港
52,喜剧,动作,周星,2004,中国大陆
53,动作,奇幻,肯尼思·布拉,2011,美国
54,喜剧,爱情,刘镇,1995,中国香港
55,喜剧,动作,马修·沃,2014,英国
56,剧情,奇幻,李,2012,美国
57,剧情,奇幻,李,2012,美国
58,喜剧,动作,王,1994,中国香港
59,动作,犯罪,皮埃尔·莫瑞,2004,法国
60,喜剧,动作,王,1992,中国香港
61,喜剧,爱情,王,1991,中国香港
62,动作,科幻,乔治·米,2015,澳大利亚
63,剧情,动作,元,1995,中国香港
64,动作,科幻,史蒂文·斯皮尔伯,2018,美国
65,剧情,动作,弗朗西斯·劳伦,2007,美国
66,剧情,动作,麦当,1997,中国香港
67,动作,科幻,詹姆斯·卡梅,1991,美国
68,动作,科幻,佩顿·里,2015,美国
69,剧情,惊悚,安东尼·福奎,2001,美国
70,喜剧,奇幻,蒂姆·波,2005,美国
71,科幻,惊悚,史蒂文·斯皮尔伯,1993,美国
72,剧情,动作,大卫·芬,1999,美国
73,剧情,爱情,陈可,1996,中国香港
74,剧情,动作,林超,2016,中国大陆
75,剧情,传记,潘文,1991,中国香港
76,动作,奇幻,王,1993,中国香港
77,剧情,惊悚,罗泓,2008,韩国
78,剧情,悬疑,柯蒂斯·汉,1997,美国
79,剧情,动作,弗朗西斯·劳伦,2007,美国
80,剧情,悬疑,斯派克·,2006,美国
81,西部,unknown,赛尔乔·莱昂,1965,意大利
82,动作,犯罪,林诣,2011,美国
83,剧情,动作,布莱恩·辛,2014,美国
84,喜剧,动作,洪金,1980,中国香港
85,动作,爱情,李惠,1992,中国香港
86,喜剧,动作,布拉德·伯,2004,美国
87,剧情,动作,弗朗西斯·劳伦,2007,美国
88,剧情,喜剧,昆汀·塔伦蒂,2019,美国
89,动作,科幻,亚历克斯·普罗亚,2004,美国
90,动作,科幻,道格·里,2014,美国
91,动作,武侠,胡金,1990,中国香港
92,悬疑,惊悚,温子,2013,美国
93,动作,科幻,迈克尔·,2007,美国
94,剧情,战争,史蒂文·斯皮尔伯,1998,美国
95,剧情,喜剧,王,1994,中国香港
96,动画,奇幻,宋岳,2014,中国大陆
97,喜剧,动作,马克·奥斯,2008,美国
98,动作,爱情,李惠,1992,中国香港
99,喜剧,动作,马修·沃,2014,英国
100,喜剧,爱情,李力,1993,中国香港
101,动作,科幻,罗兰·艾默里,1996,美国
102,动作,科幻,史蒂文·斯皮尔伯,2018,美国
103,剧情,喜剧,盖·里,1998,英国
104,喜剧,科幻,叶伟,1995,中国香港
105,喜剧,爱情,王,1991,中国香港
106,剧情,喜剧,王,1994,中国香港
107,剧情,动作,王,1994,中国香港
108,喜剧,动作,李力,1996,中国香港
109,科幻,动画,森本晃,1995,日本
110,剧情,动作,布莱恩·辛,2014,美国
111,科幻,惊悚,史蒂文·斯皮尔伯,1993,美国
112,动作,unknown,元新,2013,韩国
113,动作,科幻,乔恩·费,2008,美国
114,科幻,惊悚,史蒂文·斯皮尔伯,1993,美国
115,喜剧,动作,李力,1996,中国香港
116,剧情,科幻,渡边信一,2003,美国
117,动作,惊悚,多米尼克·塞,2000,美国
118,动作,科幻,迈克尔·,2007,美国
119,剧情,悬疑,曹保,2015,中国大陆
120,剧情,动作,元,1995,中国香港
