,genre0,genre1,director0,ReleaseDate,region0
0,剧情,爱情,蒂姆·波,1990,美国
1,剧情,奇幻,李,2012,美国
2,动作,科幻,乔斯·韦,2012,美国
3,剧情,动作,梅尔·吉布,1995,美国
4,剧情,战争,安德烈·塔可夫斯,1962,苏联
5,剧情,动作,梅尔·吉布,1995,美国
6,动作,科幻,迈克尔·,2007,美国
7,剧情,喜剧,盖·里,1998,英国
8,悬疑,惊悚,布莱恩·辛,1995,德国
9,剧情,悬疑,比利·怀尔,1957,美国
10,剧情,动作,彼得·杰克,2003,美国
11,喜剧,奇幻,刘镇,1993,中国香港
12,动作,科幻,史蒂文·斯皮尔伯,2018,美国
13,剧情,科幻,庵野秀,1997,日本
14,喜剧,奇幻,蒂姆·波,2005,美国
15,喜剧,爱情,李力,1993,中国香港
16,动作,科幻,安东尼·罗,2014,美国
17,剧情,喜剧,姜,2010,中国大陆
18,动作,科幻,詹姆斯·卡梅,2009,美国
19,动作,犯罪,林诣,2011,美国
20,剧情,惊悚,刘伟,2003,中国香港
21,剧情,科幻,克里斯托弗·诺,2010,美国
22,剧情,喜剧,王家,1995,中国香港
23,动作,科幻,詹姆斯·卡梅,2009,美国
24,动画,奇幻,宫崎,2004,日本
25,剧情,动作,王家,1994,中国香港
26,剧情,科幻,雷德利·斯科,2015,英国
27,动作,科幻,詹姆斯·卡梅,2009,美国
28,动作,犯罪,林诣,2011,美国
29,悬疑,惊悚,佐米·希尔,2009,美国
30,剧情,爱情,陈可,1996,中国香港
31,剧情,犯罪,弗朗西斯·福特·科波,1990,美国
32,动作,历史,吴宇,2002,美国
33,动画,奇幻,宫崎,2004,日本
34,剧情,动作,吴宇,1986,中国香港
35,动作,犯罪,林诣,2011,美国
36,剧情,奇幻,李,2012,美国
37,动作,奇幻,阿兰·泰,2013,美国
38,剧情,动作,皮埃尔·莫瑞,2008,法国
39,喜剧,动作,元,1993,中国香港
40,悬疑,惊悚,克里斯托弗·诺,1998,英国
41,剧情,西部,凯文·科斯特,1990,美国
42,动作,科幻,安东尼·罗,2014,美国
