,genre0,genre1,director0,ReleaseDate,region0
0,剧情,爱情,乔·赖,2005,法国
1,动作,科幻,詹姆斯·卡梅,2009,美国
2,动作,科幻,迈克尔·,2007,美国
3,动作,科幻,詹姆斯·卡梅,2009,美国
4,剧情,音乐,罗曼·波兰斯,2002,英国
5,剧情,动作,雷德利·斯科,2000,美国
6,动作,科幻,乔恩·费,2008,美国
7,剧情,喜剧,周星,1999,中国香港
8,剧情,惊悚,乔纳森·戴,1991,美国
9,剧情,惊悚,罗泓,2008,韩国
10,剧情,犯罪,安德鲁·尼科,2005,法国
11,喜剧,爱情,王,1991,中国香港
12,科幻,悬疑,邓肯·琼,2011,美国
13,剧情,动画,冲浦启,1999,日本
14,爱情,奇幻,程小,1987,中国香港
15,喜剧,爱情,刘镇,1995,中国香港
16,剧情,科幻,克里斯托弗·诺,2010,美国
17,剧情,动作,大卫·芬,1999,美国
18,科幻,惊悚,斯坦利·库布里,1968,英国
19,剧情,悬疑,马丁·斯科塞,2010,美国
20,剧情,犯罪,弗朗西斯·福特·科波,1974,美国
21,剧情,动作,丹尼斯·维伦纽,2017,美国
22,爱情,奇幻,程小,1990,中国香港
23,科幻,惊悚,史蒂文·斯皮尔伯,1993,美国
24,喜剧,动画,瑞奇·摩,2012,美国
25,剧情,动作,张艺,2002,中国大陆
26,剧情,动作,克里斯托弗·诺,2012,美国
27,喜剧,科幻,罗伯特·泽米吉,1985,美国
28,剧情,悬疑,马丁·斯科塞,2010,美国
29,剧情,悬疑,詹姆斯·曼高,2003,美国
30,剧情,爱情,李,2000,中国台湾
31,动作,科幻,吴宇,1997,美国
32,剧情,传记,梅尔·吉布,2016,澳大利亚
33,动作,科幻,安东尼·罗,2014,美国
34,剧情,动作,陈嘉,1994,中国香港
35,剧情,悬疑,马丁·斯科塞,2010,美国
36,剧情,悬疑,路易斯·莱特里,2013,美国
37,动作,科幻,詹姆斯·卡梅,2009,美国
38,动作,爱情,乔恩·阿米,1999,美国
39,喜剧,动作,唐季,1995,中国香港
40,剧情,悬疑,金秉,2013,韩国
41,剧情,动作,彼得·杰克,2003,美国
42,动作,科幻,扎克·施奈,2021,美国
43,动作,惊悚,金成,2014,韩国
44,剧情,历史,理查德·弗莱,1970,日本
45,动作,科幻,迈克尔·,2007,美国
46,动作,科幻,亚历克斯·普罗亚,2004,美国
47,动作,科幻,迈克尔·,2009,美国
48,动作,科幻,史蒂文·斯皮尔伯,2018,美国
49,动作,西部,萨姆·佩金,1969,美国
50,动作,科幻,乔斯·韦,2012,美国
51,剧情,喜剧,王,1990,中国香港
52,喜剧,爱情,刘镇,1995,中国香港
53,动作,科幻,山姆·雷,2002,美国
54,剧情,喜剧,姜,2010,中国大陆
55,动作,科幻,乔恩·费,2008,美国
56,剧情,悬疑,路易斯·莱特里,2013,美国
57,动作,科幻,史蒂文·斯皮尔伯,2018,美国
58,剧情,惊悚,刘伟,2003,中国香港
59,动作,科幻,乔治·米,2015,澳大利亚
60,喜剧,爱情,李力,1993,中国香港
61,剧情,喜剧,王,1990,中国香港
62,剧情,喜剧,昆汀·塔伦蒂,1994,美国
63,剧情,动作,杜琪,1999,中国香港
64,动作,科幻,道格·里,2014,美国
65,科幻,惊悚,史蒂文·斯皮尔伯,1993,美国
66,喜剧,动作,王,1994,中国香港
67,喜剧,科幻,罗伯特·泽米吉,1985,美国
68,动作,奇幻,派蒂·杰金,2017,美国
69,剧情,动作,杜琪,1999,中国香港
70,喜剧,爱情,刘镇,1995,中国香港
71,剧情,科幻,史蒂文·斯皮尔伯,1982,美国
72,剧情,犯罪,马丁·斯科塞,1976,美国
73,剧情,动作,王,1998,中国香港
74,剧情,战争,马克·赫尔,2008,英国
75,剧情,动作,吴宇,1990,中国香港
76,剧情,动作,元,1994,中国香港
77,剧情,悬疑,马丁·斯科塞,2010,美国
78,动作,冒险,迈克尔·,1996,美国
79,动作,科幻,乔斯·韦,2012,美国
80,悬疑,惊悚,克里斯托弗·诺,1998,英国
81,剧情,动作,约翰·福,1939,美国
82,动作,惊悚,米凯尔·哈弗斯特罗,2013,美国
83,动作,科幻,乔·沃,2017,美国
84,喜剧,家庭,高志,1984,中国香港
85,动作,奇幻,王,1993,中国香港
86,动画,奇幻,宫崎,1986,日本
87,动作,科幻,乔恩·费,2008,美国
88,剧情,传记,史蒂文·斯皮尔伯,2002,美国
89,科幻,惊悚,雷德利·斯科,1982,美国
90,动作,奇幻,阿兰·泰,2013,美国
91,剧情,喜剧,李小,1972,中国香港
92,动作,科幻,拉娜·沃卓斯,2003,美国
93,动作,科幻,詹姆斯·古,2014,美国
94,剧情,历史,罗兰·艾默里,2019,中国大陆
95,喜剧,动作,李力,1996,中国香港
96,动画,奇幻,宫崎,1997,日本
97,喜剧,动画,埃里克·达尼,2005,美国
98,剧情,爱情,王家,1990,中国香港
99,动作,科幻,乔恩·费,2008,美国
100,喜剧,奇幻,刘镇,1993,中国香港
101,科幻,惊悚,史蒂文·斯皮尔伯,1993,美国
102,动作,科幻,詹姆斯·古,2014,美国
103,剧情,喜剧,赵良,2002,中国香港
104,喜剧,古装,杜琪,1992,中国香港
105,喜剧,动作,谷德,1996,中国香港
106,喜剧,动作,谷德,1996,中国香港
107,剧情,动作,元,1994,中国香港
108,喜剧,古装,杜琪,1992,中国香港
109,剧情,动画,冲浦启,1999,日本
110,喜剧,动作,蒂姆·米,2016,美国
111,动作,科幻,亚历克斯·普罗亚,2004,美国
112,剧情,动作,柳昇,2015,韩国
113,动作,科幻,道格·里,2014,美国
114,动作,科幻,山姆·雷,2002,美国
115,喜剧,动作,李力,1994,中国香港
116,剧情,动画,冲浦启,1999,日本
117,动作,惊悚,吴宇,1996,美国
118,科幻,惊悚,雷德利·斯科,1982,美国
119,剧情,动作,奉俊,2003,韩国
120,剧情,动作,徐,1992,中国香港
