,genre0,genre1,director0,ReleaseDate,region0
52,剧情,爱情,达米恩·查泽,2016,美国
53,喜剧,unknown,比利·怀尔,1959,美国
54,剧情,爱情,伍迪·艾,2011,西班牙
55,剧情,爱情,王家,2000,中国香港
56,喜剧,爱情,巴斯特·基,1925,美国
57,剧情,爱情,乔·赖,2005,法国
58,剧情,爱情,李,2000,中国台湾
59,喜剧,爱情,刘镇,1995,中国香港
60,剧情,喜剧,史蒂文·斯皮尔伯,2004,美国
61,剧情,爱情,史蒂芬·戴德,2008,美国
62,剧情,爱情,王家,1994,中国香港
63,剧情,爱情,尼克·卡萨维,2004,美国
64,剧情,爱情,达米恩·查泽,2016,美国
65,剧情,爱情,诺亚·鲍姆巴,2019,英国
66,剧情,爱情,詹姆斯·伊沃,1987,英国
67,剧情,爱情,詹姆斯·卡梅,1997,美国
68,剧情,爱情,罗勒·莎,2011,美国
69,剧情,爱情,弗兰克·皮尔,2003,美国
70,科幻,动画,今,2006,日本
71,剧情,爱情,达米恩·查泽,2016,美国
72,剧情,unknown,杨德,1985,中国台湾
73,剧情,爱情,陈可,1996,中国香港
74,剧情,动画,宫崎,2001,日本
75,剧情,喜剧,罗伯·莱,2010,美国
76,剧情,喜剧,威廉·惠,1953,美国
77,悬疑,惊悚,阿尔弗雷德·希区柯,1935,英国
78,剧情,传记,大卫·芬,2010,美国
79,剧情,喜剧,拉吉库马尔·希拉,2009,印度
80,剧情,动作,王家,2008,中国香港
81,剧情,爱情,王家,2000,中国香港
82,剧情,喜剧,王,1990,中国香港
83,剧情,传记,冯小,2007,中国大陆
84,剧情,爱情,让-吕克·戈达,1960,法国
85,剧情,爱情,罗勒·莎,2011,美国
86,动作,武侠,张鑫,1982,中国大陆
87,剧情,喜剧,李,1993,中国台湾
88,剧情,同性,Fernanda Cardos,2010,美国
89,剧情,爱情,让-吕克·戈达,1960,法国
90,剧情,爱情,王家,2000,中国香港
91,剧情,家庭,肯尼思·洛纳,2016,美国
92,剧情,爱情,近藤喜,1995,日本
93,剧情,喜剧,让-皮埃尔·热,2001,法国
94,剧情,喜剧,理查德·柯蒂,2003,英国
95,剧情,动作,路,2014,中国大陆
96,剧情,喜剧,让-皮埃尔·热,2001,法国
97,剧情,爱情,英格玛·伯格,1972,瑞典
98,剧情,同性,罗宾·坎皮,2017,法国
99,剧情,科幻,理查德·沙因克,2007,美国
100,喜剧,动画,约翰·拉塞,1995,美国
101,剧情,爱情,王家,1994,中国香港
102,爱情,战争,严,1990,中国香港
103,剧情,unknown,费德里科·费里,1954,意大利
104,剧情,爱情,理查德·林克莱,1995,美国
105,剧情,爱情,列昂蒂内·萨,1931,德国
106,剧情,传记,西奥多·梅尔,2016,美国
107,剧情,爱情,关锦,2001,中国大陆
108,喜剧,unknown,比利·怀尔,1959,美国
109,剧情,传记,史蒂芬·戴德,2002,美国
110,剧情,悬疑,朴赞,2016,韩国
111,剧情,unknown,贾樟,2008,中国大陆
112,剧情,爱情,佩德罗·阿莫多,2002,西班牙
113,喜剧,动作,盖·里,2019,英国
114,剧情,爱情,杨德,2000,中国台湾
115,剧情,爱情,理查德·林克莱,2004,美国
116,剧情,unknown,维姆·文德,1984,西德
117,剧情,爱情,侯孝,1986,中国台湾
118,剧情,unknown,费德里科·费里,1954,意大利
119,剧情,动画,万籁,1961,中国大陆
120,剧情,动作,王,1998,中国香港
121,剧情,悬疑,阿尼什·查甘,2018,美国
122,喜剧,爱情,罗伯特·路克蒂,2001,美国
123,剧情,爱情,安东尼·明格,1996,美国
124,剧情,家庭,许鞍,1990,中国香港
125,剧情,爱情,拉斯·霍尔斯道,2000,英国
126,剧情,爱情,张婉,1987,中国香港
127,剧情,动作,特德·科特切,1982,美国
128,动画,奇幻,新海,2011,日本
129,剧情,喜剧,让-皮埃尔·热,2001,法国
130,剧情,喜剧,比利·怀尔,1960,美国
131,喜剧,爱情,埃迪森·特斯利卡,2009,泰国
132,剧情,家庭,是枝裕,2016,日本
133,剧情,爱情,王家,1994,中国香港
134,剧情,爱情,王家,1994,中国香港
135,剧情,爱情,王家,2000,中国香港
136,剧情,喜剧,肯·卡皮,2009,美国
137,剧情,爱情,王家,1994,中国香港
138,剧情,爱情,茂文·勒鲁,1940,美国
139,剧情,同性,罗宾·坎皮,2017,法国
140,剧情,爱情,佩德罗·阿莫多,2009,西班牙
141,剧情,爱情,王家,1997,中国香港
142,喜剧,爱情,巴斯特·基,1925,美国
143,剧情,爱情,李,2007,中国台湾
144,喜剧,爱情,盖瑞·马歇,1990,美国
145,剧情,爱情,土井裕,2021,日本
146,动画,歌舞,克莱德·杰洛尼,1951,美国
147,爱情,动画,大地丙太,2016,日本
148,动作,动画,外崎春,2019,日本
149,喜剧,家庭,克里斯·哥伦,1990,美国
150,剧情,爱情,克日什托夫·基耶斯洛夫斯,1993,法国
151,剧情,爱情,娄,2000,中国大陆
152,剧情,爱情,王家,2000,中国香港
153,剧情,动作,徐,1992,中国香港
154,剧情,喜剧,威廉·惠,1953,美国
155,剧情,爱情,尼克·卡萨维,2004,美国
156,剧情,爱情,理查德·拉·格拉文,2007,美国
157,剧情,喜剧,让-皮埃尔·热,2001,法国
158,剧情,爱情,尼克·卡萨维,2004,美国
159,动画,歌舞,Jim Kammeru,2000,美国
160,剧情,战争,弗朗西斯·福特·科波,1979,美国
161,剧情,同性,布莱恩·辛,2018,英国
162,剧情,爱情,张艺,2014,中国大陆
163,剧情,爱情,近藤喜,1995,日本
164,剧情,爱情,阿德里安·莱,1997,法国
165,剧情,动作,元,1994,中国香港
166,剧情,爱情,郭在,2003,韩国
167,剧情,爱情,詹姆斯·卡梅,1997,美国
168,剧情,爱情,陈可,1996,中国香港
169,剧情,爱情,王家,1990,中国香港
170,剧情,喜剧,让-皮埃尔·热,2001,法国
171,剧情,喜剧,郭在,2001,韩国
172,剧情,爱情,迈克·尼科尔,2004,美国
173,剧情,爱情,达米恩·查泽,2016,美国
174,剧情,喜剧,肯·卡皮,2009,美国
175,剧情,喜剧,彭浩,2010,中国香港
176,喜剧,古装,杜琪,1992,中国香港
177,剧情,喜剧,让-皮埃尔·热,2001,法国
178,剧情,unknown,克日什托夫·基耶斯洛夫斯,1987,波兰
179,剧情,爱情,陈可,1996,中国香港
180,爱情,战争,严,1990,中国香港
181,剧情,喜剧,林育,2011,中国台湾
182,爱情,unknown,杜琪,2003,中国香港
183,剧情,爱情,王家,1990,中国香港
184,剧情,unknown,园子,2011,日本
185,剧情,喜剧,徐誉,2018,中国台湾
186,剧情,爱情,迈克尔·,2001,美国
187,悬疑,惊悚,阿尔弗雷德·希区柯,1948,美国
188,剧情,爱情,西娅·夏罗,2016,英国
189,剧情,爱情,滨口龙,2021,日本
190,剧情,动画,巴里·库,1998,美国
191,剧情,爱情,尼克·卡萨维,2004,美国
192,剧情,科幻,丹尼斯·维伦纽,2016,美国
193,剧情,冒险,弗兰克·马歇,2006,美国
194,剧情,爱情,伍迪·艾,2011,西班牙
195,剧情,unknown,杨德,1994,中国台湾
196,剧情,爱情,阿伦·雷,1961,法国
197,剧情,爱情,克日什托夫·基耶斯洛夫斯,1993,法国
198,剧情,喜剧,王家,1995,中国香港
199,剧情,喜剧,埃里克·侯,1990,法国
200,喜剧,爱情,巴斯特·基,1925,美国
201,剧情,喜剧,王,1990,中国香港
202,剧情,爱情,达米恩·查泽,2016,美国
203,剧情,unknown,费德里科·费里,1954,意大利
204,剧情,家庭,加布里埃莱·穆奇,2006,美国
205,剧情,爱情,陈可,1996,中国香港
206,剧情,悬疑,克里斯托弗·诺,2000,美国
207,剧情,爱情,英格玛·伯格,1969,瑞典
208,剧情,爱情,乔·赖,2007,英国
209,剧情,喜剧,王,1994,中国香港
210,剧情,爱情,王家,1994,中国香港
211,剧情,爱情,巴兹·鲁赫,2001,澳大利亚
212,剧情,爱情,埃里克·侯,1969,法国
213,剧情,爱情,莱奥·卡拉克,1991,法国
214,剧情,喜剧,肯·卡皮,2009,美国
215,剧情,喜剧,肯·卡皮,2009,美国
216,喜剧,爱情,罗杰·米歇,1999,英国
217,剧情,爱情,安德鲁·海,2011,英国
