,genre0,genre1,director0,ReleaseDate,region0
161,剧情,爱情,布鲁诺·努,1988,法国
162,剧情,爱情,娄,2000,中国大陆
163,喜剧,动画,森田宏,2002,日本
164,剧情,爱情,李,2007,中国台湾
165,动作,武侠,张鑫,1982,中国大陆
166,喜剧,爱情,薛晓,2013,中国大陆
167,喜剧,爱情,刘镇,1995,中国香港
168,剧情,爱情,王家,2000,中国香港
169,剧情,动作,路,2014,中国大陆
170,剧情,犯罪,岩井俊,1996,日本
171,剧情,喜剧,彭浩,2010,中国香港
172,剧情,爱情,尼克·卡萨维,2004,美国
173,爱情,unknown,郑址,2019,韩国
174,剧情,爱情,陈可,1996,中国香港
175,剧情,爱情,王家,2004,中国香港
176,剧情,喜剧,王,1990,中国香港
177,剧情,喜剧,威廉·惠,1953,美国
178,剧情,爱情,杨德,2000,中国台湾
179,剧情,喜剧,杨·塞谬,2003,法国
180,剧情,爱情,陈可,1996,中国香港
181,剧情,爱情,丹尼·博伊,2008,英国
182,剧情,爱情,尔冬,2003,中国香港
183,喜剧,爱情,刘镇,1995,中国香港
184,剧情,犯罪,杨德,1991,中国台湾
185,剧情,爱情,卢卡·瓜达尼,2017,意大利
186,剧情,爱情,西德尼·波拉,1985,美国
187,悬疑,惊悚,阿尔弗雷德·希区柯,1935,英国
188,剧情,爱情,乔·赖,2005,法国
189,剧情,unknown,费德里科·费里,1954,意大利
190,动画,歌舞,克莱德·杰洛尼,1953,美国
191,剧情,喜剧,诺拉·艾芙,1993,美国
192,剧情,科幻,安德鲁·尼科,1997,美国
193,剧情,unknown,山田,2015,日本
194,剧情,同性,布莱恩·辛,2018,英国
195,剧情,奇幻,姜,2007,中国大陆
196,剧情,爱情,米开朗基罗·安东尼奥,1962,意大利
197,剧情,爱情,杨德,2000,中国台湾
198,剧情,爱情,莱奥·卡拉克,1991,法国
199,剧情,爱情,阿伦·雷,1961,法国
200,喜剧,动作,巴斯特·基,1924,美国
201,喜剧,动作,元,1990,中国香港
202,剧情,爱情,张艺,1999,中国大陆
203,剧情,历史,王,1992,中国台湾
204,剧情,传记,丹尼·博伊,2010,美国
205,剧情,爱情,约翰·卡,2006,美国
206,剧情,爱情,詹姆斯·卡梅,1997,美国
207,剧情,unknown,英格玛·伯格,2003,瑞典
208,剧情,爱情,王家,1994,中国香港
209,喜剧,动作,王,1992,中国香港
210,剧情,喜剧,罗伯·莱,1989,美国
211,喜剧,爱情,斯坦利·多,1952,美国
212,剧情,喜剧,埃里克·侯,1981,法国
213,剧情,爱情,马丁·斯科塞,1993,美国
214,剧情,喜剧,罗伯·莱,1989,美国
215,剧情,爱情,乔·赖,2005,法国
216,喜剧,爱情,克洛德·皮诺,1988,法国
217,剧情,爱情,詹姆斯·伊沃,1987,英国
