,genre0,genre1,director0,ReleaseDate,region0
47,动作,犯罪,林诣,2009,美国
48,动作,奇幻,彼得·杰克,2012,美国
49,剧情,喜剧,黑泽,1962,日本
50,动作,犯罪,林诣,2013,美国
51,喜剧,动作,李力,1996,中国香港
52,喜剧,动作,马修·沃,2017,英国
53,动作,科幻,乔恩·费,2010,美国
54,喜剧,爱情,李力,1993,中国香港
55,动作,惊悚,J·J·艾布拉姆,2006,美国
56,动作,奇幻,戈尔·维宾斯,2003,美国
57,动作,奇幻,彼得·杰克,2013,美国
58,动作,战争,徐,1989,中国香港
59,动作,冒险,迈克尔·,1996,美国
60,喜剧,犯罪,宁,2006,中国大陆
61,喜剧,动作,王,1992,中国香港
62,动作,惊悚,昆汀·塔伦蒂,2004,美国
63,剧情,动作,吴宇,1987,中国香港
64,科幻,惊悚,雷德利·斯科,1982,美国
65,动作,科幻,迈克尔·,2009,美国
66,剧情,动作,林岭,1991,中国香港
67,剧情,科幻,理查德·沙因克,2007,美国
68,剧情,动作,布莱恩·辛,2014,美国
69,剧情,动作,何塞·帕迪里,2007,巴西
70,动作,奇幻,戈尔·维宾斯,2006,美国
71,动作,科幻,厄文·克什,1980,美国
72,剧情,犯罪,托尼·凯,1998,美国
73,剧情,爱情,张婉,1987,中国香港
74,动作,战争,吴,2017,中国大陆
75,剧情,惊悚,杜琪,2005,中国香港
76,剧情,动作,徐,1992,中国香港
77,剧情,动作,罗泓,2010,韩国
78,剧情,惊悚,布莱恩·德·帕尔,1993,美国
79,动作,科幻,亚历克斯·普罗亚,2004,美国
80,剧情,悬疑,柯蒂斯·汉,1997,美国
81,剧情,喜剧,黑泽,1962,日本
82,动作,冒险,迈克尔·,1996,美国
83,动作,科幻,乔恩·费,2008,美国
84,喜剧,动作,林正,1989,中国香港
85,剧情,爱情,李,2000,中国台湾
86,喜剧,动作,吕寅,2011,美国
87,剧情,动作,布莱恩·辛,2014,美国
88,喜剧,犯罪,盖·里,2000,英国
89,动作,科幻,乔治·卢卡,2002,美国
90,剧情,动作,马修·沃,2011,美国
91,剧情,动作,徐,1991,中国香港
92,动作,科幻,亚历山大·维,2004,德国
93,剧情,动作,布莱恩·辛,2014,美国
94,剧情,战争,萨姆·门德,2019,美国
95,喜剧,动作,巴里·索南菲尔,2002,美国
96,动画,儿童,王,2011,中国大陆
97,喜剧,动画,约翰·拉塞,1995,美国
98,剧情,爱情,李,2000,中国台湾
99,动作,惊悚,克里斯托弗·麦奎,2015,美国
100,剧情,喜剧,王,1994,中国香港
101,剧情,动作,弗朗西斯·劳伦,2007,美国
102,动作,科幻,安东尼·罗,2016,美国
103,剧情,喜剧,彭浩,2003,中国香港
104,喜剧,动作,李力,1996,中国香港
105,喜剧,动作,李力,1994,中国香港
106,喜剧,动作,王,1992,中国香港
107,剧情,动作,徐,1992,中国香港
108,喜剧,unknown,陈嘉,1992,中国香港
109,科幻,动画,森本晃,1995,日本
110,动作,科幻,詹姆斯·古,2017,美国
111,动作,科幻,理查德·马昆,1983,美国
112,剧情,动作,皮埃尔·莫瑞,2008,法国
113,剧情,动作,马特·里夫,2014,美国
114,动作,科幻,詹姆斯·卡梅,1991,美国
115,喜剧,动作,王,1992,中国香港
116,科幻,动画,森本晃,1995,日本
117,动作,冒险,迈克尔·,1996,美国
118,动作,科幻,厄文·克什,1980,美国
119,剧情,悬疑,奥里奥尔·保,2016,西班牙
120,剧情,喜剧,李小,1972,中国香港
