,genre0,genre1,director0,ReleaseDate,region0
44,剧情,战争,安德烈·塔可夫斯,1962,苏联
45,剧情,动作,布莱恩·辛,2014,美国
46,动作,科幻,詹姆斯·卡梅,1991,美国
47,动作,悬疑,保罗·格林格拉,2007,美国
48,奇幻,冒险,克里斯·哥伦,2002,英国
49,动作,西部,赛尔乔·莱昂,1964,意大利
50,喜剧,动作,马修·沃,2014,英国
51,剧情,喜剧,王,1994,中国香港
52,动作,惊悚,布拉德·伯,2011,美国
53,动作,科幻,路易斯·莱特里,2008,美国
54,喜剧,奇幻,拉吉库马尔·希拉,2014,印度
55,剧情,动作,皮埃尔·莫瑞,2008,法国
56,剧情,动作,彼得·杰克,2001,新西兰
57,奇幻,冒险,克里斯·哥伦,2002,英国
58,动作,惊悚,潘文,1996,中国香港
59,动作,悬疑,保罗·格林格拉,2007,美国
60,喜剧,动作,李力,1996,中国香港
61,喜剧,动作,李力,1994,中国香港
62,剧情,动作,大卫·芬,1999,美国
63,动作,西部,韦家,1995,中国香港
64,动作,科幻,莉莉·沃卓斯,1999,美国
65,动作,科幻,亚历克斯·普罗亚,2004,美国
66,剧情,惊悚,杜琪,2005,中国香港
67,动作,科幻,亚历克斯·普罗亚,2004,美国
68,动作,科幻,乔恩·费,2008,美国
69,剧情,动作,皮埃尔·莫瑞,2008,法国
70,剧情,动作,彼得·杰克,2001,新西兰
71,喜剧,科幻,罗伯特·泽米吉,1985,美国
72,惊悚,犯罪,昆汀·塔伦蒂,1992,美国
73,剧情,unknown,杜琪,1996,中国香港
74,剧情,历史,克里斯托弗·诺,2017,英国
75,剧情,动作,麦当,1997,中国香港
76,喜剧,动作,元,1993,中国香港
77,剧情,动作,奉俊,2003,韩国
78,剧情,传记,马丁·斯科塞,1990,美国
79,动作,科幻,拉娜·沃卓斯,2003,美国
80,剧情,悬疑,格里高利·霍布里,1996,美国
81,剧情,动作,黑泽,1943,日本
82,动作,惊悚,布拉德·伯,2011,美国
83,动作,奇幻,阿兰·泰,2013,美国
84,喜剧,动作,刘观,1987,中国香港
85,剧情,动作,路,2014,中国大陆
86,喜剧,动画,布拉德·伯,2007,美国
87,动作,科幻,迈克尔·,2007,美国
88,剧情,喜剧,伊桑·科,2018,美国
89,动作,科幻,J·J·艾布拉姆,2009,美国
90,动作,科幻,加文·胡,2009,美国
91,喜剧,动作,元,1993,中国香港
92,悬疑,恐怖,克里斯多夫·甘,2006,加拿大
93,动作,科幻,乔斯·韦,2012,美国
94,剧情,战争,亚伦·施耐,2020,美国
95,动作,科幻,拉娜·沃卓斯,2003,美国
96,剧情,动画,万籁,1961,中国大陆
97,剧情,动画,巴里·库,1998,美国
98,剧情,动作,张艺,2002,中国大陆
99,动作,科幻,安东尼·罗,2016,美国
100,喜剧,动作,王,1992,中国香港
101,动作,科幻,迈克尔·,2007,美国
102,动作,奇幻,塔伊加·维迪,2017,美国
103,剧情,喜剧,彭浩,2005,中国香港
104,喜剧,动作,王,1992,中国香港
105,喜剧,科幻,叶伟,1995,中国香港
106,喜剧,科幻,叶伟,1995,中国香港
107,喜剧,动作,元,1993,中国香港
108,喜剧,科幻,叶伟,1995,中国香港
109,剧情,喜剧,渡边信一,2001,日本
110,动作,科幻,佩顿·里,2015,美国
111,喜剧,科幻,罗伯特·泽米吉,1985,美国
112,剧情,动作,柳昇,2013,韩国
113,动作,科幻,亚历克斯·普罗亚,2004,美国
114,动作,科幻,迈克尔·,2007,美国
115,喜剧,动作,陈嘉,1991,中国香港
116,科幻,动画,Takeshi Koik,2003,美国
117,剧情,动作,沃尔夫冈·彼德,1997,美国
118,喜剧,科幻,罗伯特·泽米吉,1985,美国
119,剧情,传记,史蒂文·斯皮尔伯,2002,美国
120,剧情,动作,罗伯特·高洛,1978,中国香港
