,genre0,genre1,director0,ReleaseDate,region0
0,剧情,爱情,詹姆斯·卡梅,1997,美国
1,动作,奇幻,彼得·杰克,2013,美国
2,动作,科幻,莉莉·沃卓斯,1999,美国
3,动作,奇幻,彼得·杰克,2013,美国
4,剧情,战争,斯坦利·库布里,1987,英国
5,动作,奇幻,彼得·杰克,2012,美国
6,动作,科幻,詹姆斯·卡梅,1991,美国
7,喜剧,爱情,李力,1993,中国香港
8,剧情,悬疑,大卫·芬,1995,美国
9,剧情,悬疑,金秉,2013,韩国
10,剧情,动作,雷德利·斯科,2000,美国
11,喜剧,爱情,李力,1993,中国香港
12,剧情,科幻,克里斯托弗·诺,2010,美国
13,科幻,动画,森本晃,1995,日本
14,奇幻,冒险,克里斯·哥伦,2001,美国
15,喜剧,奇幻,刘镇,1993,中国香港
16,动作,科幻,拉娜·沃卓斯,2003,美国
17,剧情,犯罪,昆汀·塔伦蒂,2015,美国
18,动作,科幻,詹姆斯·卡梅,1991,美国
19,动作,冒险,迈克尔·,1996,美国
20,惊悚,犯罪,杜琪,2006,中国香港
21,动作,科幻,詹姆斯·卡梅,2009,美国
22,剧情,爱情,王家,2000,中国香港
23,动作,科幻,拉娜·沃卓斯,2003,美国
24,喜剧,动画,彼特·道格,2001,美国
25,剧情,动作,徐,1991,中国香港
26,动作,科幻,詹姆斯·卡梅,1991,美国
27,动作,科幻,詹姆斯·卡梅,1991,美国
28,动作,冒险,迈克尔·,1996,美国
29,恐怖,unknown,斯坦利·库布里,1980,英国
30,剧情,爱情,王家,2000,中国香港
31,剧情,惊悚,刘伟,2002,中国香港
32,剧情,战争,史蒂文·斯皮尔伯,1998,美国
33,喜剧,动画,约翰·拉塞,1995,美国
34,剧情,惊悚,刘伟,2003,中国香港
35,动作,冒险,迈克尔·,1996,美国
36,剧情,动作,彼得·杰克,2002,美国
37,动作,科幻,安东尼·罗,2018,美国
38,动作,科幻,吴宇,1997,美国
39,剧情,动作,徐,1992,中国香港
40,剧情,动作,奉俊,2003,韩国
41,剧情,历史,雷德利·斯科,2005,英国
42,动作,科幻,拉娜·沃卓斯,2003,美国
43,剧情,动作,朴赞,2002,韩国
44,剧情,历史,黑泽,1957,日本
45,动作,科幻,拉娜·沃卓斯,2003,美国
46,剧情,动作,西蒙·韦斯,1997,美国
47,动作,惊悚,布拉德·伯,2011,美国
48,剧情,动作,彼得·杰克,2002,美国
49,剧情,动作,冈本喜,1966,日本
50,动作,惊悚,克里斯托弗·麦奎,2015,美国
51,喜剧,动作,陈嘉,1991,中国香港
52,喜剧,爱情,李力,1993,中国香港
53,动作,科幻,乔斯·韦,2012,美国
54,剧情,喜剧,王,1994,中国香港
55,动作,悬疑,保罗·格林格拉,2007,美国
56,动作,奇幻,彼得·杰克,2012,美国
57,剧情,动作,彼得·杰克,2001,新西兰
58,剧情,动作,吴宇,1989,中国香港
59,剧情,动作,皮埃尔·莫瑞,2008,法国
60,喜剧,动作,李力,1994,中国香港
61,喜剧,动作,陈嘉,1991,中国香港
62,剧情,动作,昆汀·塔伦蒂,2012,美国
63,剧情,动作,吴宇,1990,中国香港
64,剧情,科幻,丹尼斯·维伦纽,2016,美国
65,动作,科幻,乔恩·费,2008,美国
66,剧情,动作,吴宇,1987,中国香港
67,剧情,动作,弗朗西斯·劳伦,2007,美国
68,动作,科幻,安东尼·罗,2016,美国
69,剧情,动作,F·加里·格,1998,美国
70,动作,奇幻,彼得·杰克,2012,美国
71,动作,科幻,拉娜·沃卓斯,2003,美国
72,动作,惊悚,昆汀·塔伦蒂,2003,美国
73,剧情,家庭,杜琪,1989,中国香港
74,剧情,传记,梅尔·吉布,2016,澳大利亚
75,剧情,动作,杜琪,1999,中国香港
76,喜剧,动作,袁和,1993,中国香港
77,剧情,动作,朴赞,2002,韩国
78,剧情,传记,迈克·内威,1997,美国
79,动作,科幻,迈克尔·,2007,美国
80,悬疑,惊悚,布莱恩·辛,1995,德国
81,剧情,动作,冈本喜,1966,日本
82,剧情,动作,奥利维尔·米加,2012,法国
83,动作,科幻,乔斯·韦,2015,美国
84,喜剧,恐怖,刘观,1988,中国香港
85,剧情,动作,徐浩,2012,中国大陆
86,喜剧,动画,约翰·拉塞,1995,美国
87,动作,科幻,拉娜·沃卓斯,2003,美国
88,剧情,喜剧,盖·里,1998,英国
89,动作,科幻,拉娜·沃卓斯,2003,美国
90,动作,科幻,安东尼·罗,2014,美国
91,喜剧,动作,袁和,1993,中国香港
92,科幻,恐怖,雷德利·斯科,1979,英国
93,动作,科幻,加文·胡,2009,美国
94,战争,unknown,安德烈·巴托,2022,俄罗斯
95,动作,科幻,亚历克斯·普罗亚,2004,美国
96,动作,动画,王,unknown,中国大陆
97,喜剧,动画,约翰·拉塞,2006,美国
98,剧情,动作,徐浩,2015,中国大陆
99,动作,悬疑,保罗·格林格拉,2007,美国
100,喜剧,动作,李力,1996,中国香港
101,动作,科幻,拉娜·沃卓斯,2003,美国
102,动作,科幻,乔斯·韦,2015,美国
103,喜剧,动作,宁,2009,中国大陆
104,喜剧,动作,陈嘉,1991,中国香港
105,喜剧,动作,王,1992,中国香港
106,喜剧,动作,陈嘉,1991,中国香港
107,喜剧,动作,袁和,1993,中国香港
108,喜剧,爱情,王,1991,中国香港
109,动作,科幻,押井,1995,日本
110,动作,科幻,安东尼·罗,2014,美国
111,动作,科幻,拉娜·沃卓斯,2003,美国
112,动作,犯罪,崔东,2012,韩国
113,动作,科幻,迈克尔·,2007,美国
114,动作,科幻,拉娜·沃卓斯,2003,美国
115,喜剧,动作,元,1990,中国香港
116,动作,科幻,押井,1995,日本
117,动作,惊悚,扬·德·邦,1994,美国
118,动作,科幻,拉娜·沃卓斯,2003,美国
119,剧情,悬疑,柯汶,2019,中国大陆
120,动作,犯罪,罗伯特·高洛,1973,美国
