,genre0,genre1,director0,ReleaseDate,region0
0,剧情,喜剧,罗伯·莱,2010,美国
1,剧情,动作,雷德利·斯科,2000,美国
2,动作,科幻,安东尼·罗,2014,美国
3,动作,奇幻,斯科特·德瑞克,2016,美国
4,剧情,战争,弗朗西斯·福特·科波,1979,美国
5,爱情,奇幻,程小,1987,中国香港
6,科幻,惊悚,斯坦利·库布里,1968,英国
7,剧情,喜剧,韦斯·安德,2014,美国
8,剧情,动作,奉俊,2003,韩国
9,剧情,惊悚,乔纳森·戴,1991,美国
10,剧情,西部,凯文·科斯特,1990,美国
11,喜剧,动作,王,1992,中国香港
12,剧情,动作,尼尔·布洛姆坎,2009,美国
13,剧情,喜剧,渡边信一,2001,日本
14,动作,科幻,史蒂文·斯皮尔伯,2018,美国
15,喜剧,动作,王,1992,中国香港
16,动作,科幻,詹姆斯·卡梅,2009,美国
17,喜剧,犯罪,宁,2006,中国大陆
18,动作,科幻,乔恩·费,2008,美国
19,剧情,悬疑,克里斯托弗·诺,2000,美国
20,剧情,犯罪,赛尔乔·莱昂,1984,美国
21,科幻,冒险,郭,2019,中国大陆
22,喜剧,爱情,陈可,1994,中国香港
23,剧情,动作,弗朗西斯·劳伦,2007,美国
24,喜剧,爱情,李力,1993,中国香港
25,爱情,奇幻,程小,1987,中国香港
26,动作,科幻,詹姆斯·卡梅,2009,美国
27,科幻,惊悚,斯坦利·库布里,1968,英国
28,剧情,悬疑,克里斯托弗·诺,2000,美国
29,悬疑,惊悚,温子,2004,美国
30,爱情,奇幻,程小,1987,中国香港
31,动作,悬疑,保罗·格林格拉,2007,美国
32,剧情,传记,冯小,2007,中国大陆
33,动作,科幻,安东尼·罗,2018,美国
34,动作,冒险,迈克尔·,1996,美国
35,剧情,悬疑,克里斯托弗·诺,2000,美国
36,动作,科幻,史蒂文·斯皮尔伯,2018,美国
37,动作,科幻,安娜·波,2019,美国
38,动作,惊悚,约翰·麦克蒂尔,1988,美国
39,喜剧,动作,陈木,1998,中国香港
40,剧情,传记,史蒂文·斯皮尔伯,2002,美国
41,剧情,战争,史蒂文·斯皮尔伯,1998,美国
42,动作,科幻,乔斯·韦,2012,美国
43,剧情,惊悚,郑根,2013,韩国
44,剧情,历史,沃尔夫冈·彼德,1981,西德
45,动作,科幻,山姆·雷,2002,美国
46,动作,科幻,拉娜·沃卓斯,2003,美国
47,动作,科幻,安东尼·罗,2014,美国
48,剧情,悬疑,路易斯·莱特里,2013,美国
49,剧情,动作,约翰·福,1939,美国
50,动作,科幻,乔治·米,2015,澳大利亚
51,喜剧,古装,杜琪,1992,中国香港
52,动作,科幻,詹姆斯·古,2014,美国
53,动作,科幻,布莱恩·辛,2000,美国
54,喜剧,动画,皮埃尔·柯,2010,美国
55,剧情,动作,克里斯托弗·诺,2012,美国
56,动作,惊悚,布拉德·伯,2011,美国
57,剧情,悬疑,路易斯·莱特里,2013,美国
58,剧情,惊悚,杜琪,2005,中国香港
59,动作,惊悚,加雷斯·埃文,2011,印度尼西亚
60,喜剧,unknown,冯小,2001,中国大陆
61,喜剧,古装,杜琪,1992,中国香港
62,动作,悬疑,保罗·格林格拉,2007,美国
63,剧情,动作,林岭,1987,中国香港
64,剧情,科幻,雷德利·斯科,2015,英国
65,动作,科幻,乔斯·韦,2012,美国
66,剧情,惊悚,尔冬,2007,中国香港
67,动作,科幻,詹姆斯·卡梅,2009,美国
68,动作,科幻,马克·韦,2014,美国
69,剧情,惊悚,杜琪,2005,中国香港
70,剧情,喜剧,王,1994,中国香港
71,科幻,惊悚,雷德利·斯科,1982,美国
72,剧情,科幻,斯坦利·库布里,1971,英国
73,剧情,爱情,王家,2000,中国香港
74,动作,历史,雷德利·斯科,2001,美国
75,动作,悬疑,杜琪,2007,中国香港
76,剧情,动作,元,1995,中国香港
77,剧情,悬疑,大卫·林,2001,法国
78,剧情,犯罪,雷德利·斯科,2007,美国
79,动作,科幻,乔恩·费,2008,美国
80,剧情,动作,西蒙·韦斯,1997,美国
81,动作,西部,萨姆·佩金,1969,美国
82,动作,犯罪,皮埃尔·莫瑞,2004,法国
83,动作,科幻,迈克尔·,2007,美国
84,喜剧,动作,刘观,1990,中国香港
85,动作,爱情,苏照,2010,中国大陆
86,剧情,动画,万籁,1961,中国大陆
87,动作,科幻,吉尔莫·德尔·托,2013,美国
88,剧情,喜剧,达米安·斯兹弗,2014,阿根廷
89,动作,科幻,布莱恩·辛,2003,美国
90,动作,科幻,马克·韦,2014,美国
91,剧情,动作,元,1994,中国香港
92,动作,科幻,詹姆斯·卡梅,1984,美国
93,动作,科幻,马克·韦,2014,美国
94,剧情,历史,克里斯托弗·诺,2017,英国
95,喜剧,奇幻,查克·拉塞,1994,美国
96,动画,奇幻,宫崎,1986,日本
97,喜剧,动画,卡洛斯·沙尔丹,2006,美国
98,剧情,爱情,杨德,2000,中国台湾
